"dataset","table_name","series_code","line_number","line_description","metric_name","time_period","cl_unit","unit_mult","data_value","note_ref","retrieved_at"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1901","Level","6",2051,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1902","Level","6",2533,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1903","Level","6",2751,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1904","Level","6",2492,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1905","Level","6",2646,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1906","Level","6",3183,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1907","Level","6",3614,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1908","Level","6",2827,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1909","Level","6",3297,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1910","Level","6",3805,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1911","Level","6",3617,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1912","Level","6",4253,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1913","Level","6",4477,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1914","Level","6",3610,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1915","Level","6",3469,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1916","Level","6",4948,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1917","Level","6",6473,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1918","Level","6",7874,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1919","Level","6",8701,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1920","Level","6",10719,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1921","Level","6",7751,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1922","Level","6",8196,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1923","Level","6",10785,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1924","Level","6",9165,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1925","Level","6",11004,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1926","Level","6",11087,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1927","Level","6",10708,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1928","Level","6",10855,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1929","Level","6",11764,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1930","Level","6",9686,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1931","Level","6",6329,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1932","Level","6",3889,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1933","Level","6",3451,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1934","Level","6",4265,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1935","Level","6",5177,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1936","Level","6",6655,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1937","Level","6",8441,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1938","Level","6",6760,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1939","Level","6",7239,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1940","Level","6",8733,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1941","Level","6",10668,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1942","Level","6",8014,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1943","Level","6",7096,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1944","Level","6",9052,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1945","Level","6",12480,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1946","Level","6",18765,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1947","Level","6",25006,"FAAt407","2026-06-11T11:28:03-0400"
"FixedAssets","FAAt407","i3ntotl1es00",1,"Private nonresidential fixed assets","Historical Cost","1948","Level","6",28694,"FAAt407","2026-06-11T11:28:03-0400"
