"dataset","table_name","series_code","line_number","line_description","metric_name","time_period","cl_unit","unit_mult","data_value","note_ref","retrieved_at"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","1975","Level","6",965545,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","1976","Level","6",1087308,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","1977","Level","6",1232519,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","1978","Level","6",1406890,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","1979","Level","6",1564355,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","1980","Level","6",1702381,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","1981","Level","6",1935130,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","1982","Level","6",2018565,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","1983","Level","6",2172454,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","1984","Level","6",2434777,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","1985","Level","6",2601493,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","1986","Level","6",2706772,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","1987","Level","6",2895133,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","1988","Level","6",3142537,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","1989","Level","6",3320147,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","1990","Level","6",3467335,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","1991","Level","6",3554697,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","1992","Level","6",3742365,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","1993","Level","6",3918863,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","1994","Level","6",4210085,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","1995","Level","6",4474232,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","1996","Level","6",4770205,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","1997","Level","6",5143154,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","1998","Level","6",5474446,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","1999","Level","6",5802061,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2000","Level","6",6216190,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2001","Level","6",6202593,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2002","Level","6",6298540,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2003","Level","6",6524950,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2004","Level","6",6960008,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2005","Level","6",7485433,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2006","Level","6",8029316,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2007","Level","6",8199258,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2008","Level","6",8108788,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2009","Level","6",7817337,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2010","Level","6",8236992,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2011","Level","6",8623024,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2012","Level","6",9173994,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2013","Level","6",9456941,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2014","Level","6",10046512,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2015","Level","6",10489514,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2016","Level","6",10684384,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2017","Level","6",11132703,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2018","Level","6",11796349,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2019","Level","6",12332556,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2020","Level","6",12095295,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2021","Level","6",13818844,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2022","Level","6",15322598,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2023","Level","6",16125928,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2024","Level","6",16961079,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A451RC",1,"Gross value added of corporate business","Current Dollars","2025","Level","6",17885075,"T11400,T11400.1","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1929","Level","6",5228,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1930","Level","6",5080,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1931","Level","6",4752,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1932","Level","6",4240,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1933","Level","6",4008,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1934","Level","6",4104,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1935","Level","6",4184,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1936","Level","6",4248,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1937","Level","6",4744,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1938","Level","6",4820,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1939","Level","6",4824,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1940","Level","6",5040,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1941","Level","6",5584,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1942","Level","6",6388,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1943","Level","6",6552,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1944","Level","6",6748,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1945","Level","6",6968,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1946","Level","6",8000,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1947","Level","6",9796,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1948","Level","6",11488,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1949","Level","6",12412,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1950","Level","6",13288,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1951","Level","6",15136,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1952","Level","6",16116,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1953","Level","6",17300,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1954","Level","6",18340,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1955","Level","6",19560,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1956","Level","6",22088,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1957","Level","6",24564,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1958","Level","6",26396,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1959","Level","6",27620,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1960","Level","6",28488,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1961","Level","6",29524,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1962","Level","6",30836,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1963","Level","6",32416,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1964","Level","6",34412,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1965","Level","6",37140,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1966","Level","6",40860,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1967","Level","6",45096,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1968","Level","6",49992,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1969","Level","6",55704,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1970","Level","6",61804,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1971","Level","6",67620,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1972","Level","6",73440,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1973","Level","6",81980,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1974","Level","6",96040,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1975","Level","6",113516,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1976","Level","6",125028,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1977","Level","6",140456,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1978","Level","6",159276,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1979","Level","6",183352,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1980","Level","6",212088,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1981","Level","6",244880,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1982","Level","6",272520,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1983","Level","6",285876,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1984","Level","6",303168,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1985","Level","6",326864,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1986","Level","6",349868,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1987","Level","6",371292,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1988","Level","6",399856,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1989","Level","6",427148,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1990","Level","6",454688,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1991","Level","6",479628,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1992","Level","6",494348,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1993","Level","6",517188,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1994","Level","6",547584,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1995","Level","6",590428,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1996","Level","6",626332,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1997","Level","6",670056,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1998","Level","6",714988,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","1999","Level","6",769632,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","2000","Level","6",838608,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","2001","Level","6",888584,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","2002","Level","6",914587,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","2003","Level","6",932541,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","2004","Level","6",973014,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","2005","Level","6",1042069,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","2006","Level","6",1119303,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","2007","Level","6",1188944,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","2008","Level","6",1256741,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","2009","Level","6",1263659,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","2010","Level","6",1270714,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","2011","Level","6",1324537,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","2012","Level","6",1392029,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","2013","Level","6",1447694,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","2014","Level","6",1524311,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","2015","Level","6",1587221,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","2016","Level","6",1629907,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","2017","Level","6",1709313,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","2018","Level","6",1793566,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","2019","Level","6",1891831,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","2020","Level","6",1968202,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","2021","Level","6",2070269,"T11400","2026-06-11T11:27:46-0400"
"NIPA","T11400","A438RC",2,"Consumption of fixed capital","Current Dollars","2022","Level","6",2287902,"T11400","2026-06-11T11:27:46-0400"
