year,VAcorp,NOScorp,Pcorpnipa,NMINT,KGCcorp,INVcorp,KTCcorp,Rcorp,Profshcorp,rcorp,VAcorpnipa,KNCcorpbea,Rcorpnipa,Profshcorpnipa,rcorpnipa,uK,uFRB,Rcorpn,Profshcorpn,rcorpn,IGCcorpbea,DEPCcorp,pIGcorpbea,GOSRcorp,ECcorp,WEQ2,VAcorp_check,Pcorp,rcorp_sectoral,exploit_rate,pKN,GVAcorp,Py
1964,356.9,82.1,71.1,11.099999999999998,584.416740608418,98.7398099442203,683.1565505526382,0.5570308530395625,0.2300364247688428,0.1281373859191596,349.5,483.9,0.7626009164302858,0.2034334763948497,0.1551385555313113,1.00164115428925,,0.5561181773075443,0.220585358289919,0.1226715273929213,46.1,28.2,36.670274194378734,300.7885880954447,239.2,36.1899629390912,356.9,71.1,0.1555798687089715,0.3432274247491638,17.920503791927498,385.09999999999997,17.793497037150416
1965,392.1,94.4,81.8,12.6,629.5138499735924,110.6759004119418,740.1897503855342,0.5739533635194033,0.2407549094618719,0.1381820900694508,384.0,517.4,0.7935523868567886,0.2130208333333333,0.1690431907418888,1.0422728061676,,0.5506747946632219,0.219946910024922,0.121119219514784,55.1,30.5,37.02746967846716,337.3171353176044,259.9,38.26191220368743,392.1,81.8,0.1695688225538971,0.3632166217776068,18.25063185026104,422.6,18.11820785865786
1966,429.4,102.0,88.0,13.999999999999996,689.3389442732511,124.34313597668942,813.6820802499404,0.5801215158360993,0.2375407545412202,0.1378025025973034,420.7000000000001,563.4,0.8131039814456901,0.2091751842167815,0.1700811751063007,1.06474781036377,,0.5448440562069824,0.218318123616617,0.118949332014775,63.8,33.5,37.528104903640994,361.0627297805643,288.5,41.55317928286852,429.4,88.0,0.1706418460345161,0.3535528596187175,18.782393828615053,462.9,18.62659348829073
1967,451.3,101.5,85.4,16.099999999999998,753.3311352268145,137.24580548411166,890.5769407109261,0.5546392269833118,0.2249058276091291,0.1247415943691693,442.5,610.8,0.7854100106496273,0.1929943502824858,0.1515796947106851,1.04273521900177,0.86997,0.531908021208182,0.215716136037976,0.1147411430626348,64.9,36.9,38.37954352589141,360.60877041602464,308.4,44.52220721178262,451.3,85.4,0.1520926090828139,0.329118028534371,19.41006921345632,488.2,19.166684888373823
1968,499.4,110.3,91.6,18.6,835.8512661760232,150.87303700128405,986.7243031773072,0.5607600839084617,0.2208650380456548,0.1238522972669269,488.5,672.6,0.7997707924034054,0.1875127942681678,0.1499672560576293,1.05709373950958,0.8734090000000001,0.5304733752075916,0.212349903025802,0.1126459697831019,71.0,40.7,39.64676984029342,380.8633101971832,341.3,48.1840341880342,499.4,91.6,0.1505093657574761,0.3231760914151772,20.38348487760849,540.1,19.98228850064505
1969,542.6,111.0,87.9,23.20000000000001,928.3262407092184,171.15395912880993,1099.4801998380285,0.5499003097955506,0.2045705860670844,0.112493428653347,531.6,741.1,0.7903657448706513,0.1653498871331828,0.1306868867082961,1.04945170879364,0.874147,0.5239881980159612,0.20852021895652,0.1092621337809205,79.2,45.2,41.210638688722426,379.0283406666667,378.6,53.33211639871382,542.6,87.9,0.131154879140555,0.2931854199683043,21.39932738134292,587.8000000000001,20.964074082172612
1970,559.8,102.6,75.4,27.20000000000001,1032.4109896184032,180.5525721624072,1212.9635617808103,0.5091496873545042,0.1832797427652733,0.0933168237273528,547.8,815.7,0.7391715018216164,0.1376414749908726,0.1017406557819457,0.984412431716919,0.8124809999999999,0.5172117609958394,0.204613379176295,0.1058284461670809,81.4,50.1,43.14452019222909,353.92675435872235,400.2,57.81271951219511,559.8,75.4,0.1020988490182803,0.2563718140929535,22.6254833939936,609.9,22.069402838213108
1971,604.1,116.0,88.2,27.800000000000008,1145.856447448968,192.3602938159656,1338.2167412649335,0.4980363953498254,0.1920211885449429,0.0956335405737125,591.3000000000001,895.2,0.7248988598749541,0.1491628614916286,0.1081279882309672,0.973544180393219,0.7961499999999999,0.511570409828413,0.200976476841728,0.1028136186237933,84.6,54.9,45.08498231389687,379.0619209078014,425.3,61.12371918208375,604.1,88.2,0.1085004305572641,0.2727486480131672,23.98525659072224,659.0,23.190037828264057
1972,671.5,131.7,101.9,29.799999999999983,1256.3166880969834,217.69574074296509,1474.0124288399484,0.5017871763921236,0.1961280714817572,0.0984145512000635,657.0,972.2,0.7339142091152815,0.1550989345509893,0.1138293118856121,1.00391101837158,0.8466809999999999,0.4998323229941838,0.197743471317657,0.0988385786256382,96.2,59.8,46.48292684029919,411.9792212266112,472.5,69.20973781337047,671.5,101.9,0.1142248626835556,0.2787301587301587,25.06482991703036,731.3,24.192596155948664
1973,753.3000000000001,145.2,109.6,35.6,1429.5600183096158,255.4848400445016,1685.0448583541174,0.5110540354078623,0.1927518916766228,0.0985066320738372,735.7,1097.4,0.7567372968524995,0.1489737664809025,0.1127340053486936,1.00486552715302,0.883077,0.5085795279053686,0.194958557200502,0.0991519309821431,114.8,67.0,48.3830249758401,438.5835736933798,533.9,83.77466355866353,753.3000000000001,109.6,0.1130946238778247,0.2719610413935194,27.018276340196085,820.3000000000001,25.517678700282072
1974,808.5,142.4,97.7,44.70000000000001,1763.5896893717152,305.8594920722974,2069.4491814440125,0.4798091848959496,0.1761286332714904,0.0845081359668314,791.1,1346.4,0.720885729907053,0.1234989255467071,0.0890286130854747,0.884328484535217,0.851318,0.5425689585789227,0.192649494373508,0.1045256355329902,131.2,78.9,53.22099894873923,415.8133149908537,587.4,87.89350167858709,808.5,97.7,0.0892971392011699,0.2424242424242424,31.740071490819343,887.4,27.807053987273964
1975,865.4,166.10000000000002,118.7,47.40000000000003,1983.040821726274,319.4743310918299,2302.515152818104,0.4181789085519579,0.191934365611278,0.0802629035249367,850.0,1495.4,0.6313131313131313,0.1396470588235294,0.0881610219845513,0.853546917438507,0.7581140000000001,0.4899307817863278,0.190822457147913,0.093489795612865,134.0,94.5,60.488518638164734,430.8255613910449,614.9,88.95773091603053,865.4,118.7,0.0883776338321793,0.2701252236135957,34.28987723496374,959.9,30.389434325323073
1976,977.4,190.7,145.1,45.70000000000002,2204.961979321552,356.5855886169328,2561.5475679384845,0.4244923204104592,0.195109474114999,0.0828224734011403,958.4,1643.8,0.640898756185636,0.15139816360601,0.0970308947438812,0.879995822906494,0.7977580000000001,0.4823799265414975,0.189318124891222,0.0913232631780017,148.6,104.7,63.922433301801696,462.1225831709288,695.2,96.24894097346184,977.4,145.1,0.0972324599611338,0.2743095512082854,36.65108401021321,1082.1,32.063280344608934
1977,1105.5,220.7,172.7,47.99999999999999,2477.822211640864,402.9218074965217,2880.7440191373857,0.4315750423052649,0.1996381727725011,0.0861588528600379,1087.1,1829.9,0.6613334955590704,0.1588630300800294,0.1050614429979316,0.901091992855072,0.8341580000000001,0.478946706581908,0.187987952399458,0.0900362106787969,177.4,118.1,68.10955936324764,497.4338450687712,784.8,104.93653932114884,1105.5,172.7,0.1052663659636718,0.2812181447502548,39.43790128914517,1223.6,34.05418406839701
1978,1263.6999999999998,253.1,195.6,57.500000000000014,2835.834184592631,448.6215129892695,3284.4556975819005,0.438671395863352,0.2002848777399699,0.0878592468885134,1241.9,2081.5,0.6786709656265368,0.1575006039133585,0.1068910869446417,0.911491215229034,0.85072,0.4812678263203286,0.186741213219735,0.0898725377706828,218.2,134.4,72.28603314312632,536.064829055912,901.8,121.55075451066158,1263.6999999999998,195.6,0.1071017905053934,0.2806609004213795,42.969623074481575,1398.1,36.449609691032734
1979,1400.1,263.1,190.7,72.39999999999999,3283.947207948603,512.0243736088548,3795.971581557458,0.4262806775048874,0.1879151489179344,0.0801045969941689,1373.9,2399.7,0.6600528465049244,0.1388019506514302,0.0916166226279125,0.88534152507782,0.850005,0.4814872740408488,0.18560330137517,0.0893656276321127,259.5,155.3,77.99462855952306,536.4471986435453,1022.0,136.768343530964,1400.1,190.7,0.0917930204572803,0.2574363992172211,47.29885306076161,1555.3999999999999,39.472590908097004
1980,1504.4,255.7,166.0,89.69999999999999,3800.071121600247,555.6651749830419,4355.736296583289,0.3963148742496002,0.1699680935921297,0.0673608836384091,1483.2,2761.2,0.6180772596574573,0.1119201725997842,0.0691753135808642,0.834066033363342,0.807607,0.4751600693430404,0.184735198756684,0.0877787898513263,284.6,180.0,84.5720031414428,515.182310712579,1120.1,137.08687193841848,1504.4,166.0,0.0692965977875182,0.228283189000982,52.24623664119977,1684.4,43.04878315439617
1981,1697.8,303.2999999999999,193.6,109.69999999999992,4326.983953050354,618.2344737387148,4945.218426789069,0.3897848456371847,0.1786429496996112,0.0696323145728343,1680.9,3125.3,0.6087570621468927,0.1151763935986673,0.0701144429957989,0.843342185020447,0.795681,0.4621906179491475,0.184320854241447,0.0851913695227691,324.4,208.3,92.6284286310064,552.3142382540075,1240.0,141.42489397321427,1697.8,193.6,0.070211068397766,0.2445967741935483,56.84126769809424,1906.1,47.11258828417117
1982,1751.1999999999998,296.1,173.1,123.0,4638.957776099302,632.4657606176995,5271.423536717001,0.3541198484810011,0.1690840566468707,0.0598760205203428,1735.9,3318.6,0.5554346782708859,0.0997177256754421,0.0553866828784436,0.820055425167084,0.7360720000000001,0.4318242860338985,0.184396864719059,0.079627044454197,327.1,231.6,97.67437988295008,540.2644998948334,1293.8,139.82551612243506,1751.1999999999998,173.1,0.0554452274183215,0.2288607203586335,58.61877544907526,1982.7999999999997,50.02514595587432
1983,1888.7,344.0999999999999,224.8,119.29999999999988,4822.675106371553,673.2874813221468,5495.9625876937,0.3582903151007794,0.1821888071160057,0.0652764851094288,1876.3,3415.3,0.5653890194660398,0.1198102648830144,0.067739408184174,0.858657002449036,0.749042,0.4172682620404591,0.18494261853671,0.0771706850140245,323.7,240.7,96.60380648721808,605.3591688205129,1367.1,145.716558326528,1888.7,224.8,0.0678047897689569,0.2517006802721088,58.8547592076622,2129.4,51.98106400192422
1984,2133.2,423.69999999999993,282.0,141.59999999999994,5136.971843292613,745.4861043802233,5882.457947672836,0.3881394689215244,0.1986217888618038,0.0770929556450637,2118.4,3618.4,0.620267619242819,0.133119335347432,0.0825696132111381,0.924870848655701,0.804315,0.4196688321247067,0.185784535394395,0.077967978995797,383.6,253.2,96.12175770110431,704.2110092335765,1513.9,174.4225190712178,2133.2,282.0,0.0826591628561378,0.2798731752427504,60.077116450416256,2386.3999999999996,53.85826427306321
1985,2276.8,445.3,294.4,150.79999999999993,5450.733993443455,816.6092674480941,6267.343260891549,0.3870490907462801,0.1955815179198875,0.0756996486776697,2254.8,3819.3,0.623148352863144,0.1305659038495653,0.0813619279239442,0.935598075389862,0.7922939999999999,0.413691627769753,0.186721608806746,0.0772451662870498,412.5,272.0,96.45351576081312,743.6742915403637,1622.4,185.0835726210352,2276.8,294.4,0.0814542235010928,0.2744699211045364,61.05802134566461,2548.8,55.56162945794066
1986,2372.4,432.3999999999999,274.7,157.7999999999999,5739.714132823804,863.7334582791135,6603.447591102918,0.3785335988861281,0.1822626875737649,0.0689925510699552,2350.8,3989.7,0.6155054591155447,0.1168538369916624,0.0719241745869661,0.929214417934418,0.78649,0.4073694849974273,0.187680986934448,0.0764555069912949,402.3,290.1,97.35662461954324,742.1169363907533,1720.4,204.5789705277931,2372.4,274.7,0.0719939196980815,0.2513368983957219,61.97276323539892,2662.5,56.6877309601382
1987,2552.3,478.9,319.8,159.10000000000002,6092.1964278163705,1001.083527467324,7093.279955283695,0.386510222847655,0.1876346824432864,0.0725227229251036,2526.1,4197.6,0.633155375090859,0.1265983136059538,0.0801564027370479,0.948412120342255,0.812016,0.4075340398519733,0.188678601850119,0.076892952845601,403.3,306.7,97.9293220019646,802.2112110448794,1840.0,226.1087194184646,2552.3,319.8,0.0802227573750752,0.2602717391304348,63.6768926361342,2859.0,58.08278485994796
1988,2780.9,548.5,369.6,178.90000000000006,6531.132870828345,1033.0372161461623,7564.170086974507,0.3920471231265223,0.1972383041461397,0.0773267097108481,2736.7,4462.9,0.6519677911187344,0.1350531662220923,0.0880503144654088,0.971393048763275,0.843358,0.4035926792204818,0.189676575757035,0.0765520773951484,433.2,329.1,100.28708590508435,875.0877464228994,1980.4,252.99116323404257,2780.9,369.6,0.0881132885138034,0.276964249646536,66.09172083346888,3110.0,60.13382021734852
1989,2930.3,574.4,358.4,216.00000000000009,6967.269512947614,1085.42604844515,8052.695561392764,0.3873921350666047,0.1960208852335938,0.0759369492482878,2878.7,4728.2,0.645029017006879,0.1245006426511967,0.0803065271460261,0.967775762081146,0.838114,0.4002912143961327,0.190626244839967,0.0763060110427649,471.5,351.1,102.17910430165576,905.762490604454,2088.3,270.9997701393715,2930.3,358.4,0.0803569426694468,0.2750562658621845,68.25298332935563,3281.4,62.49207355738744
1990,3064.9,579.8,358.4,221.5,7416.819551621183,1117.8659765449588,8534.685528166141,0.3806054726188986,0.1891741981793859,0.0720007351053663,3004.0,4993.1,0.6353369146821201,0.1193075898801597,0.0758005160526204,0.960640132427216,0.8250419999999999,0.396199846093496,0.191554179526118,0.0758937364468138,502.1,373.4,103.8481778936454,917.8784060864368,2200.6,284.26448362641656,3064.9,358.4,0.075837406631541,0.2634735981096064,70.19150403249778,3438.3,64.8404871755625
1991,3149.4,592.1,380.8,211.3,7670.814119372146,1136.620520775428,8807.434640147574,0.3690118387615291,0.1880040642662094,0.0693757254495146,3075.3,5105.1,0.6159099557389197,0.1238253178551685,0.0762652460395345,0.958979725837708,0.798462,0.3847962879915759,0.19254068779429,0.0740889419505877,482.4,392.4,105.1480612868466,936.2987657131011,2249.4,282.91216029199296,3149.4,380.8,0.0762881641157144,0.2632257490886459,70.50129743081519,3541.8,67.02271882448123
1992,3310.0,608.6,423.1,185.50000000000003,8013.034801142843,1197.2066482062226,9210.241449349063,0.3758188547788688,0.1838670694864048,0.0691007114859273,3240.2,5275.6,0.6346986346986346,0.1305783593605333,0.0828779064073181,0.975646138191223,0.8057510000000001,0.3851999614077391,0.193642535828026,0.0745910973278523,495.3,402.3,104.1045789241972,971.0427826004444,2375.5,317.9531645822911,3310.0,423.1,0.0828860243701759,0.2561986950115765,71.61204535664628,3712.3,68.5511556206678
1993,3471.4,641.1999999999999,466.8,174.5,8456.67930893906,1248.1807153567677,9704.860024295827,0.3769065142418543,0.1847093391715158,0.0696181531750524,3403.1,5523.9,0.6450640685419667,0.1371690517469366,0.0884828265979225,0.979155540466309,0.814481,0.3849301757127962,0.194871082932923,0.0750117601947129,545.4,420.4,104.06628375820377,1020.119064178951,2488.2,340.64730030456855,3471.4,466.8,0.0884895359417652,0.2576963266618439,73.28674601066925,3891.8,70.17798963549298
1994,3737.0,729.9000000000001,550.3,179.60000000000008,8977.803393596974,1497.3096862916916,10475.113079888666,0.3850648016194496,0.1953170992774953,0.075209740086175,3665.6,5823.9,0.6635891308676841,0.1501254910519423,0.0996216441282427,1.01144421100616,0.835745,0.3807079000792308,0.1961402630563,0.0746721476691519,600.7,445.2,104.4240530381152,1125.31544774563,2634.8,357.413675551788,3737.0,550.3,0.0996324660981659,0.2770229239410961,75.25846850921079,4182.2,71.67362735879999
1995,3980.3,825.2,623.2,202.0,9530.43269703201,1398.7712255896906,10929.203922621702,0.3799768049895175,0.2073210562017938,0.0787771925426098,3880.7,6154.2,0.66634042480125,0.1605895843533383,0.1070073318566596,1.01938092708588,0.8390529999999999,0.3727525156623865,0.197262299316146,0.07353001831544,674.8,477.2,104.79843456111482,1242.7666552981625,2776.0,372.177239585785,3980.3,623.2,0.1070146818923327,0.2972622478386167,76.96389881566103,4457.5,73.17801150154158
1996,4212.7,907.1,699.5,207.6,10053.447802744928,1462.14304339995,11515.590846144878,0.3854535087665795,0.2153250884231015,0.0829978108581585,4119.0,6469.9,0.6692990153066198,0.1698227725176013,0.1136622144226707,1.04219925403595,0.833554,0.3698462719810041,0.198041012199887,0.0732447300614727,735.2,506.3,103.11019505475652,1370.7664884635471,2914.9,415.624920318725,4212.7,699.5,0.1136419021006287,0.3111942090637757,78.02560351514525,4719.0,74.51512037259748
1997,4521.5,990.8,777.3,213.50000000000009,10645.467618064264,1528.9685730887372,12174.436191153003,0.3926415987168979,0.2191308194183346,0.0860398752645587,4438.0,6830.5,0.6859456869503393,0.1751464623704371,0.1201409604476112,1.07182896137238,0.8405029999999999,0.3663285961354841,0.198380599201788,0.0726724864061071,800.0,541.2,101.36898458895944,1511.3103936199998,3123.9,442.5738979544756,4521.5,777.3,0.1201056892981859,0.3171676430103397,79.23793749955475,5062.7,75.80631054162204
1998,4781.7,966.4,709.7,256.6999999999999,11273.091065707426,1584.0415359713077,12857.132601678732,0.392765621743929,0.2021038542777673,0.0793794459822517,4721.0,7217.6,0.6911646292365127,0.150328320271129,0.1039016177439426,1.09457731246948,0.826825,0.3588285790958054,0.198357847694114,0.0711764646405811,871.0,578.6,98.74132897521376,1564.6943544661312,3396.8,511.616931912821,4781.7,709.7,0.1038772851685426,0.2845030617051342,80.2989833852433,5360.3,76.64268690005031
1999,5082.7,1012.6000000000004,734.8,277.9000000000004,11967.66739653786,1689.702679262337,13657.370075800198,0.3953214264381438,0.1992248214531647,0.0787578405987496,4998.7,7641.6,0.6925709377078253,0.1469982195370796,0.101806694746176,1.10842335224152,0.816545,0.3566520189589123,0.198256739057113,0.0707086662569295,946.3,624.9,97.20732787317762,1684.5437847405692,3628.6,560.3269442178117,5082.7,734.8,0.1017841312056737,0.2790607947968914,81.42724909889219,5707.599999999999,77.71630988564058
2000,5424.499999999999,1007.2999999999998,673.6,333.59999999999985,12840.56665694134,1816.044686363544,14656.611343304883,0.3971848144916123,0.1856945340584385,0.0737550490621073,5331.299999999999,8175.4,0.6976680276381908,0.126348170239904,0.0881490787269681,1.11509871482849,0.813751,0.3561880300011844,0.198398676194093,0.0706672336284168,1037.8,682.1,97.14211528657756,1739.1015163877437,3950.7,641.5149170252795,5424.499999999999,673.6,0.0880373269901846,0.2549674741185106,83.30241753164165,6106.599999999999,79.49292633328233
2001,5414.999999999999,966.3,614.5,351.79999999999984,13620.733166343192,1786.6163472184146,15407.349513561609,0.3694578421412233,0.1784487534626039,0.0659292913870848,5304.4,8595.6,0.6488245223475304,0.1158472211748737,0.0751645179440761,1.06325256824493,0.760084,0.3474789087517306,0.199114494617789,0.0691880873064416,991.7,725.1,96.71208367018076,1748.9024492205303,3986.2,692.6827946834177,5414.999999999999,614.5,0.0749308002780182,0.242411319050725,84.99694900398005,6140.099999999999,81.3253012048193
2002,5482.400000000001,1009.5,714.3,295.3000000000001,14281.23387252014,1874.073582251186,16155.307454771326,0.3558301831975948,0.1841346855391799,0.0655206788884379,5366.8,8907.7,0.6243659546744846,0.1330960721472758,0.0831006561496579,1.03907012939453,0.7491030000000001,0.3424505941720588,0.200608043078997,0.0686983435480965,885.1,749.3,96.2999096232257,1826.377622659587,3980.7,679.8322276677316,5482.400000000001,714.3,0.082719566425792,0.253598613309217,86.73381282582554,6231.700000000001,82.54433341350885
2003,5707.3,1084.5,812.0,272.4,14892.479153434091,1978.6162598011,16871.095413235194,0.3532770896486034,0.1900197992045275,0.0671296416385874,5585.2,9185.8,0.6270080941208167,0.1453842297500537,0.0911570888108041,1.04768621921539,0.759452,0.3371974195796637,0.202876025382332,0.0684092722535007,891.8,768.3,96.10331842538598,1927.9251022309936,4105.5,688.8938135231316,5707.3,812.0,0.0906664880134883,0.2641578370478626,88.23161187820936,6475.6,84.19740668663766
