"date","year","value","variable_id","canonical_name","source_system","bea_dataset","bea_table","bea_line","bea_line_description","series_code","sector_boundary","asset_block","account_boundary","frequency","unit","price_basis","stock_flow_type","role_tag","priority","required_for_downstream_object","download_date","vintage","source_url_or_query","status","notes","source_file","aggregation_group"
"1935-12-31",1935,266,"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404",20,"Intellectual property products","m1ntotl2ip00","CORP","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv","not_applicable"
"1936-12-31",1936,293,"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404",20,"Intellectual property products","m1ntotl2ip00","CORP","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv","not_applicable"
"1937-12-31",1937,328,"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404",20,"Intellectual property products","m1ntotl2ip00","CORP","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv","not_applicable"
"1938-12-31",1938,346,"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404",20,"Intellectual property products","m1ntotl2ip00","CORP","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv","not_applicable"
"1939-12-31",1939,375,"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404",20,"Intellectual property products","m1ntotl2ip00","CORP","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv","not_applicable"
"1940-12-31",1940,412,"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404",20,"Intellectual property products","m1ntotl2ip00","CORP","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv","not_applicable"
"1941-12-31",1941,492,"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404",20,"Intellectual property products","m1ntotl2ip00","CORP","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv","not_applicable"
"1942-12-31",1942,619,"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404",20,"Intellectual property products","m1ntotl2ip00","CORP","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv","not_applicable"
"1943-12-31",1943,730,"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404",20,"Intellectual property products","m1ntotl2ip00","CORP","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv","not_applicable"
"1944-12-31",1944,801,"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404",20,"Intellectual property products","m1ntotl2ip00","CORP","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv","not_applicable"
"1945-12-31",1945,838,"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404",20,"Intellectual property products","m1ntotl2ip00","CORP","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv","not_applicable"
"1946-12-31",1946,930,"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404",20,"Intellectual property products","m1ntotl2ip00","CORP","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv","not_applicable"
"1947-12-31",1947,1107,"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404",20,"Intellectual property products","m1ntotl2ip00","CORP","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv","not_applicable"
"1948-12-31",1948,1248,"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404",20,"Intellectual property products","m1ntotl2ip00","CORP","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv","not_applicable"
"1949-12-31",1949,1298,"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404",20,"Intellectual property products","m1ntotl2ip00","CORP","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv","not_applicable"
"1950-12-31",1950,1383,"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404",20,"Intellectual property products","m1ntotl2ip00","CORP","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv","not_applicable"
"1951-12-31",1951,1546,"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404",20,"Intellectual property products","m1ntotl2ip00","CORP","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv","not_applicable"
"1952-12-31",1952,1687,"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404",20,"Intellectual property products","m1ntotl2ip00","CORP","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv","not_applicable"
"1953-12-31",1953,1922,"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404",20,"Intellectual property products","m1ntotl2ip00","CORP","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv","not_applicable"
"1954-12-31",1954,2164,"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404",20,"Intellectual property products","m1ntotl2ip00","CORP","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv","not_applicable"
"1955-12-31",1955,2445,"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404",20,"Intellectual property products","m1ntotl2ip00","CORP","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv","not_applicable"
"1956-12-31",1956,2832,"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404",20,"Intellectual property products","m1ntotl2ip00","CORP","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv","not_applicable"
"1957-12-31",1957,3267,"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404",20,"Intellectual property products","m1ntotl2ip00","CORP","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv","not_applicable"
"1958-12-31",1958,3669,"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404",20,"Intellectual property products","m1ntotl2ip00","CORP","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv","not_applicable"
"1959-12-31",1959,4063,"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404",20,"Intellectual property products","m1ntotl2ip00","CORP","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv","not_applicable"
