"year","line_number","line_desc","value","series_code","unit","table_name","source"
1925,1,"Government fixed assets",5.167,"kcgtotl1es00","0","FAAt702","BEA_API"
1926,1,"Government fixed assets",5.371,"kcgtotl1es00","0","FAAt702","BEA_API"
1927,1,"Government fixed assets",5.616,"kcgtotl1es00","0","FAAt702","BEA_API"
1928,1,"Government fixed assets",5.88,"kcgtotl1es00","0","FAAt702","BEA_API"
1929,1,"Government fixed assets",6.32,"kcgtotl1es00","0","FAAt702","BEA_API"
1930,1,"Government fixed assets",6.675,"kcgtotl1es00","0","FAAt702","BEA_API"
1931,1,"Government fixed assets",7.047,"kcgtotl1es00","0","FAAt702","BEA_API"
1932,1,"Government fixed assets",7.344,"kcgtotl1es00","0","FAAt702","BEA_API"
1933,1,"Government fixed assets",7.551,"kcgtotl1es00","0","FAAt702","BEA_API"
1934,1,"Government fixed assets",7.799,"kcgtotl1es00","0","FAAt702","BEA_API"
1935,1,"Government fixed assets",8.079,"kcgtotl1es00","0","FAAt702","BEA_API"
1936,1,"Government fixed assets",8.543,"kcgtotl1es00","0","FAAt702","BEA_API"
1937,1,"Government fixed assets",8.931,"kcgtotl1es00","0","FAAt702","BEA_API"
1938,1,"Government fixed assets",9.368,"kcgtotl1es00","0","FAAt702","BEA_API"
1939,1,"Government fixed assets",9.861,"kcgtotl1es00","0","FAAt702","BEA_API"
1940,1,"Government fixed assets",10.329,"kcgtotl1es00","0","FAAt702","BEA_API"
1941,1,"Government fixed assets",11.773,"kcgtotl1es00","0","FAAt702","BEA_API"
1942,1,"Government fixed assets",15.62,"kcgtotl1es00","0","FAAt702","BEA_API"
1943,1,"Government fixed assets",19.953,"kcgtotl1es00","0","FAAt702","BEA_API"
1944,1,"Government fixed assets",23.48,"kcgtotl1es00","0","FAAt702","BEA_API"
1945,1,"Government fixed assets",24.827,"kcgtotl1es00","0","FAAt702","BEA_API"
1946,1,"Government fixed assets",23.002,"kcgtotl1es00","0","FAAt702","BEA_API"
1947,1,"Government fixed assets",21.412,"kcgtotl1es00","0","FAAt702","BEA_API"
1948,1,"Government fixed assets",20.295,"kcgtotl1es00","0","FAAt702","BEA_API"
1949,1,"Government fixed assets",19.969,"kcgtotl1es00","0","FAAt702","BEA_API"
1950,1,"Government fixed assets",19.709,"kcgtotl1es00","0","FAAt702","BEA_API"
1951,1,"Government fixed assets",20.519,"kcgtotl1es00","0","FAAt702","BEA_API"
1952,1,"Government fixed assets",21.647,"kcgtotl1es00","0","FAAt702","BEA_API"
1953,1,"Government fixed assets",22.859,"kcgtotl1es00","0","FAAt702","BEA_API"
1954,1,"Government fixed assets",23.9,"kcgtotl1es00","0","FAAt702","BEA_API"
1955,1,"Government fixed assets",24.791,"kcgtotl1es00","0","FAAt702","BEA_API"
1956,1,"Government fixed assets",25.711,"kcgtotl1es00","0","FAAt702","BEA_API"
1957,1,"Government fixed assets",26.713,"kcgtotl1es00","0","FAAt702","BEA_API"
1958,1,"Government fixed assets",27.83,"kcgtotl1es00","0","FAAt702","BEA_API"
1959,1,"Government fixed assets",29.098,"kcgtotl1es00","0","FAAt702","BEA_API"
1960,1,"Government fixed assets",30.305,"kcgtotl1es00","0","FAAt702","BEA_API"
