"year","line_number","line_desc","value","series_code","unit","table_name","source"
1963,1,"Government fixed assets",488620,"k1gtotl1es00","6","FAAt701","BEA_API"
1964,1,"Government fixed assets",515547,"k1gtotl1es00","6","FAAt701","BEA_API"
1965,1,"Government fixed assets",551245,"k1gtotl1es00","6","FAAt701","BEA_API"
1966,1,"Government fixed assets",597548,"k1gtotl1es00","6","FAAt701","BEA_API"
1967,1,"Government fixed assets",648590,"k1gtotl1es00","6","FAAt701","BEA_API"
1968,1,"Government fixed assets",706409,"k1gtotl1es00","6","FAAt701","BEA_API"
1969,1,"Government fixed assets",780845,"k1gtotl1es00","6","FAAt701","BEA_API"
1970,1,"Government fixed assets",869502,"k1gtotl1es00","6","FAAt701","BEA_API"
1971,1,"Government fixed assets",941602,"k1gtotl1es00","6","FAAt701","BEA_API"
1972,1,"Government fixed assets",1027577,"k1gtotl1es00","6","FAAt701","BEA_API"
1973,1,"Government fixed assets",1163366,"k1gtotl1es00","6","FAAt701","BEA_API"
1974,1,"Government fixed assets",1419023,"k1gtotl1es00","6","FAAt701","BEA_API"
1975,1,"Government fixed assets",1490455,"k1gtotl1es00","6","FAAt701","BEA_API"
1976,1,"Government fixed assets",1578046,"k1gtotl1es00","6","FAAt701","BEA_API"
1977,1,"Government fixed assets",1679286,"k1gtotl1es00","6","FAAt701","BEA_API"
1978,1,"Government fixed assets",1847126,"k1gtotl1es00","6","FAAt701","BEA_API"
1979,1,"Government fixed assets",2095088,"k1gtotl1es00","6","FAAt701","BEA_API"
1980,1,"Government fixed assets",2393614,"k1gtotl1es00","6","FAAt701","BEA_API"
1981,1,"Government fixed assets",2629317,"k1gtotl1es00","6","FAAt701","BEA_API"
1982,1,"Government fixed assets",2786054,"k1gtotl1es00","6","FAAt701","BEA_API"
1983,1,"Government fixed assets",2868288,"k1gtotl1es00","6","FAAt701","BEA_API"
1984,1,"Government fixed assets",3026455,"k1gtotl1es00","6","FAAt701","BEA_API"
1985,1,"Government fixed assets",3138872,"k1gtotl1es00","6","FAAt701","BEA_API"
1986,1,"Government fixed assets",3316351,"k1gtotl1es00","6","FAAt701","BEA_API"
1987,1,"Government fixed assets",3497604,"k1gtotl1es00","6","FAAt701","BEA_API"
1988,1,"Government fixed assets",3690604,"k1gtotl1es00","6","FAAt701","BEA_API"
1989,1,"Government fixed assets",3889312,"k1gtotl1es00","6","FAAt701","BEA_API"
1990,1,"Government fixed assets",4080975,"k1gtotl1es00","6","FAAt701","BEA_API"
1991,1,"Government fixed assets",4212523,"k1gtotl1es00","6","FAAt701","BEA_API"
1992,1,"Government fixed assets",4388836,"k1gtotl1es00","6","FAAt701","BEA_API"
1993,1,"Government fixed assets",4577775,"k1gtotl1es00","6","FAAt701","BEA_API"
1994,1,"Government fixed assets",4822715,"k1gtotl1es00","6","FAAt701","BEA_API"
1995,1,"Government fixed assets",5046697,"k1gtotl1es00","6","FAAt701","BEA_API"
1996,1,"Government fixed assets",5231912,"k1gtotl1es00","6","FAAt701","BEA_API"
1997,1,"Government fixed assets",5464277,"k1gtotl1es00","6","FAAt701","BEA_API"
1998,1,"Government fixed assets",5695238,"k1gtotl1es00","6","FAAt701","BEA_API"
1999,1,"Government fixed assets",6013774,"k1gtotl1es00","6","FAAt701","BEA_API"
2000,1,"Government fixed assets",6338975,"k1gtotl1es00","6","FAAt701","BEA_API"
2001,1,"Government fixed assets",6602096,"k1gtotl1es00","6","FAAt701","BEA_API"
2002,1,"Government fixed assets",6896757,"k1gtotl1es00","6","FAAt701","BEA_API"
2003,1,"Government fixed assets",7195735,"k1gtotl1es00","6","FAAt701","BEA_API"
2004,1,"Government fixed assets",7974171,"k1gtotl1es00","6","FAAt701","BEA_API"
2005,1,"Government fixed assets",8710513,"k1gtotl1es00","6","FAAt701","BEA_API"
2006,1,"Government fixed assets",9606555,"k1gtotl1es00","6","FAAt701","BEA_API"
2007,1,"Government fixed assets",10352130,"k1gtotl1es00","6","FAAt701","BEA_API"
2008,1,"Government fixed assets",11035226,"k1gtotl1es00","6","FAAt701","BEA_API"
2009,1,"Government fixed assets",11087181,"k1gtotl1es00","6","FAAt701","BEA_API"
2010,1,"Government fixed assets",11514230,"k1gtotl1es00","6","FAAt701","BEA_API"
2011,1,"Government fixed assets",12129534,"k1gtotl1es00","6","FAAt701","BEA_API"
2012,1,"Government fixed assets",12516317,"k1gtotl1es00","6","FAAt701","BEA_API"
2013,1,"Government fixed assets",12946162,"k1gtotl1es00","6","FAAt701","BEA_API"
2014,1,"Government fixed assets",13247315,"k1gtotl1es00","6","FAAt701","BEA_API"
2015,1,"Government fixed assets",13442449,"k1gtotl1es00","6","FAAt701","BEA_API"
2016,1,"Government fixed assets",13837294,"k1gtotl1es00","6","FAAt701","BEA_API"
2017,1,"Government fixed assets",14407260,"k1gtotl1es00","6","FAAt701","BEA_API"
2018,1,"Government fixed assets",15158515,"k1gtotl1es00","6","FAAt701","BEA_API"
2019,1,"Government fixed assets",15690975,"k1gtotl1es00","6","FAAt701","BEA_API"
2020,1,"Government fixed assets",16255179,"k1gtotl1es00","6","FAAt701","BEA_API"
2021,1,"Government fixed assets",18144872,"k1gtotl1es00","6","FAAt701","BEA_API"
2022,1,"Government fixed assets",20047331,"k1gtotl1es00","6","FAAt701","BEA_API"
2023,1,"Government fixed assets",20591542,"k1gtotl1es00","6","FAAt701","BEA_API"
2024,1,"Government fixed assets",21272014,"k1gtotl1es00","6","FAAt701","BEA_API"
1925,2,"Equipment",2745,"k1gtotl1eq00","6","FAAt701","BEA_API"
1926,2,"Equipment",2720,"k1gtotl1eq00","6","FAAt701","BEA_API"
1927,2,"Equipment",2711,"k1gtotl1eq00","6","FAAt701","BEA_API"
1928,2,"Equipment",2694,"k1gtotl1eq00","6","FAAt701","BEA_API"
1929,2,"Equipment",2495,"k1gtotl1eq00","6","FAAt701","BEA_API"
1930,2,"Equipment",2421,"k1gtotl1eq00","6","FAAt701","BEA_API"
1931,2,"Equipment",2387,"k1gtotl1eq00","6","FAAt701","BEA_API"
1932,2,"Equipment",2337,"k1gtotl1eq00","6","FAAt701","BEA_API"
1933,2,"Equipment",2344,"k1gtotl1eq00","6","FAAt701","BEA_API"
1934,2,"Equipment",2497,"k1gtotl1eq00","6","FAAt701","BEA_API"
1935,2,"Equipment",2636,"k1gtotl1eq00","6","FAAt701","BEA_API"
1936,2,"Equipment",2749,"k1gtotl1eq00","6","FAAt701","BEA_API"
1937,2,"Equipment",2979,"k1gtotl1eq00","6","FAAt701","BEA_API"
1938,2,"Equipment",3113,"k1gtotl1eq00","6","FAAt701","BEA_API"
1939,2,"Equipment",3303,"k1gtotl1eq00","6","FAAt701","BEA_API"
1940,2,"Equipment",3652,"k1gtotl1eq00","6","FAAt701","BEA_API"
1941,2,"Equipment",7104,"k1gtotl1eq00","6","FAAt701","BEA_API"
1942,2,"Equipment",20985,"k1gtotl1eq00","6","FAAt701","BEA_API"
1943,2,"Equipment",46538,"k1gtotl1eq00","6","FAAt701","BEA_API"
1944,2,"Equipment",67446,"k1gtotl1eq00","6","FAAt701","BEA_API"
1945,2,"Equipment",78503,"k1gtotl1eq00","6","FAAt701","BEA_API"
1946,2,"Equipment",70723,"k1gtotl1eq00","6","FAAt701","BEA_API"
1947,2,"Equipment",60020,"k1gtotl1eq00","6","FAAt701","BEA_API"
1948,2,"Equipment",50173,"k1gtotl1eq00","6","FAAt701","BEA_API"
1949,2,"Equipment",42394,"k1gtotl1eq00","6","FAAt701","BEA_API"
1950,2,"Equipment",38421,"k1gtotl1eq00","6","FAAt701","BEA_API"
1951,2,"Equipment",42364,"k1gtotl1eq00","6","FAAt701","BEA_API"
1952,2,"Equipment",48980,"k1gtotl1eq00","6","FAAt701","BEA_API"
1953,2,"Equipment",56126,"k1gtotl1eq00","6","FAAt701","BEA_API"
1954,2,"Equipment",62793,"k1gtotl1eq00","6","FAAt701","BEA_API"
1955,2,"Equipment",68258,"k1gtotl1eq00","6","FAAt701","BEA_API"
1956,2,"Equipment",72389,"k1gtotl1eq00","6","FAAt701","BEA_API"
1957,2,"Equipment",74673,"k1gtotl1eq00","6","FAAt701","BEA_API"
1958,2,"Equipment",76201,"k1gtotl1eq00","6","FAAt701","BEA_API"
1959,2,"Equipment",80516,"k1gtotl1eq00","6","FAAt701","BEA_API"
1960,2,"Equipment",83508,"k1gtotl1eq00","6","FAAt701","BEA_API"
1961,2,"Equipment",87508,"k1gtotl1eq00","6","FAAt701","BEA_API"
1962,2,"Equipment",94576,"k1gtotl1eq00","6","FAAt701","BEA_API"
1963,2,"Equipment",96712,"k1gtotl1eq00","6","FAAt701","BEA_API"
1964,2,"Equipment",98851,"k1gtotl1eq00","6","FAAt701","BEA_API"
1965,2,"Equipment",100567,"k1gtotl1eq00","6","FAAt701","BEA_API"
1966,2,"Equipment",104330,"k1gtotl1eq00","6","FAAt701","BEA_API"
1967,2,"Equipment",110174,"k1gtotl1eq00","6","FAAt701","BEA_API"
1968,2,"Equipment",114054,"k1gtotl1eq00","6","FAAt701","BEA_API"
1969,2,"Equipment",117700,"k1gtotl1eq00","6","FAAt701","BEA_API"
1970,2,"Equipment",123242,"k1gtotl1eq00","6","FAAt701","BEA_API"
1971,2,"Equipment",123341,"k1gtotl1eq00","6","FAAt701","BEA_API"
1972,2,"Equipment",127715,"k1gtotl1eq00","6","FAAt701","BEA_API"
1973,2,"Equipment",135902,"k1gtotl1eq00","6","FAAt701","BEA_API"
1974,2,"Equipment",149088,"k1gtotl1eq00","6","FAAt701","BEA_API"
1975,2,"Equipment",165004,"k1gtotl1eq00","6","FAAt701","BEA_API"
1976,2,"Equipment",180660,"k1gtotl1eq00","6","FAAt701","BEA_API"
1977,2,"Equipment",198241,"k1gtotl1eq00","6","FAAt701","BEA_API"
1978,2,"Equipment",221834,"k1gtotl1eq00","6","FAAt701","BEA_API"
1979,2,"Equipment",236059,"k1gtotl1eq00","6","FAAt701","BEA_API"
1980,2,"Equipment",259912,"k1gtotl1eq00","6","FAAt701","BEA_API"
1981,2,"Equipment",286489,"k1gtotl1eq00","6","FAAt701","BEA_API"
1982,2,"Equipment",314838,"k1gtotl1eq00","6","FAAt701","BEA_API"
1983,2,"Equipment",344790,"k1gtotl1eq00","6","FAAt701","BEA_API"
1984,2,"Equipment",403864,"k1gtotl1eq00","6","FAAt701","BEA_API"
1985,2,"Equipment",399795,"k1gtotl1eq00","6","FAAt701","BEA_API"
1986,2,"Equipment",412626,"k1gtotl1eq00","6","FAAt701","BEA_API"
1987,2,"Equipment",430499,"k1gtotl1eq00","6","FAAt701","BEA_API"
1988,2,"Equipment",465756,"k1gtotl1eq00","6","FAAt701","BEA_API"
1989,2,"Equipment",498055,"k1gtotl1eq00","6","FAAt701","BEA_API"
1990,2,"Equipment",534014,"k1gtotl1eq00","6","FAAt701","BEA_API"
1991,2,"Equipment",558687,"k1gtotl1eq00","6","FAAt701","BEA_API"
1992,2,"Equipment",584935,"k1gtotl1eq00","6","FAAt701","BEA_API"
1993,2,"Equipment",608257,"k1gtotl1eq00","6","FAAt701","BEA_API"
1994,2,"Equipment",633861,"k1gtotl1eq00","6","FAAt701","BEA_API"
1995,2,"Equipment",641235,"k1gtotl1eq00","6","FAAt701","BEA_API"
1996,2,"Equipment",633541,"k1gtotl1eq00","6","FAAt701","BEA_API"
1997,2,"Equipment",628904,"k1gtotl1eq00","6","FAAt701","BEA_API"
1998,2,"Equipment",638979,"k1gtotl1eq00","6","FAAt701","BEA_API"
1999,2,"Equipment",660451,"k1gtotl1eq00","6","FAAt701","BEA_API"
2000,2,"Equipment",654941,"k1gtotl1eq00","6","FAAt701","BEA_API"
2001,2,"Equipment",650599,"k1gtotl1eq00","6","FAAt701","BEA_API"
2002,2,"Equipment",666566,"k1gtotl1eq00","6","FAAt701","BEA_API"
2003,2,"Equipment",685517,"k1gtotl1eq00","6","FAAt701","BEA_API"
2004,2,"Equipment",711094,"k1gtotl1eq00","6","FAAt701","BEA_API"
2005,2,"Equipment",735274,"k1gtotl1eq00","6","FAAt701","BEA_API"
2006,2,"Equipment",767890,"k1gtotl1eq00","6","FAAt701","BEA_API"
2007,2,"Equipment",803489,"k1gtotl1eq00","6","FAAt701","BEA_API"
2008,2,"Equipment",855124,"k1gtotl1eq00","6","FAAt701","BEA_API"
2009,2,"Equipment",885683,"k1gtotl1eq00","6","FAAt701","BEA_API"
2010,2,"Equipment",923473,"k1gtotl1eq00","6","FAAt701","BEA_API"
2011,2,"Equipment",954867,"k1gtotl1eq00","6","FAAt701","BEA_API"
2012,2,"Equipment",968931,"k1gtotl1eq00","6","FAAt701","BEA_API"
2013,2,"Equipment",981145,"k1gtotl1eq00","6","FAAt701","BEA_API"
2014,2,"Equipment",990179,"k1gtotl1eq00","6","FAAt701","BEA_API"
2015,2,"Equipment",987932,"k1gtotl1eq00","6","FAAt701","BEA_API"
2016,2,"Equipment",996434,"k1gtotl1eq00","6","FAAt701","BEA_API"
2017,2,"Equipment",1014162,"k1gtotl1eq00","6","FAAt701","BEA_API"
2018,2,"Equipment",1045320,"k1gtotl1eq00","6","FAAt701","BEA_API"
2019,2,"Equipment",1075597,"k1gtotl1eq00","6","FAAt701","BEA_API"
2020,2,"Equipment",1111294,"k1gtotl1eq00","6","FAAt701","BEA_API"
2021,2,"Equipment",1190815,"k1gtotl1eq00","6","FAAt701","BEA_API"
2022,2,"Equipment",1263533,"k1gtotl1eq00","6","FAAt701","BEA_API"
2023,2,"Equipment",1314629,"k1gtotl1eq00","6","FAAt701","BEA_API"
2024,2,"Equipment",1347534,"k1gtotl1eq00","6","FAAt701","BEA_API"
1925,3,"Structures",35580,"k1gtotl1st00","6","FAAt701","BEA_API"
1926,3,"Structures",36177,"k1gtotl1st00","6","FAAt701","BEA_API"
1927,3,"Structures",37661,"k1gtotl1st00","6","FAAt701","BEA_API"
1928,3,"Structures",38008,"k1gtotl1st00","6","FAAt701","BEA_API"
1929,3,"Structures",40049,"k1gtotl1st00","6","FAAt701","BEA_API"
1930,3,"Structures",39708,"k1gtotl1st00","6","FAAt701","BEA_API"
1931,3,"Structures",37390,"k1gtotl1st00","6","FAAt701","BEA_API"
1932,3,"Structures",32088,"k1gtotl1st00","6","FAAt701","BEA_API"
1933,3,"Structures",37068,"k1gtotl1st00","6","FAAt701","BEA_API"
1934,3,"Structures",44531,"k1gtotl1st00","6","FAAt701","BEA_API"
1935,3,"Structures",44647,"k1gtotl1st00","6","FAAt701","BEA_API"
1936,3,"Structures",51390,"k1gtotl1st00","6","FAAt701","BEA_API"
1937,3,"Structures",54613,"k1gtotl1st00","6","FAAt701","BEA_API"
1938,3,"Structures",57027,"k1gtotl1st00","6","FAAt701","BEA_API"
1939,3,"Structures",58643,"k1gtotl1st00","6","FAAt701","BEA_API"
1940,3,"Structures",61796,"k1gtotl1st00","6","FAAt701","BEA_API"
1941,3,"Structures",74672,"k1gtotl1st00","6","FAAt701","BEA_API"
1942,3,"Structures",100146,"k1gtotl1st00","6","FAAt701","BEA_API"
1943,3,"Structures",112800,"k1gtotl1st00","6","FAAt701","BEA_API"
1944,3,"Structures",113074,"k1gtotl1st00","6","FAAt701","BEA_API"
1945,3,"Structures",119019,"k1gtotl1st00","6","FAAt701","BEA_API"
1946,3,"Structures",129798,"k1gtotl1st00","6","FAAt701","BEA_API"
1947,3,"Structures",151959,"k1gtotl1st00","6","FAAt701","BEA_API"
1948,3,"Structures",161517,"k1gtotl1st00","6","FAAt701","BEA_API"
1949,3,"Structures",154772,"k1gtotl1st00","6","FAAt701","BEA_API"
1950,3,"Structures",170048,"k1gtotl1st00","6","FAAt701","BEA_API"
1951,3,"Structures",192246,"k1gtotl1st00","6","FAAt701","BEA_API"
1952,3,"Structures",202418,"k1gtotl1st00","6","FAAt701","BEA_API"
1953,3,"Structures",201334,"k1gtotl1st00","6","FAAt701","BEA_API"
1954,3,"Structures",210303,"k1gtotl1st00","6","FAAt701","BEA_API"
1955,3,"Structures",226696,"k1gtotl1st00","6","FAAt701","BEA_API"
1956,3,"Structures",254760,"k1gtotl1st00","6","FAAt701","BEA_API"
1957,3,"Structures",266891,"k1gtotl1st00","6","FAAt701","BEA_API"
1958,3,"Structures",282767,"k1gtotl1st00","6","FAAt701","BEA_API"
1959,3,"Structures",287588,"k1gtotl1st00","6","FAAt701","BEA_API"
1960,3,"Structures",297887,"k1gtotl1st00","6","FAAt701","BEA_API"
1961,3,"Structures",313383,"k1gtotl1st00","6","FAAt701","BEA_API"
1962,3,"Structures",332400,"k1gtotl1st00","6","FAAt701","BEA_API"
1963,3,"Structures",351295,"k1gtotl1st00","6","FAAt701","BEA_API"
1964,3,"Structures",370371,"k1gtotl1st00","6","FAAt701","BEA_API"
1965,3,"Structures",398450,"k1gtotl1st00","6","FAAt701","BEA_API"
1966,3,"Structures",434119,"k1gtotl1st00","6","FAAt701","BEA_API"
1967,3,"Structures",471853,"k1gtotl1st00","6","FAAt701","BEA_API"
1968,3,"Structures",517283,"k1gtotl1st00","6","FAAt701","BEA_API"
1969,3,"Structures",578301,"k1gtotl1st00","6","FAAt701","BEA_API"
1970,3,"Structures",651591,"k1gtotl1st00","6","FAAt701","BEA_API"
1971,3,"Structures",715605,"k1gtotl1st00","6","FAAt701","BEA_API"
1972,3,"Structures",789015,"k1gtotl1st00","6","FAAt701","BEA_API"
1973,3,"Structures",903699,"k1gtotl1st00","6","FAAt701","BEA_API"
1974,3,"Structures",1131049,"k1gtotl1st00","6","FAAt701","BEA_API"
1975,3,"Structures",1175812,"k1gtotl1st00","6","FAAt701","BEA_API"
1976,3,"Structures",1236554,"k1gtotl1st00","6","FAAt701","BEA_API"
1977,3,"Structures",1306972,"k1gtotl1st00","6","FAAt701","BEA_API"
1978,3,"Structures",1434708,"k1gtotl1st00","6","FAAt701","BEA_API"
1979,3,"Structures",1645682,"k1gtotl1st00","6","FAAt701","BEA_API"
1980,3,"Structures",1892751,"k1gtotl1st00","6","FAAt701","BEA_API"
1981,3,"Structures",2072647,"k1gtotl1st00","6","FAAt701","BEA_API"
1982,3,"Structures",2177401,"k1gtotl1st00","6","FAAt701","BEA_API"
1983,3,"Structures",2206162,"k1gtotl1st00","6","FAAt701","BEA_API"
1984,3,"Structures",2281472,"k1gtotl1st00","6","FAAt701","BEA_API"
1985,3,"Structures",2374246,"k1gtotl1st00","6","FAAt701","BEA_API"
1986,3,"Structures",2518081,"k1gtotl1st00","6","FAAt701","BEA_API"
1987,3,"Structures",2650794,"k1gtotl1st00","6","FAAt701","BEA_API"
1988,3,"Structures",2776430,"k1gtotl1st00","6","FAAt701","BEA_API"
1989,3,"Structures",2917308,"k1gtotl1st00","6","FAAt701","BEA_API"
1990,3,"Structures",3048746,"k1gtotl1st00","6","FAAt701","BEA_API"
1991,3,"Structures",3136242,"k1gtotl1st00","6","FAAt701","BEA_API"
1992,3,"Structures",3269948,"k1gtotl1st00","6","FAAt701","BEA_API"
1993,3,"Structures",3423084,"k1gtotl1st00","6","FAAt701","BEA_API"
1994,3,"Structures",3624048,"k1gtotl1st00","6","FAAt701","BEA_API"
1995,3,"Structures",3826226,"k1gtotl1st00","6","FAAt701","BEA_API"
1996,3,"Structures",4011947,"k1gtotl1st00","6","FAAt701","BEA_API"
1997,3,"Structures",4236913,"k1gtotl1st00","6","FAAt701","BEA_API"
1998,3,"Structures",4443661,"k1gtotl1st00","6","FAAt701","BEA_API"
1999,3,"Structures",4719141,"k1gtotl1st00","6","FAAt701","BEA_API"
2000,3,"Structures",5027756,"k1gtotl1st00","6","FAAt701","BEA_API"
2001,3,"Structures",5282993,"k1gtotl1st00","6","FAAt701","BEA_API"
2002,3,"Structures",5541067,"k1gtotl1st00","6","FAAt701","BEA_API"
2003,3,"Structures",5784004,"k1gtotl1st00","6","FAAt701","BEA_API"
2004,3,"Structures",6500520,"k1gtotl1st00","6","FAAt701","BEA_API"
2005,3,"Structures",7171867,"k1gtotl1st00","6","FAAt701","BEA_API"
2006,3,"Structures",7999332,"k1gtotl1st00","6","FAAt701","BEA_API"
2007,3,"Structures",8658500,"k1gtotl1st00","6","FAAt701","BEA_API"
2008,3,"Structures",9252263,"k1gtotl1st00","6","FAAt701","BEA_API"
2009,3,"Structures",9245147,"k1gtotl1st00","6","FAAt701","BEA_API"
2010,3,"Structures",9578603,"k1gtotl1st00","6","FAAt701","BEA_API"
2011,3,"Structures",10134420,"k1gtotl1st00","6","FAAt701","BEA_API"
2012,3,"Structures",10483436,"k1gtotl1st00","6","FAAt701","BEA_API"
2013,3,"Structures",10863592,"k1gtotl1st00","6","FAAt701","BEA_API"
2014,3,"Structures",11141087,"k1gtotl1st00","6","FAAt701","BEA_API"
2015,3,"Structures",11338057,"k1gtotl1st00","6","FAAt701","BEA_API"
2016,3,"Structures",11693473,"k1gtotl1st00","6","FAAt701","BEA_API"
2017,3,"Structures",12198734,"k1gtotl1st00","6","FAAt701","BEA_API"
2018,3,"Structures",12868264,"k1gtotl1st00","6","FAAt701","BEA_API"
2019,3,"Structures",13345351,"k1gtotl1st00","6","FAAt701","BEA_API"
2020,3,"Structures",13804846,"k1gtotl1st00","6","FAAt701","BEA_API"
2021,3,"Structures",15517633,"k1gtotl1st00","6","FAAt701","BEA_API"
2022,3,"Structures",17235233,"k1gtotl1st00","6","FAAt701","BEA_API"
2023,3,"Structures",17663871,"k1gtotl1st00","6","FAAt701","BEA_API"
2024,3,"Structures",18216189,"k1gtotl1st00","6","FAAt701","BEA_API"
1925,4,"Residential",0,"k1gtotl1sa00","6","FAAt701","BEA_API"
1926,4,"Residential",0,"k1gtotl1sa00","6","FAAt701","BEA_API"
1927,4,"Residential",0,"k1gtotl1sa00","6","FAAt701","BEA_API"
1928,4,"Residential",0,"k1gtotl1sa00","6","FAAt701","BEA_API"
1929,4,"Residential",6,"k1gtotl1sa00","6","FAAt701","BEA_API"
1930,4,"Residential",10,"k1gtotl1sa00","6","FAAt701","BEA_API"
1931,4,"Residential",12,"k1gtotl1sa00","6","FAAt701","BEA_API"
1932,4,"Residential",14,"k1gtotl1sa00","6","FAAt701","BEA_API"
1933,4,"Residential",16,"k1gtotl1sa00","6","FAAt701","BEA_API"
1934,4,"Residential",22,"k1gtotl1sa00","6","FAAt701","BEA_API"
1935,4,"Residential",36,"k1gtotl1sa00","6","FAAt701","BEA_API"
1936,4,"Residential",127,"k1gtotl1sa00","6","FAAt701","BEA_API"
1937,4,"Residential",256,"k1gtotl1sa00","6","FAAt701","BEA_API"
1938,4,"Residential",294,"k1gtotl1sa00","6","FAAt701","BEA_API"
1939,4,"Residential",357,"k1gtotl1sa00","6","FAAt701","BEA_API"
1940,4,"Residential",552,"k1gtotl1sa00","6","FAAt701","BEA_API"
1941,4,"Residential",1123,"k1gtotl1sa00","6","FAAt701","BEA_API"
1942,4,"Residential",1907,"k1gtotl1sa00","6","FAAt701","BEA_API"
1943,4,"Residential",2978,"k1gtotl1sa00","6","FAAt701","BEA_API"
1944,4,"Residential",3337,"k1gtotl1sa00","6","FAAt701","BEA_API"
1945,4,"Residential",3585,"k1gtotl1sa00","6","FAAt701","BEA_API"
1946,4,"Residential",4266,"k1gtotl1sa00","6","FAAt701","BEA_API"
1947,4,"Residential",5571,"k1gtotl1sa00","6","FAAt701","BEA_API"
1948,4,"Residential",4947,"k1gtotl1sa00","6","FAAt701","BEA_API"
1949,4,"Residential",5102,"k1gtotl1sa00","6","FAAt701","BEA_API"
1950,4,"Residential",6260,"k1gtotl1sa00","6","FAAt701","BEA_API"
1951,4,"Residential",7745,"k1gtotl1sa00","6","FAAt701","BEA_API"
1952,4,"Residential",7192,"k1gtotl1sa00","6","FAAt701","BEA_API"
1953,4,"Residential",7608,"k1gtotl1sa00","6","FAAt701","BEA_API"
1954,4,"Residential",10256,"k1gtotl1sa00","6","FAAt701","BEA_API"
1955,4,"Residential",7274,"k1gtotl1sa00","6","FAAt701","BEA_API"
1956,4,"Residential",8612,"k1gtotl1sa00","6","FAAt701","BEA_API"
1957,4,"Residential",9039,"k1gtotl1sa00","6","FAAt701","BEA_API"
1958,4,"Residential",9830,"k1gtotl1sa00","6","FAAt701","BEA_API"
1959,4,"Residential",10697,"k1gtotl1sa00","6","FAAt701","BEA_API"
1960,4,"Residential",11317,"k1gtotl1sa00","6","FAAt701","BEA_API"
1961,4,"Residential",12069,"k1gtotl1sa00","6","FAAt701","BEA_API"
1962,4,"Residential",12896,"k1gtotl1sa00","6","FAAt701","BEA_API"
