"year","line_number","line_desc","value","series_code","unit","table_name","source"
1978,2,"Equipment",23053,"i3gtotl1eq00","6","FAAt705","BEA_API"
1979,2,"Equipment",27272,"i3gtotl1eq00","6","FAAt705","BEA_API"
1980,2,"Equipment",31078,"i3gtotl1eq00","6","FAAt705","BEA_API"
1981,2,"Equipment",35962,"i3gtotl1eq00","6","FAAt705","BEA_API"
1982,2,"Equipment",42308,"i3gtotl1eq00","6","FAAt705","BEA_API"
1983,2,"Equipment",50228,"i3gtotl1eq00","6","FAAt705","BEA_API"
1984,2,"Equipment",58450,"i3gtotl1eq00","6","FAAt705","BEA_API"
1985,2,"Equipment",67766,"i3gtotl1eq00","6","FAAt705","BEA_API"
1986,2,"Equipment",73893,"i3gtotl1eq00","6","FAAt705","BEA_API"
1987,2,"Equipment",77411,"i3gtotl1eq00","6","FAAt705","BEA_API"
1988,2,"Equipment",74279,"i3gtotl1eq00","6","FAAt705","BEA_API"
1989,2,"Equipment",80679,"i3gtotl1eq00","6","FAAt705","BEA_API"
1990,2,"Equipment",86624,"i3gtotl1eq00","6","FAAt705","BEA_API"
1991,2,"Equipment",85694,"i3gtotl1eq00","6","FAAt705","BEA_API"
1992,2,"Equipment",84767,"i3gtotl1eq00","6","FAAt705","BEA_API"
1993,2,"Equipment",79410,"i3gtotl1eq00","6","FAAt705","BEA_API"
1994,2,"Equipment",77455,"i3gtotl1eq00","6","FAAt705","BEA_API"
1995,2,"Equipment",78896,"i3gtotl1eq00","6","FAAt705","BEA_API"
1996,2,"Equipment",80086,"i3gtotl1eq00","6","FAAt705","BEA_API"
1997,2,"Equipment",75654,"i3gtotl1eq00","6","FAAt705","BEA_API"
1998,2,"Equipment",78961,"i3gtotl1eq00","6","FAAt705","BEA_API"
1999,2,"Equipment",86140,"i3gtotl1eq00","6","FAAt705","BEA_API"
2000,2,"Equipment",87381,"i3gtotl1eq00","6","FAAt705","BEA_API"
2001,2,"Equipment",88168,"i3gtotl1eq00","6","FAAt705","BEA_API"
2002,2,"Equipment",96371,"i3gtotl1eq00","6","FAAt705","BEA_API"
2003,2,"Equipment",99793,"i3gtotl1eq00","6","FAAt705","BEA_API"
2004,2,"Equipment",106166,"i3gtotl1eq00","6","FAAt705","BEA_API"
2005,2,"Equipment",113643,"i3gtotl1eq00","6","FAAt705","BEA_API"
2006,2,"Equipment",122504,"i3gtotl1eq00","6","FAAt705","BEA_API"
2007,2,"Equipment",131808,"i3gtotl1eq00","6","FAAt705","BEA_API"
2008,2,"Equipment",145044,"i3gtotl1eq00","6","FAAt705","BEA_API"
2009,2,"Equipment",147265,"i3gtotl1eq00","6","FAAt705","BEA_API"
2010,2,"Equipment",147876,"i3gtotl1eq00","6","FAAt705","BEA_API"
2011,2,"Equipment",144159,"i3gtotl1eq00","6","FAAt705","BEA_API"
2012,2,"Equipment",142919,"i3gtotl1eq00","6","FAAt705","BEA_API"
2013,2,"Equipment",134322,"i3gtotl1eq00","6","FAAt705","BEA_API"
2014,2,"Equipment",130976,"i3gtotl1eq00","6","FAAt705","BEA_API"
2015,2,"Equipment",131128,"i3gtotl1eq00","6","FAAt705","BEA_API"
2016,2,"Equipment",133059,"i3gtotl1eq00","6","FAAt705","BEA_API"
2017,2,"Equipment",140655,"i3gtotl1eq00","6","FAAt705","BEA_API"
2018,2,"Equipment",149610,"i3gtotl1eq00","6","FAAt705","BEA_API"
2019,2,"Equipment",161428,"i3gtotl1eq00","6","FAAt705","BEA_API"
2020,2,"Equipment",169521,"i3gtotl1eq00","6","FAAt705","BEA_API"
2021,2,"Equipment",169846,"i3gtotl1eq00","6","FAAt705","BEA_API"
2022,2,"Equipment",174769,"i3gtotl1eq00","6","FAAt705","BEA_API"
2023,2,"Equipment",188005,"i3gtotl1eq00","6","FAAt705","BEA_API"
2024,2,"Equipment",198358,"i3gtotl1eq00","6","FAAt705","BEA_API"
1901,3,"Structures",220,"i3gtotl1st00","6","FAAt705","BEA_API"
1902,3,"Structures",221,"i3gtotl1st00","6","FAAt705","BEA_API"
1903,3,"Structures",287,"i3gtotl1st00","6","FAAt705","BEA_API"
1904,3,"Structures",313,"i3gtotl1st00","6","FAAt705","BEA_API"
1905,3,"Structures",321,"i3gtotl1st00","6","FAAt705","BEA_API"
1906,3,"Structures",331,"i3gtotl1st00","6","FAAt705","BEA_API"
1907,3,"Structures",395,"i3gtotl1st00","6","FAAt705","BEA_API"
1908,3,"Structures",448,"i3gtotl1st00","6","FAAt705","BEA_API"
1909,3,"Structures",437,"i3gtotl1st00","6","FAAt705","BEA_API"
1910,3,"Structures",477,"i3gtotl1st00","6","FAAt705","BEA_API"
1911,3,"Structures",523,"i3gtotl1st00","6","FAAt705","BEA_API"
1912,3,"Structures",511,"i3gtotl1st00","6","FAAt705","BEA_API"
1913,3,"Structures",534,"i3gtotl1st00","6","FAAt705","BEA_API"
1914,3,"Structures",579,"i3gtotl1st00","6","FAAt705","BEA_API"
1915,3,"Structures",721,"i3gtotl1st00","6","FAAt705","BEA_API"
1916,3,"Structures",716,"i3gtotl1st00","6","FAAt705","BEA_API"
1917,3,"Structures",1269,"i3gtotl1st00","6","FAAt705","BEA_API"
1918,3,"Structures",2158,"i3gtotl1st00","6","FAAt705","BEA_API"
1919,3,"Structures",1920,"i3gtotl1st00","6","FAAt705","BEA_API"
1920,3,"Structures",1354,"i3gtotl1st00","6","FAAt705","BEA_API"
1921,3,"Structures",1567,"i3gtotl1st00","6","FAAt705","BEA_API"
1922,3,"Structures",1686,"i3gtotl1st00","6","FAAt705","BEA_API"
1923,3,"Structures",1658,"i3gtotl1st00","6","FAAt705","BEA_API"
1924,3,"Structures",1898,"i3gtotl1st00","6","FAAt705","BEA_API"
1925,3,"Structures",2138,"i3gtotl1st00","6","FAAt705","BEA_API"
1926,3,"Structures",2159,"i3gtotl1st00","6","FAAt705","BEA_API"
1927,3,"Structures",2424,"i3gtotl1st00","6","FAAt705","BEA_API"
1928,3,"Structures",2497,"i3gtotl1st00","6","FAAt705","BEA_API"
1929,3,"Structures",2575,"i3gtotl1st00","6","FAAt705","BEA_API"
1930,3,"Structures",2933,"i3gtotl1st00","6","FAAt705","BEA_API"
1931,3,"Structures",2730,"i3gtotl1st00","6","FAAt705","BEA_API"
1932,3,"Structures",1923,"i3gtotl1st00","6","FAAt705","BEA_API"
1933,3,"Structures",1700,"i3gtotl1st00","6","FAAt705","BEA_API"
1934,3,"Structures",2246,"i3gtotl1st00","6","FAAt705","BEA_API"
1935,3,"Structures",2273,"i3gtotl1st00","6","FAAt705","BEA_API"
1936,3,"Structures",3702,"i3gtotl1st00","6","FAAt705","BEA_API"
1937,3,"Structures",3313,"i3gtotl1st00","6","FAAt705","BEA_API"
1938,3,"Structures",3639,"i3gtotl1st00","6","FAAt705","BEA_API"
1939,3,"Structures",3925,"i3gtotl1st00","6","FAAt705","BEA_API"
1940,3,"Structures",3723,"i3gtotl1st00","6","FAAt705","BEA_API"
1941,3,"Structures",6200,"i3gtotl1st00","6","FAAt705","BEA_API"
1942,3,"Structures",12068,"i3gtotl1st00","6","FAAt705","BEA_API"
1943,3,"Structures",6971,"i3gtotl1st00","6","FAAt705","BEA_API"
1944,3,"Structures",3359,"i3gtotl1st00","6","FAAt705","BEA_API"
1945,3,"Structures",2625,"i3gtotl1st00","6","FAAt705","BEA_API"
1946,3,"Structures",1684,"i3gtotl1st00","6","FAAt705","BEA_API"
1947,3,"Structures",3003,"i3gtotl1st00","6","FAAt705","BEA_API"
1948,3,"Structures",4618,"i3gtotl1st00","6","FAAt705","BEA_API"
1949,3,"Structures",6344,"i3gtotl1st00","6","FAAt705","BEA_API"
1950,3,"Structures",6929,"i3gtotl1st00","6","FAAt705","BEA_API"
1951,3,"Structures",9440,"i3gtotl1st00","6","FAAt705","BEA_API"
1952,3,"Structures",11062,"i3gtotl1st00","6","FAAt705","BEA_API"
1953,3,"Structures",11467,"i3gtotl1st00","6","FAAt705","BEA_API"
1954,3,"Structures",12086,"i3gtotl1st00","6","FAAt705","BEA_API"
1955,3,"Structures",12263,"i3gtotl1st00","6","FAAt705","BEA_API"
1956,3,"Structures",13490,"i3gtotl1st00","6","FAAt705","BEA_API"
1957,3,"Structures",14857,"i3gtotl1st00","6","FAAt705","BEA_API"
1958,3,"Structures",16473,"i3gtotl1st00","6","FAAt705","BEA_API"
1959,3,"Structures",16865,"i3gtotl1st00","6","FAAt705","BEA_API"
1960,3,"Structures",16575,"i3gtotl1st00","6","FAAt705","BEA_API"
1961,3,"Structures",17918,"i3gtotl1st00","6","FAAt705","BEA_API"
1962,3,"Structures",18582,"i3gtotl1st00","6","FAAt705","BEA_API"
1963,3,"Structures",19931,"i3gtotl1st00","6","FAAt705","BEA_API"
1964,3,"Structures",21062,"i3gtotl1st00","6","FAAt705","BEA_API"
1965,3,"Structures",22882,"i3gtotl1st00","6","FAAt705","BEA_API"
1966,3,"Structures",25112,"i3gtotl1st00","6","FAAt705","BEA_API"
1967,3,"Structures",26443,"i3gtotl1st00","6","FAAt705","BEA_API"
1968,3,"Structures",28432,"i3gtotl1st00","6","FAAt705","BEA_API"
1969,3,"Structures",28816,"i3gtotl1st00","6","FAAt705","BEA_API"
1970,3,"Structures",28933,"i3gtotl1st00","6","FAAt705","BEA_API"
1971,3,"Structures",30833,"i3gtotl1st00","6","FAAt705","BEA_API"
1972,3,"Structures",31366,"i3gtotl1st00","6","FAAt705","BEA_API"
1973,3,"Structures",34215,"i3gtotl1st00","6","FAAt705","BEA_API"
1974,3,"Structures",40089,"i3gtotl1st00","6","FAAt705","BEA_API"
1975,3,"Structures",44051,"i3gtotl1st00","6","FAAt705","BEA_API"
1976,3,"Structures",44155,"i3gtotl1st00","6","FAAt705","BEA_API"
1977,3,"Structures",43433,"i3gtotl1st00","6","FAAt705","BEA_API"
1978,3,"Structures",50163,"i3gtotl1st00","6","FAAt705","BEA_API"
1979,3,"Structures",56411,"i3gtotl1st00","6","FAAt705","BEA_API"
1980,3,"Structures",63798,"i3gtotl1st00","6","FAAt705","BEA_API"
1981,3,"Structures",65890,"i3gtotl1st00","6","FAAt705","BEA_API"
1982,3,"Structures",64717,"i3gtotl1st00","6","FAAt705","BEA_API"
1983,3,"Structures",64966,"i3gtotl1st00","6","FAAt705","BEA_API"
1984,3,"Structures",71778,"i3gtotl1st00","6","FAAt705","BEA_API"
1985,3,"Structures",80078,"i3gtotl1st00","6","FAAt705","BEA_API"
1986,3,"Structures",88084,"i3gtotl1st00","6","FAAt705","BEA_API"
1987,3,"Structures",94533,"i3gtotl1st00","6","FAAt705","BEA_API"
1988,3,"Structures",98100,"i3gtotl1st00","6","FAAt705","BEA_API"
1989,3,"Structures",101395,"i3gtotl1st00","6","FAAt705","BEA_API"
1990,3,"Structures",111987,"i3gtotl1st00","6","FAAt705","BEA_API"
1991,3,"Structures",116580,"i3gtotl1st00","6","FAAt705","BEA_API"
1992,3,"Structures",118417,"i3gtotl1st00","6","FAAt705","BEA_API"
1993,3,"Structures",119717,"i3gtotl1st00","6","FAAt705","BEA_API"
1994,3,"Structures",124065,"i3gtotl1st00","6","FAAt705","BEA_API"
1995,3,"Structures",136256,"i3gtotl1st00","6","FAAt705","BEA_API"
1996,3,"Structures",151609,"i3gtotl1st00","6","FAAt705","BEA_API"
1997,3,"Structures",152722,"i3gtotl1st00","6","FAAt705","BEA_API"
1998,3,"Structures",162732,"i3gtotl1st00","6","FAAt705","BEA_API"
1999,3,"Structures",175641,"i3gtotl1st00","6","FAAt705","BEA_API"
2000,3,"Structures",188233,"i3gtotl1st00","6","FAAt705","BEA_API"
2001,3,"Structures",203897,"i3gtotl1st00","6","FAAt705","BEA_API"
2002,3,"Structures",219865,"i3gtotl1st00","6","FAAt705","BEA_API"
2003,3,"Structures",227894,"i3gtotl1st00","6","FAAt705","BEA_API"
2004,3,"Structures",235438,"i3gtotl1st00","6","FAAt705","BEA_API"
2005,3,"Structures",246106,"i3gtotl1st00","6","FAAt705","BEA_API"
2006,3,"Structures",268173,"i3gtotl1st00","6","FAAt705","BEA_API"
2007,3,"Structures",294653,"i3gtotl1st00","6","FAAt705","BEA_API"
2008,3,"Structures",309329,"i3gtotl1st00","6","FAAt705","BEA_API"
2009,3,"Structures",317830,"i3gtotl1st00","6","FAAt705","BEA_API"
2010,3,"Structures",312222,"i3gtotl1st00","6","FAAt705","BEA_API"
2011,3,"Structures",303065,"i3gtotl1st00","6","FAAt705","BEA_API"
2012,3,"Structures",287404,"i3gtotl1st00","6","FAAt705","BEA_API"
2013,3,"Structures",277342,"i3gtotl1st00","6","FAAt705","BEA_API"
2014,3,"Structures",283961,"i3gtotl1st00","6","FAAt705","BEA_API"
2015,3,"Structures",300182,"i3gtotl1st00","6","FAAt705","BEA_API"
2016,3,"Structures",312738,"i3gtotl1st00","6","FAAt705","BEA_API"
2017,3,"Structures",327760,"i3gtotl1st00","6","FAAt705","BEA_API"
2018,3,"Structures",347105,"i3gtotl1st00","6","FAAt705","BEA_API"
2019,3,"Structures",369449,"i3gtotl1st00","6","FAAt705","BEA_API"
