"year","line_number","line_desc","value","series_code","unit","table_name","source"
1995,2,"Domestic business",1039644,"A2062C","6","T71100","BEA_API"
1996,2,"Domestic business",1081997,"A2062C","6","T71100","BEA_API"
1997,2,"Domestic business",1199406,"A2062C","6","T71100","BEA_API"
1998,2,"Domestic business",1340932,"A2062C","6","T71100","BEA_API"
1999,2,"Domestic business",1431866,"A2062C","6","T71100","BEA_API"
2000,2,"Domestic business",1763308,"A2062C","6","T71100","BEA_API"
2001,2,"Domestic business",1680304,"A2062C","6","T71100","BEA_API"
2002,2,"Domestic business",1304753,"A2062C","6","T71100","BEA_API"
2003,2,"Domestic business",1184369,"A2062C","6","T71100","BEA_API"
2004,2,"Domestic business",1324485,"A2062C","6","T71100","BEA_API"
2005,2,"Domestic business",1811079,"A2062C","6","T71100","BEA_API"
2006,2,"Domestic business",2448048,"A2062C","6","T71100","BEA_API"
2007,2,"Domestic business",2895037,"A2062C","6","T71100","BEA_API"
2008,2,"Domestic business",2375066,"A2062C","6","T71100","BEA_API"
2009,2,"Domestic business",1619239,"A2062C","6","T71100","BEA_API"
2010,2,"Domestic business",1414132,"A2062C","6","T71100","BEA_API"
2011,2,"Domestic business",1367885,"A2062C","6","T71100","BEA_API"
2012,2,"Domestic business",1333822,"A2062C","6","T71100","BEA_API"
2013,2,"Domestic business",1222757,"A2062C","6","T71100","BEA_API"
2014,2,"Domestic business",1234000,"A2062C","6","T71100","BEA_API"
2015,2,"Domestic business",1282166,"A2062C","6","T71100","BEA_API"
2016,2,"Domestic business",1388403,"A2062C","6","T71100","BEA_API"
2017,2,"Domestic business",1601717,"A2062C","6","T71100","BEA_API"
2018,2,"Domestic business",1837617,"A2062C","6","T71100","BEA_API"
2019,2,"Domestic business",2019437,"A2062C","6","T71100","BEA_API"
2020,2,"Domestic business",1554300,"A2062C","6","T71100","BEA_API"
2021,2,"Domestic business",1439578,"A2062C","6","T71100","BEA_API"
2022,2,"Domestic business",2064079,"A2062C","6","T71100","BEA_API"
2023,2,"Domestic business",3215175,"A2062C","6","T71100","BEA_API"
2024,2,"Domestic business",3530257,"A2062C","6","T71100","BEA_API"
1946,3,"Corporate business",2712,"A2063C","6","T71100","BEA_API"
1947,3,"Corporate business",3027,"A2063C","6","T71100","BEA_API"
1948,3,"Corporate business",3349,"A2063C","6","T71100","BEA_API"
1949,3,"Corporate business",3737,"A2063C","6","T71100","BEA_API"
1950,3,"Corporate business",3980,"A2063C","6","T71100","BEA_API"
1951,3,"Corporate business",4571,"A2063C","6","T71100","BEA_API"
1952,3,"Corporate business",5262,"A2063C","6","T71100","BEA_API"
1953,3,"Corporate business",5899,"A2063C","6","T71100","BEA_API"
1954,3,"Corporate business",6454,"A2063C","6","T71100","BEA_API"
1955,3,"Corporate business",7302,"A2063C","6","T71100","BEA_API"
1956,3,"Corporate business",8554,"A2063C","6","T71100","BEA_API"
1957,3,"Corporate business",10329,"A2063C","6","T71100","BEA_API"
1958,3,"Corporate business",11403,"A2063C","6","T71100","BEA_API"
1959,3,"Corporate business",13015,"A2063C","6","T71100","BEA_API"
1960,3,"Corporate business",15120,"A2063C","6","T71100","BEA_API"
1961,3,"Corporate business",16244,"A2063C","6","T71100","BEA_API"
1962,3,"Corporate business",18971,"A2063C","6","T71100","BEA_API"
1963,3,"Corporate business",21571,"A2063C","6","T71100","BEA_API"
1964,3,"Corporate business",24090,"A2063C","6","T71100","BEA_API"
1965,3,"Corporate business",27443,"A2063C","6","T71100","BEA_API"
1966,3,"Corporate business",32672,"A2063C","6","T71100","BEA_API"
1967,3,"Corporate business",37035,"A2063C","6","T71100","BEA_API"
1968,3,"Corporate business",43131,"A2063C","6","T71100","BEA_API"
1969,3,"Corporate business",54357,"A2063C","6","T71100","BEA_API"
1970,3,"Corporate business",65289,"A2063C","6","T71100","BEA_API"
1971,3,"Corporate business",68180,"A2063C","6","T71100","BEA_API"
1972,3,"Corporate business",76243,"A2063C","6","T71100","BEA_API"
1973,3,"Corporate business",104198,"A2063C","6","T71100","BEA_API"
1974,3,"Corporate business",139184,"A2063C","6","T71100","BEA_API"
1975,3,"Corporate business",136421,"A2063C","6","T71100","BEA_API"
1976,3,"Corporate business",140620,"A2063C","6","T71100","BEA_API"
1977,3,"Corporate business",158747,"A2063C","6","T71100","BEA_API"
1978,3,"Corporate business",197514,"A2063C","6","T71100","BEA_API"
1979,3,"Corporate business",270915,"A2063C","6","T71100","BEA_API"
1980,3,"Corporate business",361136,"A2063C","6","T71100","BEA_API"
1981,3,"Corporate business",507610,"A2063C","6","T71100","BEA_API"
1982,3,"Corporate business",557303,"A2063C","6","T71100","BEA_API"
1983,3,"Corporate business",510086,"A2063C","6","T71100","BEA_API"
1984,3,"Corporate business",586342,"A2063C","6","T71100","BEA_API"
1985,3,"Corporate business",616527,"A2063C","6","T71100","BEA_API"
1986,3,"Corporate business",623406,"A2063C","6","T71100","BEA_API"
1987,3,"Corporate business",661018,"A2063C","6","T71100","BEA_API"
1988,3,"Corporate business",770547,"A2063C","6","T71100","BEA_API"
1989,3,"Corporate business",951896,"A2063C","6","T71100","BEA_API"
1990,3,"Corporate business",943249,"A2063C","6","T71100","BEA_API"
1991,3,"Corporate business",844759,"A2063C","6","T71100","BEA_API"
1992,3,"Corporate business",697619,"A2063C","6","T71100","BEA_API"
1993,3,"Corporate business",647490,"A2063C","6","T71100","BEA_API"
1994,3,"Corporate business",724691,"A2063C","6","T71100","BEA_API"
1995,3,"Corporate business",883984,"A2063C","6","T71100","BEA_API"
1996,3,"Corporate business",919355,"A2063C","6","T71100","BEA_API"
1997,3,"Corporate business",1020728,"A2063C","6","T71100","BEA_API"
1998,3,"Corporate business",1140290,"A2063C","6","T71100","BEA_API"
1999,3,"Corporate business",1226364,"A2063C","6","T71100","BEA_API"
2000,3,"Corporate business",1519803,"A2063C","6","T71100","BEA_API"
2001,3,"Corporate business",1427241,"A2063C","6","T71100","BEA_API"
2002,3,"Corporate business",1085833,"A2063C","6","T71100","BEA_API"
2003,3,"Corporate business",968020,"A2063C","6","T71100","BEA_API"
2004,3,"Corporate business",1092356,"A2063C","6","T71100","BEA_API"
2005,3,"Corporate business",1496313,"A2063C","6","T71100","BEA_API"
2006,3,"Corporate business",2052958,"A2063C","6","T71100","BEA_API"
2007,3,"Corporate business",2408455,"A2063C","6","T71100","BEA_API"
2008,3,"Corporate business",1935808,"A2063C","6","T71100","BEA_API"
2009,3,"Corporate business",1281229,"A2063C","6","T71100","BEA_API"
2010,3,"Corporate business",1092654,"A2063C","6","T71100","BEA_API"
2011,3,"Corporate business",1056012,"A2063C","6","T71100","BEA_API"
2012,3,"Corporate business",1015973,"A2063C","6","T71100","BEA_API"
2013,3,"Corporate business",912307,"A2063C","6","T71100","BEA_API"
2014,3,"Corporate business",908596,"A2063C","6","T71100","BEA_API"
2015,3,"Corporate business",938786,"A2063C","6","T71100","BEA_API"
2016,3,"Corporate business",1026343,"A2063C","6","T71100","BEA_API"
2017,3,"Corporate business",1191223,"A2063C","6","T71100","BEA_API"
2018,3,"Corporate business",1396371,"A2063C","6","T71100","BEA_API"
2019,3,"Corporate business",1537696,"A2063C","6","T71100","BEA_API"
2020,3,"Corporate business",1115583,"A2063C","6","T71100","BEA_API"
2021,3,"Corporate business",1003682,"A2063C","6","T71100","BEA_API"
2022,3,"Corporate business",1542886,"A2063C","6","T71100","BEA_API"
2023,3,"Corporate business",2556895,"A2063C","6","T71100","BEA_API"
2024,3,"Corporate business",2815820,"A2063C","6","T71100","BEA_API"
1946,4,"Financial",870,"A1100C","6","T71100","BEA_API"
1947,4,"Financial",1009,"A1100C","6","T71100","BEA_API"
1948,4,"Financial",1133,"A1100C","6","T71100","BEA_API"
1949,4,"Financial",1308,"A1100C","6","T71100","BEA_API"
1950,4,"Financial",1427,"A1100C","6","T71100","BEA_API"
1951,4,"Financial",1613,"A1100C","6","T71100","BEA_API"
1952,4,"Financial",1950,"A1100C","6","T71100","BEA_API"
1953,4,"Financial",2363,"A1100C","6","T71100","BEA_API"
1954,4,"Financial",2683,"A1100C","6","T71100","BEA_API"
1955,4,"Financial",3158,"A1100C","6","T71100","BEA_API"
1956,4,"Financial",3851,"A1100C","6","T71100","BEA_API"
1957,4,"Financial",4853,"A1100C","6","T71100","BEA_API"
1958,4,"Financial",5426,"A1100C","6","T71100","BEA_API"
1959,4,"Financial",6278,"A1100C","6","T71100","BEA_API"
1960,4,"Financial",7564,"A1100C","6","T71100","BEA_API"
1961,4,"Financial",8183,"A1100C","6","T71100","BEA_API"
1962,4,"Financial",9971,"A1100C","6","T71100","BEA_API"
1963,4,"Financial",11664,"A1100C","6","T71100","BEA_API"
1964,4,"Financial",13305,"A1100C","6","T71100","BEA_API"
1965,4,"Financial",15521,"A1100C","6","T71100","BEA_API"
1966,4,"Financial",18533,"A1100C","6","T71100","BEA_API"
1967,4,"Financial",20789,"A1100C","6","T71100","BEA_API"
1968,4,"Financial",23967,"A1100C","6","T71100","BEA_API"
1969,4,"Financial",29365,"A1100C","6","T71100","BEA_API"
1970,4,"Financial",34589,"A1100C","6","T71100","BEA_API"
1971,4,"Financial",36526,"A1100C","6","T71100","BEA_API"
1972,4,"Financial",42067,"A1100C","6","T71100","BEA_API"
1973,4,"Financial",60850,"A1100C","6","T71100","BEA_API"
1974,4,"Financial",83649,"A1100C","6","T71100","BEA_API"
1975,4,"Financial",80383,"A1100C","6","T71100","BEA_API"
1976,4,"Financial",83622,"A1100C","6","T71100","BEA_API"
1977,4,"Financial",94471,"A1100C","6","T71100","BEA_API"
1978,4,"Financial",118704,"A1100C","6","T71100","BEA_API"
1979,4,"Financial",167906,"A1100C","6","T71100","BEA_API"
1980,4,"Financial",228578,"A1100C","6","T71100","BEA_API"
1981,4,"Financial",336534,"A1100C","6","T71100","BEA_API"
1982,4,"Financial",373369,"A1100C","6","T71100","BEA_API"
1983,4,"Financial",335392,"A1100C","6","T71100","BEA_API"
1984,4,"Financial",383599,"A1100C","6","T71100","BEA_API"
1985,4,"Financial",397216,"A1100C","6","T71100","BEA_API"
1986,4,"Financial",388705,"A1100C","6","T71100","BEA_API"
1987,4,"Financial",417848,"A1100C","6","T71100","BEA_API"
1988,4,"Financial",491264,"A1100C","6","T71100","BEA_API"
1989,4,"Financial",614707,"A1100C","6","T71100","BEA_API"
1990,4,"Financial",596994,"A1100C","6","T71100","BEA_API"
1991,4,"Financial",510545,"A1100C","6","T71100","BEA_API"
1992,4,"Financial",405485,"A1100C","6","T71100","BEA_API"
1993,4,"Financial",374905,"A1100C","6","T71100","BEA_API"
1994,4,"Financial",435117,"A1100C","6","T71100","BEA_API"
1995,4,"Financial",553549,"A1100C","6","T71100","BEA_API"
1996,4,"Financial",569585,"A1100C","6","T71100","BEA_API"
1997,4,"Financial",636076,"A1100C","6","T71100","BEA_API"
1998,4,"Financial",739987,"A1100C","6","T71100","BEA_API"
1999,4,"Financial",793344,"A1100C","6","T71100","BEA_API"
2000,4,"Financial",1010593,"A1100C","6","T71100","BEA_API"
2001,4,"Financial",930885,"A1100C","6","T71100","BEA_API"
2002,4,"Financial",646568,"A1100C","6","T71100","BEA_API"
2003,4,"Financial",552502,"A1100C","6","T71100","BEA_API"
2004,4,"Financial",673711,"A1100C","6","T71100","BEA_API"
2005,4,"Financial",1010961,"A1100C","6","T71100","BEA_API"
2006,4,"Financial",1483161,"A1100C","6","T71100","BEA_API"
2007,4,"Financial",1753878,"A1100C","6","T71100","BEA_API"
2008,4,"Financial",1335254,"A1100C","6","T71100","BEA_API"
2009,4,"Financial",775250,"A1100C","6","T71100","BEA_API"
2010,4,"Financial",615898,"A1100C","6","T71100","BEA_API"
2011,4,"Financial",583783,"A1100C","6","T71100","BEA_API"
2012,4,"Financial",540778,"A1100C","6","T71100","BEA_API"
2013,4,"Financial",451704,"A1100C","6","T71100","BEA_API"
2014,4,"Financial",434179,"A1100C","6","T71100","BEA_API"
2015,4,"Financial",438765,"A1100C","6","T71100","BEA_API"
2016,4,"Financial",489867,"A1100C","6","T71100","BEA_API"
2017,4,"Financial",616366,"A1100C","6","T71100","BEA_API"
2018,4,"Financial",802353,"A1100C","6","T71100","BEA_API"
2019,4,"Financial",869359,"A1100C","6","T71100","BEA_API"
2020,4,"Financial",541519,"A1100C","6","T71100","BEA_API"
2021,4,"Financial",439071,"A1100C","6","T71100","BEA_API"
2022,4,"Financial",913683,"A1100C","6","T71100","BEA_API"
2023,4,"Financial",1806073,"A1100C","6","T71100","BEA_API"
2024,4,"Financial",2024917,"A1100C","6","T71100","BEA_API"
1959,5,"On deposits",4654,"B1305C","6","T71100","BEA_API"
1960,5,"On deposits",5507,"B1305C","6","T71100","BEA_API"
1961,5,"On deposits",6222,"B1305C","6","T71100","BEA_API"
1962,5,"On deposits",7767,"B1305C","6","T71100","BEA_API"
1963,5,"On deposits",9049,"B1305C","6","T71100","BEA_API"
1964,5,"On deposits",10384,"B1305C","6","T71100","BEA_API"
1965,5,"On deposits",12077,"B1305C","6","T71100","BEA_API"
1966,5,"On deposits",14122,"B1305C","6","T71100","BEA_API"
1967,5,"On deposits",16219,"B1305C","6","T71100","BEA_API"
1968,5,"On deposits",18195,"B1305C","6","T71100","BEA_API"
1969,5,"On deposits",20130,"B1305C","6","T71100","BEA_API"
1970,5,"On deposits",21808,"B1305C","6","T71100","BEA_API"
1971,5,"On deposits",25505,"B1305C","6","T71100","BEA_API"
1972,5,"On deposits",29660,"B1305C","6","T71100","BEA_API"
1973,5,"On deposits",38266,"B1305C","6","T71100","BEA_API"
1974,5,"On deposits",49240,"B1305C","6","T71100","BEA_API"
1975,5,"On deposits",51065,"B1305C","6","T71100","BEA_API"
1976,5,"On deposits",55426,"B1305C","6","T71100","BEA_API"
1977,5,"On deposits",62660,"B1305C","6","T71100","BEA_API"
1978,5,"On deposits",74498,"B1305C","6","T71100","BEA_API"
1979,5,"On deposits",95410,"B1305C","6","T71100","BEA_API"
1980,5,"On deposits",125211,"B1305C","6","T71100","BEA_API"
1981,5,"On deposits",173232,"B1305C","6","T71100","BEA_API"
1982,5,"On deposits",187295,"B1305C","6","T71100","BEA_API"
1983,5,"On deposits",175117,"B1305C","6","T71100","BEA_API"
1984,5,"On deposits",203632,"B1305C","6","T71100","BEA_API"
1985,5,"On deposits",200330,"B1305C","6","T71100","BEA_API"
1986,5,"On deposits",186731,"B1305C","6","T71100","BEA_API"
1987,5,"On deposits",176288,"B1305C","6","T71100","BEA_API"
1988,5,"On deposits",195504,"B1305C","6","T71100","BEA_API"
1989,5,"On deposits",228603,"B1305C","6","T71100","BEA_API"
1990,5,"On deposits",222673,"B1305C","6","T71100","BEA_API"
1991,5,"On deposits",192768,"B1305C","6","T71100","BEA_API"
1992,5,"On deposits",129416,"B1305C","6","T71100","BEA_API"
1993,5,"On deposits",99007,"B1305C","6","T71100","BEA_API"
1994,5,"On deposits",96743,"B1305C","6","T71100","BEA_API"
1995,5,"On deposits",126371,"B1305C","6","T71100","BEA_API"
1996,5,"On deposits",131557,"B1305C","6","T71100","BEA_API"
1997,5,"On deposits",139680,"B1305C","6","T71100","BEA_API"
1998,5,"On deposits",146189,"B1305C","6","T71100","BEA_API"
1999,5,"On deposits",144237,"B1305C","6","T71100","BEA_API"
2000,5,"On deposits",163682,"B1305C","6","T71100","BEA_API"
2001,5,"On deposits",159835,"B1305C","6","T71100","BEA_API"
2002,5,"On deposits",107177,"B1305C","6","T71100","BEA_API"
2003,5,"On deposits",81692,"B1305C","6","T71100","BEA_API"
2004,5,"On deposits",76723,"B1305C","6","T71100","BEA_API"
2005,5,"On deposits",122862,"B1305C","6","T71100","BEA_API"
2006,5,"On deposits",193282,"B1305C","6","T71100","BEA_API"
2007,5,"On deposits",238380,"B1305C","6","T71100","BEA_API"
2008,5,"On deposits",164981,"B1305C","6","T71100","BEA_API"
2009,5,"On deposits",110151,"B1305C","6","T71100","BEA_API"
2010,5,"On deposits",74614,"B1305C","6","T71100","BEA_API"
2011,5,"On deposits",55021,"B1305C","6","T71100","BEA_API"
2012,5,"On deposits",42784,"B1305C","6","T71100","BEA_API"
2013,5,"On deposits",34581,"B1305C","6","T71100","BEA_API"
2014,5,"On deposits",31046,"B1305C","6","T71100","BEA_API"
2015,5,"On deposits",32372,"B1305C","6","T71100","BEA_API"
2016,5,"On deposits",36832,"B1305C","6","T71100","BEA_API"
2017,5,"On deposits",50842,"B1305C","6","T71100","BEA_API"
2018,5,"On deposits",88216,"B1305C","6","T71100","BEA_API"
2019,5,"On deposits",127840,"B1305C","6","T71100","BEA_API"
2020,5,"On deposits",71486,"B1305C","6","T71100","BEA_API"
2021,5,"On deposits",34417,"B1305C","6","T71100","BEA_API"
2022,5,"On deposits",96820,"B1305C","6","T71100","BEA_API"
2023,5,"On deposits",381881,"B1305C","6","T71100","BEA_API"
2024,5,"On deposits",501511,"B1305C","6","T71100","BEA_API"
1959,6,"On other liabilities",1624,"B1306C","6","T71100","BEA_API"
1960,6,"On other liabilities",2057,"B1306C","6","T71100","BEA_API"
1961,6,"On other liabilities",1961,"B1306C","6","T71100","BEA_API"
1962,6,"On other liabilities",2204,"B1306C","6","T71100","BEA_API"
1963,6,"On other liabilities",2615,"B1306C","6","T71100","BEA_API"
1964,6,"On other liabilities",2921,"B1306C","6","T71100","BEA_API"
1965,6,"On other liabilities",3444,"B1306C","6","T71100","BEA_API"
1966,6,"On other liabilities",4411,"B1306C","6","T71100","BEA_API"
1967,6,"On other liabilities",4570,"B1306C","6","T71100","BEA_API"
1968,6,"On other liabilities",5772,"B1306C","6","T71100","BEA_API"
1969,6,"On other liabilities",9235,"B1306C","6","T71100","BEA_API"
1970,6,"On other liabilities",12781,"B1306C","6","T71100","BEA_API"
1971,6,"On other liabilities",11021,"B1306C","6","T71100","BEA_API"
1972,6,"On other liabilities",12407,"B1306C","6","T71100","BEA_API"
1973,6,"On other liabilities",22584,"B1306C","6","T71100","BEA_API"
1974,6,"On other liabilities",34409,"B1306C","6","T71100","BEA_API"
1975,6,"On other liabilities",29318,"B1306C","6","T71100","BEA_API"
1976,6,"On other liabilities",28196,"B1306C","6","T71100","BEA_API"
1977,6,"On other liabilities",31811,"B1306C","6","T71100","BEA_API"
1978,6,"On other liabilities",44206,"B1306C","6","T71100","BEA_API"
1979,6,"On other liabilities",72496,"B1306C","6","T71100","BEA_API"
1980,6,"On other liabilities",103367,"B1306C","6","T71100","BEA_API"
1981,6,"On other liabilities",163302,"B1306C","6","T71100","BEA_API"
1982,6,"On other liabilities",186074,"B1306C","6","T71100","BEA_API"
1983,6,"On other liabilities",160275,"B1306C","6","T71100","BEA_API"
1984,6,"On other liabilities",179967,"B1306C","6","T71100","BEA_API"
1985,6,"On other liabilities",196886,"B1306C","6","T71100","BEA_API"
1986,6,"On other liabilities",201974,"B1306C","6","T71100","BEA_API"
1987,6,"On other liabilities",241560,"B1306C","6","T71100","BEA_API"
1988,6,"On other liabilities",295760,"B1306C","6","T71100","BEA_API"
1989,6,"On other liabilities",386104,"B1306C","6","T71100","BEA_API"
1990,6,"On other liabilities",374321,"B1306C","6","T71100","BEA_API"
1991,6,"On other liabilities",317777,"B1306C","6","T71100","BEA_API"
1992,6,"On other liabilities",276069,"B1306C","6","T71100","BEA_API"
1993,6,"On other liabilities",275898,"B1306C","6","T71100","BEA_API"
1994,6,"On other liabilities",338374,"B1306C","6","T71100","BEA_API"
1995,6,"On other liabilities",427178,"B1306C","6","T71100","BEA_API"
1996,6,"On other liabilities",438028,"B1306C","6","T71100","BEA_API"
