"year","line_number","line_desc","value","series_code","unit","table_name","source"
1978,1,"Government fixed assets",74959,"m1gtotl1es00","6","FAAt703","BEA_API"
1979,1,"Government fixed assets",83106,"m1gtotl1es00","6","FAAt703","BEA_API"
1980,1,"Government fixed assets",93380,"m1gtotl1es00","6","FAAt703","BEA_API"
1981,1,"Government fixed assets",105237,"m1gtotl1es00","6","FAAt703","BEA_API"
1982,1,"Government fixed assets",116611,"m1gtotl1es00","6","FAAt703","BEA_API"
1983,1,"Government fixed assets",124328,"m1gtotl1es00","6","FAAt703","BEA_API"
1984,1,"Government fixed assets",135189,"m1gtotl1es00","6","FAAt703","BEA_API"
1985,1,"Government fixed assets",143832,"m1gtotl1es00","6","FAAt703","BEA_API"
1986,1,"Government fixed assets",153531,"m1gtotl1es00","6","FAAt703","BEA_API"
1987,1,"Government fixed assets",164074,"m1gtotl1es00","6","FAAt703","BEA_API"
1988,1,"Government fixed assets",176482,"m1gtotl1es00","6","FAAt703","BEA_API"
1989,1,"Government fixed assets",188604,"m1gtotl1es00","6","FAAt703","BEA_API"
1990,1,"Government fixed assets",200111,"m1gtotl1es00","6","FAAt703","BEA_API"
1991,1,"Government fixed assets",210901,"m1gtotl1es00","6","FAAt703","BEA_API"
1992,1,"Government fixed assets",217349,"m1gtotl1es00","6","FAAt703","BEA_API"
1993,1,"Government fixed assets",225055,"m1gtotl1es00","6","FAAt703","BEA_API"
1994,1,"Government fixed assets",233012,"m1gtotl1es00","6","FAAt703","BEA_API"
1995,1,"Government fixed assets",241571,"m1gtotl1es00","6","FAAt703","BEA_API"
1996,1,"Government fixed assets",246177,"m1gtotl1es00","6","FAAt703","BEA_API"
1997,1,"Government fixed assets",251294,"m1gtotl1es00","6","FAAt703","BEA_API"
1998,1,"Government fixed assets",257510,"m1gtotl1es00","6","FAAt703","BEA_API"
1999,1,"Government fixed assets",266747,"m1gtotl1es00","6","FAAt703","BEA_API"
2000,1,"Government fixed assets",279350,"m1gtotl1es00","6","FAAt703","BEA_API"
2001,1,"Government fixed assets",288086,"m1gtotl1es00","6","FAAt703","BEA_API"
2002,1,"Government fixed assets",296253,"m1gtotl1es00","6","FAAt703","BEA_API"
2003,1,"Government fixed assets",307186,"m1gtotl1es00","6","FAAt703","BEA_API"
2004,1,"Government fixed assets",324472,"m1gtotl1es00","6","FAAt703","BEA_API"
2005,1,"Government fixed assets",348298,"m1gtotl1es00","6","FAAt703","BEA_API"
2006,1,"Government fixed assets",372136,"m1gtotl1es00","6","FAAt703","BEA_API"
2007,1,"Government fixed assets",399415,"m1gtotl1es00","6","FAAt703","BEA_API"
2008,1,"Government fixed assets",426962,"m1gtotl1es00","6","FAAt703","BEA_API"
2009,1,"Government fixed assets",442754,"m1gtotl1es00","6","FAAt703","BEA_API"
2010,1,"Government fixed assets",457105,"m1gtotl1es00","6","FAAt703","BEA_API"
2011,1,"Government fixed assets",477047,"m1gtotl1es00","6","FAAt703","BEA_API"
2012,1,"Government fixed assets",493485,"m1gtotl1es00","6","FAAt703","BEA_API"
2013,1,"Government fixed assets",504936,"m1gtotl1es00","6","FAAt703","BEA_API"
2014,1,"Government fixed assets",518278,"m1gtotl1es00","6","FAAt703","BEA_API"
2015,1,"Government fixed assets",524994,"m1gtotl1es00","6","FAAt703","BEA_API"
2016,1,"Government fixed assets",532571,"m1gtotl1es00","6","FAAt703","BEA_API"
2017,1,"Government fixed assets",549942,"m1gtotl1es00","6","FAAt703","BEA_API"
2018,1,"Government fixed assets",575317,"m1gtotl1es00","6","FAAt703","BEA_API"
2019,1,"Government fixed assets",597649,"m1gtotl1es00","6","FAAt703","BEA_API"
2020,1,"Government fixed assets",616997,"m1gtotl1es00","6","FAAt703","BEA_API"
2021,1,"Government fixed assets",658406,"m1gtotl1es00","6","FAAt703","BEA_API"
2022,1,"Government fixed assets",728768,"m1gtotl1es00","6","FAAt703","BEA_API"
2023,1,"Government fixed assets",770341,"m1gtotl1es00","6","FAAt703","BEA_API"
2024,1,"Government fixed assets",816686,"m1gtotl1es00","6","FAAt703","BEA_API"
1925,2,"Equipment",226,"m1gtotl1eq00","6","FAAt703","BEA_API"
1926,2,"Equipment",233,"m1gtotl1eq00","6","FAAt703","BEA_API"
1927,2,"Equipment",239,"m1gtotl1eq00","6","FAAt703","BEA_API"
1928,2,"Equipment",248,"m1gtotl1eq00","6","FAAt703","BEA_API"
1929,2,"Equipment",254,"m1gtotl1eq00","6","FAAt703","BEA_API"
1930,2,"Equipment",254,"m1gtotl1eq00","6","FAAt703","BEA_API"
1931,2,"Equipment",251,"m1gtotl1eq00","6","FAAt703","BEA_API"
1932,2,"Equipment",255,"m1gtotl1eq00","6","FAAt703","BEA_API"
1933,2,"Equipment",252,"m1gtotl1eq00","6","FAAt703","BEA_API"
1934,2,"Equipment",272,"m1gtotl1eq00","6","FAAt703","BEA_API"
1935,2,"Equipment",292,"m1gtotl1eq00","6","FAAt703","BEA_API"
1936,2,"Equipment",307,"m1gtotl1eq00","6","FAAt703","BEA_API"
1937,2,"Equipment",341,"m1gtotl1eq00","6","FAAt703","BEA_API"
1938,2,"Equipment",359,"m1gtotl1eq00","6","FAAt703","BEA_API"
1939,2,"Equipment",383,"m1gtotl1eq00","6","FAAt703","BEA_API"
1940,2,"Equipment",421,"m1gtotl1eq00","6","FAAt703","BEA_API"
1941,2,"Equipment",720,"m1gtotl1eq00","6","FAAt703","BEA_API"
1942,2,"Equipment",1824,"m1gtotl1eq00","6","FAAt703","BEA_API"
1943,2,"Equipment",4222,"m1gtotl1eq00","6","FAAt703","BEA_API"
1944,2,"Equipment",6796,"m1gtotl1eq00","6","FAAt703","BEA_API"
1945,2,"Equipment",7905,"m1gtotl1eq00","6","FAAt703","BEA_API"
1946,2,"Equipment",8312,"m1gtotl1eq00","6","FAAt703","BEA_API"
1947,2,"Equipment",7673,"m1gtotl1eq00","6","FAAt703","BEA_API"
1948,2,"Equipment",6402,"m1gtotl1eq00","6","FAAt703","BEA_API"
1949,2,"Equipment",5449,"m1gtotl1eq00","6","FAAt703","BEA_API"
1950,2,"Equipment",4810,"m1gtotl1eq00","6","FAAt703","BEA_API"
1951,2,"Equipment",4938,"m1gtotl1eq00","6","FAAt703","BEA_API"
1952,2,"Equipment",5623,"m1gtotl1eq00","6","FAAt703","BEA_API"
1953,2,"Equipment",6385,"m1gtotl1eq00","6","FAAt703","BEA_API"
1954,2,"Equipment",7062,"m1gtotl1eq00","6","FAAt703","BEA_API"
1955,2,"Equipment",7464,"m1gtotl1eq00","6","FAAt703","BEA_API"
1956,2,"Equipment",7961,"m1gtotl1eq00","6","FAAt703","BEA_API"
1957,2,"Equipment",8358,"m1gtotl1eq00","6","FAAt703","BEA_API"
1958,2,"Equipment",8444,"m1gtotl1eq00","6","FAAt703","BEA_API"
1959,2,"Equipment",8802,"m1gtotl1eq00","6","FAAt703","BEA_API"
1960,2,"Equipment",9197,"m1gtotl1eq00","6","FAAt703","BEA_API"
1961,2,"Equipment",9534,"m1gtotl1eq00","6","FAAt703","BEA_API"
1962,2,"Equipment",10108,"m1gtotl1eq00","6","FAAt703","BEA_API"
1963,2,"Equipment",10688,"m1gtotl1eq00","6","FAAt703","BEA_API"
1964,2,"Equipment",10867,"m1gtotl1eq00","6","FAAt703","BEA_API"
1965,2,"Equipment",11111,"m1gtotl1eq00","6","FAAt703","BEA_API"
1966,2,"Equipment",11466,"m1gtotl1eq00","6","FAAt703","BEA_API"
1967,2,"Equipment",12142,"m1gtotl1eq00","6","FAAt703","BEA_API"
1968,2,"Equipment",12867,"m1gtotl1eq00","6","FAAt703","BEA_API"
1969,2,"Equipment",13406,"m1gtotl1eq00","6","FAAt703","BEA_API"
1970,2,"Equipment",13933,"m1gtotl1eq00","6","FAAt703","BEA_API"
1971,2,"Equipment",14133,"m1gtotl1eq00","6","FAAt703","BEA_API"
1972,2,"Equipment",14241,"m1gtotl1eq00","6","FAAt703","BEA_API"
1973,2,"Equipment",14648,"m1gtotl1eq00","6","FAAt703","BEA_API"
1974,2,"Equipment",15780,"m1gtotl1eq00","6","FAAt703","BEA_API"
1975,2,"Equipment",17545,"m1gtotl1eq00","6","FAAt703","BEA_API"
1976,2,"Equipment",19442,"m1gtotl1eq00","6","FAAt703","BEA_API"
1977,2,"Equipment",21315,"m1gtotl1eq00","6","FAAt703","BEA_API"
1978,2,"Equipment",23723,"m1gtotl1eq00","6","FAAt703","BEA_API"
1979,2,"Equipment",25930,"m1gtotl1eq00","6","FAAt703","BEA_API"
1980,2,"Equipment",28251,"m1gtotl1eq00","6","FAAt703","BEA_API"
1981,2,"Equipment",31437,"m1gtotl1eq00","6","FAAt703","BEA_API"
1982,2,"Equipment",35478,"m1gtotl1eq00","6","FAAt703","BEA_API"
1983,2,"Equipment",38662,"m1gtotl1eq00","6","FAAt703","BEA_API"
1984,2,"Equipment",43860,"m1gtotl1eq00","6","FAAt703","BEA_API"
1985,2,"Equipment",46321,"m1gtotl1eq00","6","FAAt703","BEA_API"
1986,2,"Equipment",49257,"m1gtotl1eq00","6","FAAt703","BEA_API"
1987,2,"Equipment",52227,"m1gtotl1eq00","6","FAAt703","BEA_API"
1988,2,"Equipment",55994,"m1gtotl1eq00","6","FAAt703","BEA_API"
1989,2,"Equipment",60503,"m1gtotl1eq00","6","FAAt703","BEA_API"
1990,2,"Equipment",64850,"m1gtotl1eq00","6","FAAt703","BEA_API"
1991,2,"Equipment",69193,"m1gtotl1eq00","6","FAAt703","BEA_API"
1992,2,"Equipment",71854,"m1gtotl1eq00","6","FAAt703","BEA_API"
1993,2,"Equipment",74555,"m1gtotl1eq00","6","FAAt703","BEA_API"
1994,2,"Equipment",77933,"m1gtotl1eq00","6","FAAt703","BEA_API"
1995,2,"Equipment",79411,"m1gtotl1eq00","6","FAAt703","BEA_API"
1996,2,"Equipment",79912,"m1gtotl1eq00","6","FAAt703","BEA_API"
1997,2,"Equipment",79268,"m1gtotl1eq00","6","FAAt703","BEA_API"
1998,2,"Equipment",80107,"m1gtotl1eq00","6","FAAt703","BEA_API"
1999,2,"Equipment",81553,"m1gtotl1eq00","6","FAAt703","BEA_API"
2000,2,"Equipment",84141,"m1gtotl1eq00","6","FAAt703","BEA_API"
2001,2,"Equipment",85384,"m1gtotl1eq00","6","FAAt703","BEA_API"
2002,2,"Equipment",86583,"m1gtotl1eq00","6","FAAt703","BEA_API"
2003,2,"Equipment",88700,"m1gtotl1eq00","6","FAAt703","BEA_API"
2004,2,"Equipment",92137,"m1gtotl1eq00","6","FAAt703","BEA_API"
2005,2,"Equipment",95901,"m1gtotl1eq00","6","FAAt703","BEA_API"
2006,2,"Equipment",99899,"m1gtotl1eq00","6","FAAt703","BEA_API"
2007,2,"Equipment",104940,"m1gtotl1eq00","6","FAAt703","BEA_API"
2008,2,"Equipment",111923,"m1gtotl1eq00","6","FAAt703","BEA_API"
2009,2,"Equipment",118346,"m1gtotl1eq00","6","FAAt703","BEA_API"
2010,2,"Equipment",123156,"m1gtotl1eq00","6","FAAt703","BEA_API"
2011,2,"Equipment",127948,"m1gtotl1eq00","6","FAAt703","BEA_API"
2012,2,"Equipment",130917,"m1gtotl1eq00","6","FAAt703","BEA_API"
2013,2,"Equipment",131493,"m1gtotl1eq00","6","FAAt703","BEA_API"
2014,2,"Equipment",131856,"m1gtotl1eq00","6","FAAt703","BEA_API"
2015,2,"Equipment",131321,"m1gtotl1eq00","6","FAAt703","BEA_API"
2016,2,"Equipment",131106,"m1gtotl1eq00","6","FAAt703","BEA_API"
2017,2,"Equipment",132427,"m1gtotl1eq00","6","FAAt703","BEA_API"
2018,2,"Equipment",135508,"m1gtotl1eq00","6","FAAt703","BEA_API"
2019,2,"Equipment",138686,"m1gtotl1eq00","6","FAAt703","BEA_API"
2020,2,"Equipment",142594,"m1gtotl1eq00","6","FAAt703","BEA_API"
2021,2,"Equipment",150379,"m1gtotl1eq00","6","FAAt703","BEA_API"
2022,2,"Equipment",163178,"m1gtotl1eq00","6","FAAt703","BEA_API"
2023,2,"Equipment",170213,"m1gtotl1eq00","6","FAAt703","BEA_API"
2024,2,"Equipment",189974,"m1gtotl1eq00","6","FAAt703","BEA_API"
1925,3,"Structures",658,"m1gtotl1st00","6","FAAt703","BEA_API"
1926,3,"Structures",668,"m1gtotl1st00","6","FAAt703","BEA_API"
1927,3,"Structures",694,"m1gtotl1st00","6","FAAt703","BEA_API"
1928,3,"Structures",698,"m1gtotl1st00","6","FAAt703","BEA_API"
1929,3,"Structures",722,"m1gtotl1st00","6","FAAt703","BEA_API"
1930,3,"Structures",713,"m1gtotl1st00","6","FAAt703","BEA_API"
1931,3,"Structures",676,"m1gtotl1st00","6","FAAt703","BEA_API"
1932,3,"Structures",573,"m1gtotl1st00","6","FAAt703","BEA_API"
1933,3,"Structures",667,"m1gtotl1st00","6","FAAt703","BEA_API"
1934,3,"Structures",810,"m1gtotl1st00","6","FAAt703","BEA_API"
1935,3,"Structures",803,"m1gtotl1st00","6","FAAt703","BEA_API"
1936,3,"Structures",917,"m1gtotl1st00","6","FAAt703","BEA_API"
1937,3,"Structures",979,"m1gtotl1st00","6","FAAt703","BEA_API"
1938,3,"Structures",1021,"m1gtotl1st00","6","FAAt703","BEA_API"
1939,3,"Structures",1045,"m1gtotl1st00","6","FAAt703","BEA_API"
1940,3,"Structures",1090,"m1gtotl1st00","6","FAAt703","BEA_API"
1941,3,"Structures",1281,"m1gtotl1st00","6","FAAt703","BEA_API"
1942,3,"Structures",1663,"m1gtotl1st00","6","FAAt703","BEA_API"
1943,3,"Structures",1974,"m1gtotl1st00","6","FAAt703","BEA_API"
1944,3,"Structures",1993,"m1gtotl1st00","6","FAAt703","BEA_API"
1945,3,"Structures",2008,"m1gtotl1st00","6","FAAt703","BEA_API"
1946,3,"Structures",2301,"m1gtotl1st00","6","FAAt703","BEA_API"
1947,3,"Structures",2743,"m1gtotl1st00","6","FAAt703","BEA_API"
1948,3,"Structures",3033,"m1gtotl1st00","6","FAAt703","BEA_API"
1949,3,"Structures",3033,"m1gtotl1st00","6","FAAt703","BEA_API"
1950,3,"Structures",2951,"m1gtotl1st00","6","FAAt703","BEA_API"
1951,3,"Structures",3609,"m1gtotl1st00","6","FAAt703","BEA_API"
1952,3,"Structures",3850,"m1gtotl1st00","6","FAAt703","BEA_API"
1953,3,"Structures",4023,"m1gtotl1st00","6","FAAt703","BEA_API"
1954,3,"Structures",3924,"m1gtotl1st00","6","FAAt703","BEA_API"
1955,3,"Structures",4087,"m1gtotl1st00","6","FAAt703","BEA_API"
1956,3,"Structures",4614,"m1gtotl1st00","6","FAAt703","BEA_API"
1957,3,"Structures",5015,"m1gtotl1st00","6","FAAt703","BEA_API"
1958,3,"Structures",5223,"m1gtotl1st00","6","FAAt703","BEA_API"
1959,3,"Structures",5384,"m1gtotl1st00","6","FAAt703","BEA_API"
1960,3,"Structures",5516,"m1gtotl1st00","6","FAAt703","BEA_API"
1961,3,"Structures",5747,"m1gtotl1st00","6","FAAt703","BEA_API"
1962,3,"Structures",6063,"m1gtotl1st00","6","FAAt703","BEA_API"
1963,3,"Structures",6434,"m1gtotl1st00","6","FAAt703","BEA_API"
1964,3,"Structures",6778,"m1gtotl1st00","6","FAAt703","BEA_API"
1965,3,"Structures",7224,"m1gtotl1st00","6","FAAt703","BEA_API"
1966,3,"Structures",7844,"m1gtotl1st00","6","FAAt703","BEA_API"
1967,3,"Structures",8443,"m1gtotl1st00","6","FAAt703","BEA_API"
1968,3,"Structures",9210,"m1gtotl1st00","6","FAAt703","BEA_API"
1969,3,"Structures",10226,"m1gtotl1st00","6","FAAt703","BEA_API"
1970,3,"Structures",11497,"m1gtotl1st00","6","FAAt703","BEA_API"
1971,3,"Structures",12803,"m1gtotl1st00","6","FAAt703","BEA_API"
1972,3,"Structures",13882,"m1gtotl1st00","6","FAAt703","BEA_API"
1973,3,"Structures",15596,"m1gtotl1st00","6","FAAt703","BEA_API"
1974,3,"Structures",19046,"m1gtotl1st00","6","FAAt703","BEA_API"
1975,3,"Structures",21436,"m1gtotl1st00","6","FAAt703","BEA_API"
1976,3,"Structures",22128,"m1gtotl1st00","6","FAAt703","BEA_API"
1977,3,"Structures",23419,"m1gtotl1st00","6","FAAt703","BEA_API"
1978,3,"Structures",25200,"m1gtotl1st00","6","FAAt703","BEA_API"
1979,3,"Structures",28286,"m1gtotl1st00","6","FAAt703","BEA_API"
1980,3,"Structures",32370,"m1gtotl1st00","6","FAAt703","BEA_API"
1981,3,"Structures",36639,"m1gtotl1st00","6","FAAt703","BEA_API"
1982,3,"Structures",39565,"m1gtotl1st00","6","FAAt703","BEA_API"
1983,3,"Structures",40168,"m1gtotl1st00","6","FAAt703","BEA_API"
1984,3,"Structures",41175,"m1gtotl1st00","6","FAAt703","BEA_API"
1985,3,"Structures",42672,"m1gtotl1st00","6","FAAt703","BEA_API"
1986,3,"Structures",44896,"m1gtotl1st00","6","FAAt703","BEA_API"
1987,3,"Structures",47595,"m1gtotl1st00","6","FAAt703","BEA_API"
1988,3,"Structures",49857,"m1gtotl1st00","6","FAAt703","BEA_API"
1989,3,"Structures",52154,"m1gtotl1st00","6","FAAt703","BEA_API"
1990,3,"Structures",54865,"m1gtotl1st00","6","FAAt703","BEA_API"
1991,3,"Structures",56875,"m1gtotl1st00","6","FAAt703","BEA_API"
1992,3,"Structures",58454,"m1gtotl1st00","6","FAAt703","BEA_API"
1993,3,"Structures",61214,"m1gtotl1st00","6","FAAt703","BEA_API"
1994,3,"Structures",64237,"m1gtotl1st00","6","FAAt703","BEA_API"
1995,3,"Structures",68156,"m1gtotl1st00","6","FAAt703","BEA_API"
1996,3,"Structures",71608,"m1gtotl1st00","6","FAAt703","BEA_API"
1997,3,"Structures",75522,"m1gtotl1st00","6","FAAt703","BEA_API"
1998,3,"Structures",79191,"m1gtotl1st00","6","FAAt703","BEA_API"
1999,3,"Structures",83718,"m1gtotl1st00","6","FAAt703","BEA_API"
2000,3,"Structures",89222,"m1gtotl1st00","6","FAAt703","BEA_API"
2001,3,"Structures",94302,"m1gtotl1st00","6","FAAt703","BEA_API"
2002,3,"Structures",98909,"m1gtotl1st00","6","FAAt703","BEA_API"
2003,3,"Structures",103536,"m1gtotl1st00","6","FAAt703","BEA_API"
2004,3,"Structures",111697,"m1gtotl1st00","6","FAAt703","BEA_API"
2005,3,"Structures",124991,"m1gtotl1st00","6","FAAt703","BEA_API"
2006,3,"Structures",138044,"m1gtotl1st00","6","FAAt703","BEA_API"
2007,3,"Structures",152530,"m1gtotl1st00","6","FAAt703","BEA_API"
2008,3,"Structures",164491,"m1gtotl1st00","6","FAAt703","BEA_API"
2009,3,"Structures",169884,"m1gtotl1st00","6","FAAt703","BEA_API"
2010,3,"Structures",172850,"m1gtotl1st00","6","FAAt703","BEA_API"
2011,3,"Structures",181282,"m1gtotl1st00","6","FAAt703","BEA_API"
2012,3,"Structures",190060,"m1gtotl1st00","6","FAAt703","BEA_API"
2013,3,"Structures",196193,"m1gtotl1st00","6","FAAt703","BEA_API"
2014,3,"Structures",202729,"m1gtotl1st00","6","FAAt703","BEA_API"
2015,3,"Structures",206928,"m1gtotl1st00","6","FAAt703","BEA_API"
2016,3,"Structures",211052,"m1gtotl1st00","6","FAAt703","BEA_API"
2017,3,"Structures",219031,"m1gtotl1st00","6","FAAt703","BEA_API"
2018,3,"Structures",230656,"m1gtotl1st00","6","FAAt703","BEA_API"
2019,3,"Structures",241068,"m1gtotl1st00","6","FAAt703","BEA_API"
2020,3,"Structures",245962,"m1gtotl1st00","6","FAAt703","BEA_API"
2021,3,"Structures",266018,"m1gtotl1st00","6","FAAt703","BEA_API"
2022,3,"Structures",301779,"m1gtotl1st00","6","FAAt703","BEA_API"
2023,3,"Structures",318870,"m1gtotl1st00","6","FAAt703","BEA_API"
2024,3,"Structures",327106,"m1gtotl1st00","6","FAAt703","BEA_API"
1925,4,"Residential",0,"m1gtotl1sa00","6","FAAt703","BEA_API"
1926,4,"Residential",0,"m1gtotl1sa00","6","FAAt703","BEA_API"
1927,4,"Residential",0,"m1gtotl1sa00","6","FAAt703","BEA_API"
1928,4,"Residential",0,"m1gtotl1sa00","6","FAAt703","BEA_API"
1929,4,"Residential",0,"m1gtotl1sa00","6","FAAt703","BEA_API"
1930,4,"Residential",0,"m1gtotl1sa00","6","FAAt703","BEA_API"
1931,4,"Residential",0,"m1gtotl1sa00","6","FAAt703","BEA_API"
1932,4,"Residential",0,"m1gtotl1sa00","6","FAAt703","BEA_API"
1933,4,"Residential",0,"m1gtotl1sa00","6","FAAt703","BEA_API"
1934,4,"Residential",0,"m1gtotl1sa00","6","FAAt703","BEA_API"
1935,4,"Residential",0,"m1gtotl1sa00","6","FAAt703","BEA_API"
1936,4,"Residential",1,"m1gtotl1sa00","6","FAAt703","BEA_API"
1937,4,"Residential",2,"m1gtotl1sa00","6","FAAt703","BEA_API"
1938,4,"Residential",3,"m1gtotl1sa00","6","FAAt703","BEA_API"
1939,4,"Residential",4,"m1gtotl1sa00","6","FAAt703","BEA_API"
1940,4,"Residential",6,"m1gtotl1sa00","6","FAAt703","BEA_API"
1941,4,"Residential",10,"m1gtotl1sa00","6","FAAt703","BEA_API"
1942,4,"Residential",19,"m1gtotl1sa00","6","FAAt703","BEA_API"
1943,4,"Residential",29,"m1gtotl1sa00","6","FAAt703","BEA_API"
1944,4,"Residential",37,"m1gtotl1sa00","6","FAAt703","BEA_API"
1945,4,"Residential",40,"m1gtotl1sa00","6","FAAt703","BEA_API"
1946,4,"Residential",45,"m1gtotl1sa00","6","FAAt703","BEA_API"
1947,4,"Residential",66,"m1gtotl1sa00","6","FAAt703","BEA_API"
1948,4,"Residential",69,"m1gtotl1sa00","6","FAAt703","BEA_API"
1949,4,"Residential",71,"m1gtotl1sa00","6","FAAt703","BEA_API"
1950,4,"Residential",77,"m1gtotl1sa00","6","FAAt703","BEA_API"
1951,4,"Residential",90,"m1gtotl1sa00","6","FAAt703","BEA_API"
1952,4,"Residential",99,"m1gtotl1sa00","6","FAAt703","BEA_API"
1953,4,"Residential",105,"m1gtotl1sa00","6","FAAt703","BEA_API"
1954,4,"Residential",113,"m1gtotl1sa00","6","FAAt703","BEA_API"
1955,4,"Residential",125,"m1gtotl1sa00","6","FAAt703","BEA_API"
1956,4,"Residential",116,"m1gtotl1sa00","6","FAAt703","BEA_API"
1957,4,"Residential",125,"m1gtotl1sa00","6","FAAt703","BEA_API"
1958,4,"Residential",134,"m1gtotl1sa00","6","FAAt703","BEA_API"
1959,4,"Residential",145,"m1gtotl1sa00","6","FAAt703","BEA_API"
1960,4,"Residential",156,"m1gtotl1sa00","6","FAAt703","BEA_API"
1961,4,"Residential",166,"m1gtotl1sa00","6","FAAt703","BEA_API"
1962,4,"Residential",178,"m1gtotl1sa00","6","FAAt703","BEA_API"
1963,4,"Residential",186,"m1gtotl1sa00","6","FAAt703","BEA_API"
1964,4,"Residential",193,"m1gtotl1sa00","6","FAAt703","BEA_API"
1965,4,"Residential",203,"m1gtotl1sa00","6","FAAt703","BEA_API"
1966,4,"Residential",218,"m1gtotl1sa00","6","FAAt703","BEA_API"
1967,4,"Residential",226,"m1gtotl1sa00","6","FAAt703","BEA_API"
