"year","line_number","line_desc","value","series_code","unit","table_name","source"
1925,1,"Private nonresidential fixed assets",9.5,"kcntotl1es00","0","FAAt402","BEA_API"
1926,1,"Private nonresidential fixed assets",9.814,"kcntotl1es00","0","FAAt402","BEA_API"
1927,1,"Private nonresidential fixed assets",10.083,"kcntotl1es00","0","FAAt402","BEA_API"
1928,1,"Private nonresidential fixed assets",10.353,"kcntotl1es00","0","FAAt402","BEA_API"
1929,1,"Private nonresidential fixed assets",10.683,"kcntotl1es00","0","FAAt402","BEA_API"
1930,1,"Private nonresidential fixed assets",10.876,"kcntotl1es00","0","FAAt402","BEA_API"
1931,1,"Private nonresidential fixed assets",10.833,"kcntotl1es00","0","FAAt402","BEA_API"
1932,1,"Private nonresidential fixed assets",10.624,"kcntotl1es00","0","FAAt402","BEA_API"
1933,1,"Private nonresidential fixed assets",10.402,"kcntotl1es00","0","FAAt402","BEA_API"
1934,1,"Private nonresidential fixed assets",10.261,"kcntotl1es00","0","FAAt402","BEA_API"
1935,1,"Private nonresidential fixed assets",10.2,"kcntotl1es00","0","FAAt402","BEA_API"
1936,1,"Private nonresidential fixed assets",10.264,"kcntotl1es00","0","FAAt402","BEA_API"
1937,1,"Private nonresidential fixed assets",10.413,"kcntotl1es00","0","FAAt402","BEA_API"
1938,1,"Private nonresidential fixed assets",10.411,"kcntotl1es00","0","FAAt402","BEA_API"
1939,1,"Private nonresidential fixed assets",10.449,"kcntotl1es00","0","FAAt402","BEA_API"
1940,1,"Private nonresidential fixed assets",10.583,"kcntotl1es00","0","FAAt402","BEA_API"
1941,1,"Private nonresidential fixed assets",10.798,"kcntotl1es00","0","FAAt402","BEA_API"
1942,1,"Private nonresidential fixed assets",10.741,"kcntotl1es00","0","FAAt402","BEA_API"
1943,1,"Private nonresidential fixed assets",10.61,"kcntotl1es00","0","FAAt402","BEA_API"
1944,1,"Private nonresidential fixed assets",10.593,"kcntotl1es00","0","FAAt402","BEA_API"
1945,1,"Private nonresidential fixed assets",10.771,"kcntotl1es00","0","FAAt402","BEA_API"
1946,1,"Private nonresidential fixed assets",11.194,"kcntotl1es00","0","FAAt402","BEA_API"
1947,1,"Private nonresidential fixed assets",11.713,"kcntotl1es00","0","FAAt402","BEA_API"
1948,1,"Private nonresidential fixed assets",12.237,"kcntotl1es00","0","FAAt402","BEA_API"
1949,1,"Private nonresidential fixed assets",12.616,"kcntotl1es00","0","FAAt402","BEA_API"
1950,1,"Private nonresidential fixed assets",13.058,"kcntotl1es00","0","FAAt402","BEA_API"
1951,1,"Private nonresidential fixed assets",13.512,"kcntotl1es00","0","FAAt402","BEA_API"
1952,1,"Private nonresidential fixed assets",13.934,"kcntotl1es00","0","FAAt402","BEA_API"
1953,1,"Private nonresidential fixed assets",14.431,"kcntotl1es00","0","FAAt402","BEA_API"
1954,1,"Private nonresidential fixed assets",14.862,"kcntotl1es00","0","FAAt402","BEA_API"
1955,1,"Private nonresidential fixed assets",15.391,"kcntotl1es00","0","FAAt402","BEA_API"
1956,1,"Private nonresidential fixed assets",15.987,"kcntotl1es00","0","FAAt402","BEA_API"
