"year","line_number","line_desc","value","table_label","table_name","source"
1925,1,"Private nonresidential fixed assets",90421,"private_net_hist","FAAt403","API"
1926,1,"Private nonresidential fixed assets",95165,"private_net_hist","FAAt403","API"
1927,1,"Private nonresidential fixed assets",99401,"private_net_hist","FAAt403","API"
1928,1,"Private nonresidential fixed assets",103608,"private_net_hist","FAAt403","API"
1929,1,"Private nonresidential fixed assets",108499,"private_net_hist","FAAt403","API"
1930,1,"Private nonresidential fixed assets",111183,"private_net_hist","FAAt403","API"
1931,1,"Private nonresidential fixed assets",110625,"private_net_hist","FAAt403","API"
1932,1,"Private nonresidential fixed assets",107956,"private_net_hist","FAAt403","API"
1933,1,"Private nonresidential fixed assets",105176,"private_net_hist","FAAt403","API"
1934,1,"Private nonresidential fixed assets",103470,"private_net_hist","FAAt403","API"
1935,1,"Private nonresidential fixed assets",102746,"private_net_hist","FAAt403","API"
1936,1,"Private nonresidential fixed assets",103470,"private_net_hist","FAAt403","API"
1937,1,"Private nonresidential fixed assets",105779,"private_net_hist","FAAt403","API"
1938,1,"Private nonresidential fixed assets",106304,"private_net_hist","FAAt403","API"
1939,1,"Private nonresidential fixed assets",107237,"private_net_hist","FAAt403","API"
1940,1,"Private nonresidential fixed assets",109487,"private_net_hist","FAAt403","API"
1941,1,"Private nonresidential fixed assets",113320,"private_net_hist","FAAt403","API"
1942,1,"Private nonresidential fixed assets",114274,"private_net_hist","FAAt403","API"
1943,1,"Private nonresidential fixed assets",114322,"private_net_hist","FAAt403","API"
1944,1,"Private nonresidential fixed assets",116230,"private_net_hist","FAAt403","API"
1945,1,"Private nonresidential fixed assets",121204,"private_net_hist","FAAt403","API"
1946,1,"Private nonresidential fixed assets",131622,"private_net_hist","FAAt403","API"
1947,1,"Private nonresidential fixed assets",146862,"private_net_hist","FAAt403","API"
1948,1,"Private nonresidential fixed assets",164125,"private_net_hist","FAAt403","API"
1949,1,"Private nonresidential fixed assets",178076,"private_net_hist","FAAt403","API"
1950,1,"Private nonresidential fixed assets",193704,"private_net_hist","FAAt403","API"
1951,1,"Private nonresidential fixed assets",212059,"private_net_hist","FAAt403","API"
1952,1,"Private nonresidential fixed assets",229792,"private_net_hist","FAAt403","API"
1953,1,"Private nonresidential fixed assets",249752,"private_net_hist","FAAt403","API"
1954,1,"Private nonresidential fixed assets",267596,"private_net_hist","FAAt403","API"
1955,1,"Private nonresidential fixed assets",288413,"private_net_hist","FAAt403","API"
1956,1,"Private nonresidential fixed assets",313850,"private_net_hist","FAAt403","API"
1957,1,"Private nonresidential fixed assets",340648,"private_net_hist","FAAt403","API"
1958,1,"Private nonresidential fixed assets",360943,"private_net_hist","FAAt403","API"
1959,1,"Private nonresidential fixed assets",383688,"private_net_hist","FAAt403","API"
1960,1,"Private nonresidential fixed assets",408286,"private_net_hist","FAAt403","API"
1961,1,"Private nonresidential fixed assets",431435,"private_net_hist","FAAt403","API"
1962,1,"Private nonresidential fixed assets",457433,"private_net_hist","FAAt403","API"
1963,1,"Private nonresidential fixed assets",484570,"private_net_hist","FAAt403","API"
1964,1,"Private nonresidential fixed assets",516732,"private_net_hist","FAAt403","API"
1965,1,"Private nonresidential fixed assets",558478,"private_net_hist","FAAt403","API"
1966,1,"Private nonresidential fixed assets",607581,"private_net_hist","FAAt403","API"
1967,1,"Private nonresidential fixed assets",654390,"private_net_hist","FAAt403","API"
1968,1,"Private nonresidential fixed assets",705118,"private_net_hist","FAAt403","API"
1969,1,"Private nonresidential fixed assets",763101,"private_net_hist","FAAt403","API"
1970,1,"Private nonresidential fixed assets",819912,"private_net_hist","FAAt403","API"
1971,1,"Private nonresidential fixed assets",877179,"private_net_hist","FAAt403","API"
1972,1,"Private nonresidential fixed assets",944524,"private_net_hist","FAAt403","API"
1973,1,"Private nonresidential fixed assets",1030332,"private_net_hist","FAAt403","API"
1974,1,"Private nonresidential fixed assets",1126252,"private_net_hist","FAAt403","API"
1975,1,"Private nonresidential fixed assets",1219268,"private_net_hist","FAAt403","API"
1976,1,"Private nonresidential fixed assets",1324257,"private_net_hist","FAAt403","API"
1977,1,"Private nonresidential fixed assets",1455475,"private_net_hist","FAAt403","API"
1978,1,"Private nonresidential fixed assets",1625482,"private_net_hist","FAAt403","API"
1979,1,"Private nonresidential fixed assets",1835435,"private_net_hist","FAAt403","API"
1980,1,"Private nonresidential fixed assets",2056113,"private_net_hist","FAAt403","API"
1981,1,"Private nonresidential fixed assets",2318733,"private_net_hist","FAAt403","API"
1982,1,"Private nonresidential fixed assets",2564330,"private_net_hist","FAAt403","API"
1983,1,"Private nonresidential fixed assets",2783327,"private_net_hist","FAAt403","API"
1984,1,"Private nonresidential fixed assets",3059681,"private_net_hist","FAAt403","API"
1985,1,"Private nonresidential fixed assets",3349600,"private_net_hist","FAAt403","API"
1986,1,"Private nonresidential fixed assets",3605008,"private_net_hist","FAAt403","API"
1987,1,"Private nonresidential fixed assets",3845387,"private_net_hist","FAAt403","API"
1988,1,"Private nonresidential fixed assets",4105270,"private_net_hist","FAAt403","API"
1989,1,"Private nonresidential fixed assets",4385237,"private_net_hist","FAAt403","API"
1990,1,"Private nonresidential fixed assets",4664928,"private_net_hist","FAAt403","API"
1991,1,"Private nonresidential fixed assets",4900459,"private_net_hist","FAAt403","API"
1992,1,"Private nonresidential fixed assets",5123578,"private_net_hist","FAAt403","API"
1993,1,"Private nonresidential fixed assets",5384861,"private_net_hist","FAAt403","API"
1994,1,"Private nonresidential fixed assets",5677083,"private_net_hist","FAAt403","API"
1995,1,"Private nonresidential fixed assets",6030256,"private_net_hist","FAAt403","API"
1996,1,"Private nonresidential fixed assets",6422089,"private_net_hist","FAAt403","API"
1997,1,"Private nonresidential fixed assets",6861328,"private_net_hist","FAAt403","API"
1998,1,"Private nonresidential fixed assets",7341302,"private_net_hist","FAAt403","API"
1999,1,"Private nonresidential fixed assets",7858995,"private_net_hist","FAAt403","API"
2000,1,"Private nonresidential fixed assets",8431662,"private_net_hist","FAAt403","API"
2001,1,"Private nonresidential fixed assets",8889266,"private_net_hist","FAAt403","API"
2002,1,"Private nonresidential fixed assets",9210726,"private_net_hist","FAAt403","API"
2003,1,"Private nonresidential fixed assets",9523386,"private_net_hist","FAAt403","API"
2004,1,"Private nonresidential fixed assets",9887567,"private_net_hist","FAAt403","API"
2005,1,"Private nonresidential fixed assets",10351674,"private_net_hist","FAAt403","API"
2006,1,"Private nonresidential fixed assets",10947741,"private_net_hist","FAAt403","API"
2007,1,"Private nonresidential fixed assets",11628881,"private_net_hist","FAAt403","API"
2008,1,"Private nonresidential fixed assets",12289982,"private_net_hist","FAAt403","API"
2009,1,"Private nonresidential fixed assets",12609693,"private_net_hist","FAAt403","API"
2010,1,"Private nonresidential fixed assets",12968205,"private_net_hist","FAAt403","API"
2011,1,"Private nonresidential fixed assets",13455074,"private_net_hist","FAAt403","API"
2012,1,"Private nonresidential fixed assets",14062448,"private_net_hist","FAAt403","API"
2013,1,"Private nonresidential fixed assets",14706755,"private_net_hist","FAAt403","API"
2014,1,"Private nonresidential fixed assets",15465387,"private_net_hist","FAAt403","API"
2015,1,"Private nonresidential fixed assets",16201179,"private_net_hist","FAAt403","API"
2016,1,"Private nonresidential fixed assets",16865012,"private_net_hist","FAAt403","API"
2017,1,"Private nonresidential fixed assets",17560090,"private_net_hist","FAAt403","API"
2018,1,"Private nonresidential fixed assets",18361236,"private_net_hist","FAAt403","API"
2019,1,"Private nonresidential fixed assets",19193230,"private_net_hist","FAAt403","API"
2020,1,"Private nonresidential fixed assets",19809114,"private_net_hist","FAAt403","API"
2021,1,"Private nonresidential fixed assets",20537021,"private_net_hist","FAAt403","API"
2022,1,"Private nonresidential fixed assets",21544553,"private_net_hist","FAAt403","API"
2023,1,"Private nonresidential fixed assets",22772093,"private_net_hist","FAAt403","API"
2024,1,"Private nonresidential fixed assets",24004722,"private_net_hist","FAAt403","API"
1925,2,"Equipment",31275,"private_net_hist","FAAt403","API"
1926,2,"Equipment",32167,"private_net_hist","FAAt403","API"
1927,2,"Equipment",32641,"private_net_hist","FAAt403","API"
1928,2,"Equipment",33260,"private_net_hist","FAAt403","API"
1929,2,"Equipment",34262,"private_net_hist","FAAt403","API"
1930,2,"Equipment",34136,"private_net_hist","FAAt403","API"
1931,2,"Equipment",32720,"private_net_hist","FAAt403","API"
1932,2,"Equipment",30525,"private_net_hist","FAAt403","API"
1933,2,"Equipment",28525,"private_net_hist","FAAt403","API"
1934,2,"Equipment",27361,"private_net_hist","FAAt403","API"
1935,2,"Equipment",26909,"private_net_hist","FAAt403","API"
1936,2,"Equipment",27390,"private_net_hist","FAAt403","API"
1937,2,"Equipment",28666,"private_net_hist","FAAt403","API"
1938,2,"Equipment",28690,"private_net_hist","FAAt403","API"
1939,2,"Equipment",29062,"private_net_hist","FAAt403","API"
1940,2,"Equipment",30449,"private_net_hist","FAAt403","API"
1941,2,"Equipment",32682,"private_net_hist","FAAt403","API"
1942,2,"Equipment",32991,"private_net_hist","FAAt403","API"
1943,2,"Equipment",32981,"private_net_hist","FAAt403","API"
1944,2,"Equipment",34203,"private_net_hist","FAAt403","API"
1945,2,"Equipment",37414,"private_net_hist","FAAt403","API"
1946,2,"Equipment",42515,"private_net_hist","FAAt403","API"
1947,2,"Equipment",51666,"private_net_hist","FAAt403","API"
1948,2,"Equipment",61254,"private_net_hist","FAAt403","API"
1949,2,"Equipment",68120,"private_net_hist","FAAt403","API"
1950,2,"Equipment",75921,"private_net_hist","FAAt403","API"
1951,2,"Equipment",84681,"private_net_hist","FAAt403","API"
1952,2,"Equipment",92358,"private_net_hist","FAAt403","API"
1953,2,"Equipment",100791,"private_net_hist","FAAt403","API"
1954,2,"Equipment",107206,"private_net_hist","FAAt403","API"
1955,2,"Equipment",115576,"private_net_hist","FAAt403","API"
1956,2,"Equipment",125237,"private_net_hist","FAAt403","API"
1957,2,"Equipment",136007,"private_net_hist","FAAt403","API"
1958,2,"Equipment",142184,"private_net_hist","FAAt403","API"
1959,2,"Equipment",150267,"private_net_hist","FAAt403","API"
1960,2,"Equipment",159140,"private_net_hist","FAAt403","API"
1961,2,"Equipment",166423,"private_net_hist","FAAt403","API"
1962,2,"Equipment",175914,"private_net_hist","FAAt403","API"
1963,2,"Equipment",186439,"private_net_hist","FAAt403","API"
1964,2,"Equipment",199895,"private_net_hist","FAAt403","API"
1965,2,"Equipment",218377,"private_net_hist","FAAt403","API"
1966,2,"Equipment",241461,"private_net_hist","FAAt403","API"
1967,2,"Equipment",262288,"private_net_hist","FAAt403","API"
1968,2,"Equipment",285206,"private_net_hist","FAAt403","API"
1969,2,"Equipment",311494,"private_net_hist","FAAt403","API"
1970,2,"Equipment",335549,"private_net_hist","FAAt403","API"
1971,2,"Equipment",358949,"private_net_hist","FAAt403","API"
1972,2,"Equipment",388167,"private_net_hist","FAAt403","API"
1973,2,"Equipment",429000,"private_net_hist","FAAt403","API"
1974,2,"Equipment",474371,"private_net_hist","FAAt403","API"
1975,2,"Equipment",516627,"private_net_hist","FAAt403","API"
1976,2,"Equipment",566557,"private_net_hist","FAAt403","API"
1977,2,"Equipment",634730,"private_net_hist","FAAt403","API"
1978,2,"Equipment",723744,"private_net_hist","FAAt403","API"
1979,2,"Equipment",828338,"private_net_hist","FAAt403","API"
1980,2,"Equipment",926778,"private_net_hist","FAAt403","API"
1981,2,"Equipment",1036273,"private_net_hist","FAAt403","API"
1982,2,"Equipment",1122201,"private_net_hist","FAAt403","API"
1983,2,"Equipment",1205832,"private_net_hist","FAAt403","API"
1984,2,"Equipment",1318889,"private_net_hist","FAAt403","API"
1985,2,"Equipment",1426541,"private_net_hist","FAAt403","API"
1986,2,"Equipment",1523454,"private_net_hist","FAAt403","API"
1987,2,"Equipment",1608762,"private_net_hist","FAAt403","API"
1988,2,"Equipment",1707798,"private_net_hist","FAAt403","API"
1989,2,"Equipment",1814631,"private_net_hist","FAAt403","API"
1990,2,"Equipment",1907735,"private_net_hist","FAAt403","API"
1991,2,"Equipment",1981655,"private_net_hist","FAAt403","API"
1992,2,"Equipment",2064223,"private_net_hist","FAAt403","API"
1993,2,"Equipment",2179951,"private_net_hist","FAAt403","API"
1994,2,"Equipment",2326957,"private_net_hist","FAAt403","API"
1995,2,"Equipment",2501775,"private_net_hist","FAAt403","API"
1996,2,"Equipment",2685523,"private_net_hist","FAAt403","API"
1997,2,"Equipment",2881809,"private_net_hist","FAAt403","API"
1998,2,"Equipment",3093235,"private_net_hist","FAAt403","API"
1999,2,"Equipment",3320560,"private_net_hist","FAAt403","API"
2000,2,"Equipment",3560473,"private_net_hist","FAAt403","API"
2001,2,"Equipment",3711166,"private_net_hist","FAAt403","API"
2002,2,"Equipment",3801562,"private_net_hist","FAAt403","API"
2003,2,"Equipment",3890942,"private_net_hist","FAAt403","API"
2004,2,"Equipment",4017133,"private_net_hist","FAAt403","API"
2005,2,"Equipment",4192813,"private_net_hist","FAAt403","API"
2006,2,"Equipment",4418937,"private_net_hist","FAAt403","API"
2007,2,"Equipment",4646582,"private_net_hist","FAAt403","API"
2008,2,"Equipment",4809682,"private_net_hist","FAAt403","API"
2009,2,"Equipment",4788250,"private_net_hist","FAAt403","API"
2010,2,"Equipment",4886183,"private_net_hist","FAAt403","API"
2011,2,"Equipment",5069920,"private_net_hist","FAAt403","API"
2012,2,"Equipment",5313655,"private_net_hist","FAAt403","API"
2013,2,"Equipment",5578765,"private_net_hist","FAAt403","API"
2014,2,"Equipment",5875448,"private_net_hist","FAAt403","API"
2015,2,"Equipment",6155915,"private_net_hist","FAAt403","API"
2016,2,"Equipment",6372932,"private_net_hist","FAAt403","API"
2017,2,"Equipment",6596975,"private_net_hist","FAAt403","API"
2018,2,"Equipment",6855438,"private_net_hist","FAAt403","API"
2019,2,"Equipment",7090470,"private_net_hist","FAAt403","API"
2020,2,"Equipment",7176419,"private_net_hist","FAAt403","API"
2021,2,"Equipment",7334550,"private_net_hist","FAAt403","API"
2022,2,"Equipment",7571571,"private_net_hist","FAAt403","API"
2023,2,"Equipment",7869847,"private_net_hist","FAAt403","API"
2024,2,"Equipment",8197678,"private_net_hist","FAAt403","API"
1925,3,"Structures",57309,"private_net_hist","FAAt403","API"
1926,3,"Structures",61056,"private_net_hist","FAAt403","API"
1927,3,"Structures",64695,"private_net_hist","FAAt403","API"
1928,3,"Structures",68119,"private_net_hist","FAAt403","API"
1929,3,"Structures",71778,"private_net_hist","FAAt403","API"
1930,3,"Structures",74404,"private_net_hist","FAAt403","API"
1931,3,"Structures",75153,"private_net_hist","FAAt403","API"
1932,3,"Structures",74635,"private_net_hist","FAAt403","API"
1933,3,"Structures",73824,"private_net_hist","FAAt403","API"
1934,3,"Structures",73183,"private_net_hist","FAAt403","API"
1935,3,"Structures",72764,"private_net_hist","FAAt403","API"
1936,3,"Structures",72799,"private_net_hist","FAAt403","API"
1937,3,"Structures",73591,"private_net_hist","FAAt403","API"
1938,3,"Structures",73832,"private_net_hist","FAAt403","API"
1939,3,"Structures",74150,"private_net_hist","FAAt403","API"
1940,3,"Structures",74761,"private_net_hist","FAAt403","API"
1941,3,"Structures",75863,"private_net_hist","FAAt403","API"
1942,3,"Structures",76028,"private_net_hist","FAAt403","API"
