"year","line_number","line_desc","value","table_label","table_name","source"
1925,1,"Private nonresidential fixed assets",11004,"private_inv","FAAt407","API"
1926,1,"Private nonresidential fixed assets",11087,"private_inv","FAAt407","API"
1927,1,"Private nonresidential fixed assets",10708,"private_inv","FAAt407","API"
1928,1,"Private nonresidential fixed assets",10855,"private_inv","FAAt407","API"
1929,1,"Private nonresidential fixed assets",11764,"private_inv","FAAt407","API"
1930,1,"Private nonresidential fixed assets",9686,"private_inv","FAAt407","API"
1931,1,"Private nonresidential fixed assets",6329,"private_inv","FAAt407","API"
1932,1,"Private nonresidential fixed assets",3889,"private_inv","FAAt407","API"
1933,1,"Private nonresidential fixed assets",3451,"private_inv","FAAt407","API"
1934,1,"Private nonresidential fixed assets",4265,"private_inv","FAAt407","API"
1935,1,"Private nonresidential fixed assets",5177,"private_inv","FAAt407","API"
1936,1,"Private nonresidential fixed assets",6655,"private_inv","FAAt407","API"
1937,1,"Private nonresidential fixed assets",8441,"private_inv","FAAt407","API"
1938,1,"Private nonresidential fixed assets",6760,"private_inv","FAAt407","API"
1939,1,"Private nonresidential fixed assets",7239,"private_inv","FAAt407","API"
1940,1,"Private nonresidential fixed assets",8733,"private_inv","FAAt407","API"
1941,1,"Private nonresidential fixed assets",10668,"private_inv","FAAt407","API"
1942,1,"Private nonresidential fixed assets",8014,"private_inv","FAAt407","API"
1943,1,"Private nonresidential fixed assets",7096,"private_inv","FAAt407","API"
1944,1,"Private nonresidential fixed assets",9052,"private_inv","FAAt407","API"
1945,1,"Private nonresidential fixed assets",12480,"private_inv","FAAt407","API"
1946,1,"Private nonresidential fixed assets",18765,"private_inv","FAAt407","API"
1947,1,"Private nonresidential fixed assets",25006,"private_inv","FAAt407","API"
1948,1,"Private nonresidential fixed assets",28694,"private_inv","FAAt407","API"
1949,1,"Private nonresidential fixed assets",26884,"private_inv","FAAt407","API"
1950,1,"Private nonresidential fixed assets",29983,"private_inv","FAAt407","API"
1951,1,"Private nonresidential fixed assets",34198,"private_inv","FAAt407","API"
1952,1,"Private nonresidential fixed assets",34956,"private_inv","FAAt407","API"
1953,1,"Private nonresidential fixed assets",38790,"private_inv","FAAt407","API"
1954,1,"Private nonresidential fixed assets",38287,"private_inv","FAAt407","API"
1955,1,"Private nonresidential fixed assets",42918,"private_inv","FAAt407","API"
1956,1,"Private nonresidential fixed assets",49403,"private_inv","FAAt407","API"
1957,1,"Private nonresidential fixed assets",52829,"private_inv","FAAt407","API"
1958,1,"Private nonresidential fixed assets",48725,"private_inv","FAAt407","API"
1959,1,"Private nonresidential fixed assets",52711,"private_inv","FAAt407","API"
1960,1,"Private nonresidential fixed assets",55919,"private_inv","FAAt407","API"
1961,1,"Private nonresidential fixed assets",56254,"private_inv","FAAt407","API"
1962,1,"Private nonresidential fixed assets",61050,"private_inv","FAAt407","API"
1963,1,"Private nonresidential fixed assets",64474,"private_inv","FAAt407","API"
1964,1,"Private nonresidential fixed assets",72026,"private_inv","FAAt407","API"
1965,1,"Private nonresidential fixed assets",84961,"private_inv","FAAt407","API"
1966,1,"Private nonresidential fixed assets",96447,"private_inv","FAAt407","API"
1967,1,"Private nonresidential fixed assets",98403,"private_inv","FAAt407","API"
1968,1,"Private nonresidential fixed assets",106734,"private_inv","FAAt407","API"
1969,1,"Private nonresidential fixed assets",119085,"private_inv","FAAt407","API"
1970,1,"Private nonresidential fixed assets",122990,"private_inv","FAAt407","API"
1971,1,"Private nonresidential fixed assets",128477,"private_inv","FAAt407","API"
1972,1,"Private nonresidential fixed assets",144921,"private_inv","FAAt407","API"
1973,1,"Private nonresidential fixed assets",171223,"private_inv","FAAt407","API"
1974,1,"Private nonresidential fixed assets",189714,"private_inv","FAAt407","API"
1975,1,"Private nonresidential fixed assets",195460,"private_inv","FAAt407","API"
1976,1,"Private nonresidential fixed assets",217302,"private_inv","FAAt407","API"
1977,1,"Private nonresidential fixed assets",256293,"private_inv","FAAt407","API"
1978,1,"Private nonresidential fixed assets",310816,"private_inv","FAAt407","API"
1979,1,"Private nonresidential fixed assets",370541,"private_inv","FAAt407","API"
1980,1,"Private nonresidential fixed assets",402333,"private_inv","FAAt407","API"
1981,1,"Private nonresidential fixed assets",467588,"private_inv","FAAt407","API"
1982,1,"Private nonresidential fixed assets",477163,"private_inv","FAAt407","API"
1983,1,"Private nonresidential fixed assets",474259,"private_inv","FAAt407","API"
1984,1,"Private nonresidential fixed assets",557533,"private_inv","FAAt407","API"
1985,1,"Private nonresidential fixed assets",602351,"private_inv","FAAt407","API"
1986,1,"Private nonresidential fixed assets",595823,"private_inv","FAAt407","API"
1987,1,"Private nonresidential fixed assets",608068,"private_inv","FAAt407","API"
1988,1,"Private nonresidential fixed assets",654415,"private_inv","FAAt407","API"
1989,1,"Private nonresidential fixed assets",705835,"private_inv","FAAt407","API"
1990,1,"Private nonresidential fixed assets",732337,"private_inv","FAAt407","API"
1991,1,"Private nonresidential fixed assets",713719,"private_inv","FAAt407","API"
1992,1,"Private nonresidential fixed assets",728463,"private_inv","FAAt407","API"
1993,1,"Private nonresidential fixed assets",792520,"private_inv","FAAt407","API"
1994,1,"Private nonresidential fixed assets",860401,"private_inv","FAAt407","API"
1995,1,"Private nonresidential fixed assets",957201,"private_inv","FAAt407","API"
1996,1,"Private nonresidential fixed assets",1041622,"private_inv","FAAt407","API"
1997,1,"Private nonresidential fixed assets",1142792,"private_inv","FAAt407","API"
1998,1,"Private nonresidential fixed assets",1245206,"private_inv","FAAt407","API"
1999,1,"Private nonresidential fixed assets",1352013,"private_inv","FAAt407","API"
2000,1,"Private nonresidential fixed assets",1478812,"private_inv","FAAt407","API"
2001,1,"Private nonresidential fixed assets",1437433,"private_inv","FAAt407","API"
2002,1,"Private nonresidential fixed assets",1327867,"private_inv","FAAt407","API"
2003,1,"Private nonresidential fixed assets",1349072,"private_inv","FAAt407","API"
2004,1,"Private nonresidential fixed assets",1444006,"private_inv","FAAt407","API"
2005,1,"Private nonresidential fixed assets",1598160,"private_inv","FAAt407","API"
2006,1,"Private nonresidential fixed assets",1770765,"private_inv","FAAt407","API"
2007,1,"Private nonresidential fixed assets",1923838,"private_inv","FAAt407","API"
2008,1,"Private nonresidential fixed assets",1972388,"private_inv","FAAt407","API"
2009,1,"Private nonresidential fixed assets",1664278,"private_inv","FAAt407","API"
2010,1,"Private nonresidential fixed assets",1727227,"private_inv","FAAt407","API"
2011,1,"Private nonresidential fixed assets",1901232,"private_inv","FAAt407","API"
2012,1,"Private nonresidential fixed assets",2097104,"private_inv","FAAt407","API"
2013,1,"Private nonresidential fixed assets",2203272,"private_inv","FAAt407","API"
2014,1,"Private nonresidential fixed assets",2402466,"private_inv","FAAt407","API"
2015,1,"Private nonresidential fixed assets",2466889,"private_inv","FAAt407","API"
2016,1,"Private nonresidential fixed assets",2478452,"private_inv","FAAt407","API"
2017,1,"Private nonresidential fixed assets",2611198,"private_inv","FAAt407","API"
2018,1,"Private nonresidential fixed assets",2804932,"private_inv","FAAt407","API"
2019,1,"Private nonresidential fixed assets",2936002,"private_inv","FAAt407","API"
2020,1,"Private nonresidential fixed assets",2810718,"private_inv","FAAt407","API"
2021,1,"Private nonresidential fixed assets",3036332,"private_inv","FAAt407","API"
2022,1,"Private nonresidential fixed assets",3427453,"private_inv","FAAt407","API"
2023,1,"Private nonresidential fixed assets",3788323,"private_inv","FAAt407","API"
2024,1,"Private nonresidential fixed assets",3959844,"private_inv","FAAt407","API"
1925,2,"Equipment",6113,"private_inv","FAAt407","API"
1926,2,"Equipment",5416,"private_inv","FAAt407","API"
1927,2,"Equipment",5010,"private_inv","FAAt407","API"
1928,2,"Equipment",5216,"private_inv","FAAt407","API"
1929,2,"Equipment",5699,"private_inv","FAAt407","API"
1930,2,"Equipment",4591,"private_inv","FAAt407","API"
1931,2,"Equipment",3125,"private_inv","FAAt407","API"
1932,2,"Equipment",2009,"private_inv","FAAt407","API"
1933,2,"Equipment",1896,"private_inv","FAAt407","API"
1934,2,"Equipment",2485,"private_inv","FAAt407","API"
1935,2,"Equipment",3125,"private_inv","FAAt407","API"
1936,2,"Equipment",4069,"private_inv","FAAt407","API"
1937,2,"Equipment",5021,"private_inv","FAAt407","API"
1938,2,"Equipment",3820,"private_inv","FAAt407","API"
1939,2,"Equipment",4192,"private_inv","FAAt407","API"
1940,2,"Equipment",5329,"private_inv","FAAt407","API"
1941,2,"Equipment",6432,"private_inv","FAAt407","API"
1942,2,"Equipment",4627,"private_inv","FAAt407","API"
1943,2,"Equipment",4228,"private_inv","FAAt407","API"
1944,2,"Equipment",5498,"private_inv","FAAt407","API"
1945,2,"Equipment",7759,"private_inv","FAAt407","API"
1946,2,"Equipment",10311,"private_inv","FAAt407","API"
1947,2,"Equipment",15493,"private_inv","FAAt407","API"
1948,2,"Equipment",17277,"private_inv","FAAt407","API"
1949,2,"Equipment",15753,"private_inv","FAAt407","API"
1950,2,"Equipment",17814,"private_inv","FAAt407","API"
1951,2,"Equipment",19897,"private_inv","FAAt407","API"
1952,2,"Equipment",19747,"private_inv","FAAt407","API"
1953,2,"Equipment",21564,"private_inv","FAAt407","API"
1954,2,"Equipment",20567,"private_inv","FAAt407","API"
1955,2,"Equipment",23580,"private_inv","FAAt407","API"
1956,2,"Equipment",25996,"private_inv","FAAt407","API"
1957,2,"Equipment",28331,"private_inv","FAAt407","API"
1958,2,"Equipment",25335,"private_inv","FAAt407","API"
1959,2,"Equipment",27985,"private_inv","FAAt407","API"
1960,2,"Equipment",29288,"private_inv","FAAt407","API"
1961,2,"Equipment",28599,"private_inv","FAAt407","API"
1962,2,"Equipment",31853,"private_inv","FAAt407","API"
1963,2,"Equipment",34235,"private_inv","FAAt407","API"
1964,2,"Equipment",38696,"private_inv","FAAt407","API"
1965,2,"Equipment",45935,"private_inv","FAAt407","API"
1966,2,"Equipment",53268,"private_inv","FAAt407","API"
1967,2,"Equipment",53714,"private_inv","FAAt407","API"
1968,2,"Equipment",58600,"private_inv","FAAt407","API"
1969,2,"Equipment",65238,"private_inv","FAAt407","API"
1970,2,"Equipment",66100,"private_inv","FAAt407","API"
1971,2,"Equipment",68536,"private_inv","FAAt407","API"
1972,2,"Equipment",78439,"private_inv","FAAt407","API"
1973,2,"Equipment",95153,"private_inv","FAAt407","API"
1974,2,"Equipment",105454,"private_inv","FAAt407","API"
1975,2,"Equipment",107941,"private_inv","FAAt407","API"
1976,2,"Equipment",122104,"private_inv","FAAt407","API"
1977,2,"Equipment",149178,"private_inv","FAAt407","API"
1978,2,"Equipment",181116,"private_inv","FAAt407","API"
1979,2,"Equipment",210145,"private_inv","FAAt407","API"
1980,2,"Equipment",217570,"private_inv","FAAt407","API"
1981,2,"Equipment",242598,"private_inv","FAAt407","API"
1982,2,"Equipment",234653,"private_inv","FAAt407","API"
1983,2,"Equipment",245420,"private_inv","FAAt407","API"
1984,2,"Equipment",289560,"private_inv","FAAt407","API"
1985,2,"Equipment",302532,"private_inv","FAAt407","API"
1986,2,"Equipment",307496,"private_inv","FAAt407","API"
1987,2,"Equipment",311845,"private_inv","FAAt407","API"
1988,2,"Equipment",340554,"private_inv","FAAt407","API"
1989,2,"Equipment",365126,"private_inv","FAAt407","API"
1990,2,"Equipment",363814,"private_inv","FAAt407","API"
1991,2,"Equipment",355029,"private_inv","FAAt407","API"
1992,2,"Equipment",376044,"private_inv","FAAt407","API"
1993,2,"Equipment",422316,"private_inv","FAAt407","API"
1994,2,"Equipment",474450,"private_inv","FAAt407","API"
1995,2,"Equipment",526233,"private_inv","FAAt407","API"
1996,2,"Equipment",563222,"private_inv","FAAt407","API"
1997,2,"Equipment",605739,"private_inv","FAAt407","API"
1998,2,"Equipment",653930,"private_inv","FAAt407","API"
1999,2,"Equipment",705363,"private_inv","FAAt407","API"
2000,2,"Equipment",752822,"private_inv","FAAt407","API"
2001,2,"Equipment",696210,"private_inv","FAAt407","API"
2002,2,"Equipment",643357,"private_inv","FAAt407","API"
2003,2,"Equipment",652420,"private_inv","FAAt407","API"
2004,2,"Equipment",707619,"private_inv","FAAt407","API"
2005,2,"Equipment",781601,"private_inv","FAAt407","API"
2006,2,"Equipment",851427,"private_inv","FAAt407","API"
2007,2,"Equipment",885342,"private_inv","FAAt407","API"
2008,2,"Equipment",846700,"private_inv","FAAt407","API"
2009,2,"Equipment",663194,"private_inv","FAAt407","API"
2010,2,"Equipment",783245,"private_inv","FAAt407","API"
2011,2,"Equipment",887475,"private_inv","FAAt407","API"
2012,2,"Equipment",979964,"private_inv","FAAt407","API"
2013,2,"Equipment",1034579,"private_inv","FAAt407","API"
2014,2,"Equipment",1105951,"private_inv","FAAt407","API"
2015,2,"Equipment",1129999,"private_inv","FAAt407","API"
2016,2,"Equipment",1101221,"private_inv","FAAt407","API"
2017,2,"Equipment",1144481,"private_inv","FAAt407","API"
2018,2,"Equipment",1209343,"private_inv","FAAt407","API"
2019,2,"Equipment",1219071,"private_inv","FAAt407","API"
2020,2,"Equipment",1092244,"private_inv","FAAt407","API"
2021,2,"Equipment",1188781,"private_inv","FAAt407","API"
2022,2,"Equipment",1290196,"private_inv","FAAt407","API"
2023,2,"Equipment",1386896,"private_inv","FAAt407","API"
2024,2,"Equipment",1469045,"private_inv","FAAt407","API"
1925,3,"Structures",4522,"private_inv","FAAt407","API"
1926,3,"Structures",5284,"private_inv","FAAt407","API"
1927,3,"Structures",5276,"private_inv","FAAt407","API"
1928,3,"Structures",5157,"private_inv","FAAt407","API"
1929,3,"Structures",5488,"private_inv","FAAt407","API"
1930,3,"Structures",4539,"private_inv","FAAt407","API"
1931,3,"Structures",2704,"private_inv","FAAt407","API"
1932,3,"Structures",1438,"private_inv","FAAt407","API"
1933,3,"Structures",1127,"private_inv","FAAt407","API"
1934,3,"Structures",1279,"private_inv","FAAt407","API"
1935,3,"Structures",1489,"private_inv","FAAt407","API"
1936,3,"Structures",1942,"private_inv","FAAt407","API"
1937,3,"Structures",2716,"private_inv","FAAt407","API"
1938,3,"Structures",2186,"private_inv","FAAt407","API"
1939,3,"Structures",2276,"private_inv","FAAt407","API"
1940,3,"Structures",2586,"private_inv","FAAt407","API"
1941,3,"Structures",3106,"private_inv","FAAt407","API"
1942,3,"Structures",2191,"private_inv","FAAt407","API"
1943,3,"Structures",1726,"private_inv","FAAt407","API"
1944,3,"Structures",2317,"private_inv","FAAt407","API"
1945,3,"Structures",3289,"private_inv","FAAt407","API"
1946,3,"Structures",6617,"private_inv","FAAt407","API"
1947,3,"Structures",7493,"private_inv","FAAt407","API"
1948,3,"Structures",9343,"private_inv","FAAt407","API"
1949,3,"Structures",9096,"private_inv","FAAt407","API"
1950,3,"Structures",9913,"private_inv","FAAt407","API"
1951,3,"Structures",11947,"private_inv","FAAt407","API"
1952,3,"Structures",12233,"private_inv","FAAt407","API"
1953,3,"Structures",13567,"private_inv","FAAt407","API"
1954,3,"Structures",13840,"private_inv","FAAt407","API"
1955,3,"Structures",15024,"private_inv","FAAt407","API"
1956,3,"Structures",18192,"private_inv","FAAt407","API"
1957,3,"Structures",18926,"private_inv","FAAt407","API"
1958,3,"Structures",17420,"private_inv","FAAt407","API"
1959,3,"Structures",18114,"private_inv","FAAt407","API"
1960,3,"Structures",19508,"private_inv","FAAt407","API"
1961,3,"Structures",19700,"private_inv","FAAt407","API"
1962,3,"Structures",20828,"private_inv","FAAt407","API"
1963,3,"Structures",21031,"private_inv","FAAt407","API"
1964,3,"Structures",23561,"private_inv","FAAt407","API"
1965,3,"Structures",27934,"private_inv","FAAt407","API"
1966,3,"Structures",30423,"private_inv","FAAt407","API"
1967,3,"Structures",30739,"private_inv","FAAt407","API"
1968,3,"Structures",32607,"private_inv","FAAt407","API"
1969,3,"Structures",36751,"private_inv","FAAt407","API"
1970,3,"Structures",39002,"private_inv","FAAt407","API"
1971,3,"Structures",41327,"private_inv","FAAt407","API"
1972,3,"Structures",45976,"private_inv","FAAt407","API"
1973,3,"Structures",53463,"private_inv","FAAt407","API"
1974,3,"Structures",58832,"private_inv","FAAt407","API"
1975,3,"Structures",59813,"private_inv","FAAt407","API"
1976,3,"Structures",63128,"private_inv","FAAt407","API"
1977,3,"Structures",71432,"private_inv","FAAt407","API"
1978,3,"Structures",89511,"private_inv","FAAt407","API"
1979,3,"Structures",112525,"private_inv","FAAt407","API"
1980,3,"Structures",130633,"private_inv","FAAt407","API"
1981,3,"Structures",160478,"private_inv","FAAt407","API"
1982,3,"Structures",170116,"private_inv","FAAt407","API"
1983,3,"Structures",147794,"private_inv","FAAt407","API"
1984,3,"Structures",173242,"private_inv","FAAt407","API"
1985,3,"Structures",194840,"private_inv","FAAt407","API"
1986,3,"Structures",175204,"private_inv","FAAt407","API"
1987,3,"Structures",176107,"private_inv","FAAt407","API"
1988,3,"Structures",181187,"private_inv","FAAt407","API"
1989,3,"Structures",190592,"private_inv","FAAt407","API"
1990,3,"Structures",204097,"private_inv","FAAt407","API"
1991,3,"Structures",179561,"private_inv","FAAt407","API"
1992,3,"Structures",164752,"private_inv","FAAt407","API"
1993,3,"Structures",173292,"private_inv","FAAt407","API"
1994,3,"Structures",180245,"private_inv","FAAt407","API"
1995,3,"Structures",204120,"private_inv","FAAt407","API"
