"year","line_number","line_desc","value","table_label","table_name","source"
1925,1,"Private fixed assets",148065,"private_lf_dep_cc","FAAt603","API"
1926,1,"Private fixed assets",157595,"private_lf_dep_cc","FAAt603","API"
1927,1,"Private fixed assets",166139,"private_lf_dep_cc","FAAt603","API"
1928,1,"Private fixed assets",174194,"private_lf_dep_cc","FAAt603","API"
1929,1,"Private fixed assets",181792,"private_lf_dep_cc","FAAt603","API"
1930,1,"Private fixed assets",185565,"private_lf_dep_cc","FAAt603","API"
1931,1,"Private fixed assets",185521,"private_lf_dep_cc","FAAt603","API"
1932,1,"Private fixed assets",182360,"private_lf_dep_cc","FAAt603","API"
1933,1,"Private fixed assets",178958,"private_lf_dep_cc","FAAt603","API"
1934,1,"Private fixed assets",176961,"private_lf_dep_cc","FAAt603","API"
1935,1,"Private fixed assets",176314,"private_lf_dep_cc","FAAt603","API"
1936,1,"Private fixed assets",177543,"private_lf_dep_cc","FAAt603","API"
1937,1,"Private fixed assets",180693,"private_lf_dep_cc","FAAt603","API"
1938,1,"Private fixed assets",182119,"private_lf_dep_cc","FAAt603","API"
1939,1,"Private fixed assets",184863,"private_lf_dep_cc","FAAt603","API"
1940,1,"Private fixed assets",189408,"private_lf_dep_cc","FAAt603","API"
1941,1,"Private fixed assets",196083,"private_lf_dep_cc","FAAt603","API"
1942,1,"Private fixed assets",198059,"private_lf_dep_cc","FAAt603","API"
1943,1,"Private fixed assets",198404,"private_lf_dep_cc","FAAt603","API"
1944,1,"Private fixed assets",200673,"private_lf_dep_cc","FAAt603","API"
1945,1,"Private fixed assets",206046,"private_lf_dep_cc","FAAt603","API"
1946,1,"Private fixed assets",222943,"private_lf_dep_cc","FAAt603","API"
1947,1,"Private fixed assets",248933,"private_lf_dep_cc","FAAt603","API"
1948,1,"Private fixed assets",280086,"private_lf_dep_cc","FAAt603","API"
1949,1,"Private fixed assets",306704,"private_lf_dep_cc","FAAt603","API"
1950,1,"Private fixed assets",340562,"private_lf_dep_cc","FAAt603","API"
1951,1,"Private fixed assets",374742,"private_lf_dep_cc","FAAt603","API"
1952,1,"Private fixed assets",408119,"private_lf_dep_cc","FAAt603","API"
1953,1,"Private fixed assets",444217,"private_lf_dep_cc","FAAt603","API"
1954,1,"Private fixed assets",479556,"private_lf_dep_cc","FAAt603","API"
1955,1,"Private fixed assets",521358,"private_lf_dep_cc","FAAt603","API"
1956,1,"Private fixed assets",565951,"private_lf_dep_cc","FAAt603","API"
1957,1,"Private fixed assets",610129,"private_lf_dep_cc","FAAt603","API"
1958,1,"Private fixed assets",647609,"private_lf_dep_cc","FAAt603","API"
1959,1,"Private fixed assets",692896,"private_lf_dep_cc","FAAt603","API"
1960,1,"Private fixed assets",737782,"private_lf_dep_cc","FAAt603","API"
1961,1,"Private fixed assets",780931,"private_lf_dep_cc","FAAt603","API"
1962,1,"Private fixed assets",829088,"private_lf_dep_cc","FAAt603","API"
1963,1,"Private fixed assets",881062,"private_lf_dep_cc","FAAt603","API"
1964,1,"Private fixed assets",939719,"private_lf_dep_cc","FAAt603","API"
1965,1,"Private fixed assets",1007414,"private_lf_dep_cc","FAAt603","API"
1966,1,"Private fixed assets",1080096,"private_lf_dep_cc","FAAt603","API"
1967,1,"Private fixed assets",1150164,"private_lf_dep_cc","FAAt603","API"
1968,1,"Private fixed assets",1230066,"private_lf_dep_cc","FAAt603","API"
1969,1,"Private fixed assets",1320595,"private_lf_dep_cc","FAAt603","API"
1970,1,"Private fixed assets",1408109,"private_lf_dep_cc","FAAt603","API"
1971,1,"Private fixed assets",1509696,"private_lf_dep_cc","FAAt603","API"
1972,1,"Private fixed assets",1633801,"private_lf_dep_cc","FAAt603","API"
1973,1,"Private fixed assets",1780943,"private_lf_dep_cc","FAAt603","API"
1974,1,"Private fixed assets",1927742,"private_lf_dep_cc","FAAt603","API"
1975,1,"Private fixed assets",2067390,"private_lf_dep_cc","FAAt603","API"
1976,1,"Private fixed assets",2237158,"private_lf_dep_cc","FAAt603","API"
1977,1,"Private fixed assets",2459131,"private_lf_dep_cc","FAAt603","API"
1978,1,"Private fixed assets",2739475,"private_lf_dep_cc","FAAt603","API"
