"year","line_number","line_desc","value","table_label","table_name","source"
1925,1,"Private nonresidential fixed assets",6424,"private_dep_cc","FAAt404","API"
1926,1,"Private nonresidential fixed assets",6887,"private_dep_cc","FAAt404","API"
1927,1,"Private nonresidential fixed assets",7124,"private_dep_cc","FAAt404","API"
1928,1,"Private nonresidential fixed assets",7301,"private_dep_cc","FAAt404","API"
1929,1,"Private nonresidential fixed assets",7507,"private_dep_cc","FAAt404","API"
1930,1,"Private nonresidential fixed assets",7336,"private_dep_cc","FAAt404","API"
1931,1,"Private nonresidential fixed assets",6840,"private_dep_cc","FAAt404","API"
1932,1,"Private nonresidential fixed assets",6085,"private_dep_cc","FAAt404","API"
1933,1,"Private nonresidential fixed assets",5695,"private_dep_cc","FAAt404","API"
1934,1,"Private nonresidential fixed assets",5795,"private_dep_cc","FAAt404","API"
1935,1,"Private nonresidential fixed assets",5844,"private_dep_cc","FAAt404","API"
1936,1,"Private nonresidential fixed assets",5956,"private_dep_cc","FAAt404","API"
1937,1,"Private nonresidential fixed assets",6647,"private_dep_cc","FAAt404","API"
1938,1,"Private nonresidential fixed assets",6797,"private_dep_cc","FAAt404","API"
1939,1,"Private nonresidential fixed assets",6788,"private_dep_cc","FAAt404","API"
1940,1,"Private nonresidential fixed assets",7087,"private_dep_cc","FAAt404","API"
1941,1,"Private nonresidential fixed assets",7856,"private_dep_cc","FAAt404","API"
1942,1,"Private nonresidential fixed assets",8987,"private_dep_cc","FAAt404","API"
1943,1,"Private nonresidential fixed assets",9115,"private_dep_cc","FAAt404","API"
1944,1,"Private nonresidential fixed assets",9412,"private_dep_cc","FAAt404","API"
1945,1,"Private nonresidential fixed assets",9704,"private_dep_cc","FAAt404","API"
1946,1,"Private nonresidential fixed assets",11133,"private_dep_cc","FAAt404","API"
1947,1,"Private nonresidential fixed assets",13814,"private_dep_cc","FAAt404","API"
1948,1,"Private nonresidential fixed assets",16365,"private_dep_cc","FAAt404","API"
