"year","line_number","line_desc","value","table_label","table_name","source"
1925,1,"Government fixed assets",1.761,"govt_inv","FAAt704","API"
1926,1,"Government fixed assets",1.834,"govt_inv","FAAt704","API"
1927,1,"Government fixed assets",1.916,"govt_inv","FAAt704","API"
1928,1,"Government fixed assets",2.01,"govt_inv","FAAt704","API"
1929,1,"Government fixed assets",2.152,"govt_inv","FAAt704","API"
1930,1,"Government fixed assets",2.273,"govt_inv","FAAt704","API"
1931,1,"Government fixed assets",2.408,"govt_inv","FAAt704","API"
1932,1,"Government fixed assets",2.534,"govt_inv","FAAt704","API"
1933,1,"Government fixed assets",2.628,"govt_inv","FAAt704","API"
1934,1,"Government fixed assets",2.714,"govt_inv","FAAt704","API"
1935,1,"Government fixed assets",2.824,"govt_inv","FAAt704","API"
1936,1,"Government fixed assets",2.973,"govt_inv","FAAt704","API"
1937,1,"Government fixed assets",3.133,"govt_inv","FAAt704","API"
1938,1,"Government fixed assets",3.301,"govt_inv","FAAt704","API"
1939,1,"Government fixed assets",3.489,"govt_inv","FAAt704","API"
1940,1,"Government fixed assets",3.674,"govt_inv","FAAt704","API"
1941,1,"Government fixed assets",4.441,"govt_inv","FAAt704","API"
1942,1,"Government fixed assets",7.26,"govt_inv","FAAt704","API"
1943,1,"Government fixed assets",12.695,"govt_inv","FAAt704","API"
1944,1,"Government fixed assets",18.988,"govt_inv","FAAt704","API"
1945,1,"Government fixed assets",22.701,"govt_inv","FAAt704","API"
1946,1,"Government fixed assets",21.897,"govt_inv","FAAt704","API"
1947,1,"Government fixed assets",18.865,"govt_inv","FAAt704","API"
1948,1,"Government fixed assets",16.432,"govt_inv","FAAt704","API"
1949,1,"Government fixed assets",14.913,"govt_inv","FAAt704","API"
1950,1,"Government fixed assets",13.934,"govt_inv","FAAt704","API"
1951,1,"Government fixed assets",13.938,"govt_inv","FAAt704","API"
1952,1,"Government fixed assets",15.122,"govt_inv","FAAt704","API"
1953,1,"Government fixed assets",16.48,"govt_inv","FAAt704","API"
1954,1,"Government fixed assets",17.536,"govt_inv","FAAt704","API"
1955,1,"Government fixed assets",18.2,"govt_inv","FAAt704","API"
1956,1,"Government fixed assets",18.838,"govt_inv","FAAt704","API"
1957,1,"Government fixed assets",19.666,"govt_inv","FAAt704","API"
1958,1,"Government fixed assets",20.562,"govt_inv","FAAt704","API"
1959,1,"Government fixed assets",21.597,"govt_inv","FAAt704","API"
1960,1,"Government fixed assets",22.766,"govt_inv","FAAt704","API"
1961,1,"Government fixed assets",23.978,"govt_inv","FAAt704","API"
1962,1,"Government fixed assets",25.355,"govt_inv","FAAt704","API"
1963,1,"Government fixed assets",26.721,"govt_inv","FAAt704","API"
1964,1,"Government fixed assets",27.968,"govt_inv","FAAt704","API"
1965,1,"Government fixed assets",29.078,"govt_inv","FAAt704","API"
1966,1,"Government fixed assets",30.303,"govt_inv","FAAt704","API"
