"bea_dataset","key","description","retrieved_at"
"NIPA","T20504","Table 2.5.4. Price Indexes for Personal Consumption Expenditures by Function (A)","2026-06-11T11:26:44-0400"
"NIPA","T20505","Table 2.5.5. Personal Consumption Expenditures by Function (A)","2026-06-11T11:26:44-0400"
"NIPA","T20506","Table 2.5.6. Real Personal Consumption Expenditures by Function, Chained Dollars (A)","2026-06-11T11:26:44-0400"
"NIPA","T20600","Table 2.6. Personal Income and Its Disposition, Monthly (M)","2026-06-11T11:26:44-0400"
"NIPA","T20700B","Table 2.7B. Wages and Salaries by Industry, Monthly (M)","2026-06-11T11:26:44-0400"
"NIPA","T20801","Table 2.8.1. Percent Change From Preceding Period in Real Personal Consumption Expenditures by Major Type of Product, Monthly (M)","2026-06-11T11:26:44-0400"
"NIPA","T20802","Table 2.8.2. Contributions to Percent Change in Real Personal Consumption Expenditures by Major Type of Product, Monthly (M)","2026-06-11T11:26:44-0400"
"NIPA","T20803","Table 2.8.3. Real Personal Consumption Expenditures by Major Type of Product, Monthly, Quantity Indexes (M)","2026-06-11T11:26:44-0400"
"NIPA","T20804","Table 2.8.4. Price Indexes for Personal Consumption Expenditures by Major Type of Product, Monthly (M)","2026-06-11T11:26:44-0400"
"NIPA","T20805","Table 2.8.5. Personal Consumption Expenditures by Major Type of Product, Monthly (M)","2026-06-11T11:26:44-0400"
"NIPA","T20806","Table 2.8.6. Real Personal Consumption Expenditures by Major Type of Product, Monthly, Chained Dollars (M)","2026-06-11T11:26:44-0400"
"NIPA","T20807","Table 2.8.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product, Monthly (M)","2026-06-11T11:26:44-0400"
"NIPA","T20808","Table 2.8.8. Contributions to Percent Change in Prices for Personal Consumption Expenditures by Major Type of Product, Monthly (M)","2026-06-11T11:26:44-0400"
"NIPA","T20811","Table 2.8.11. Real Personal Consumption Expenditures by Major Type of Product: Percent Change from Month One Year Ago (M)","2026-06-11T11:26:44-0400"
"NIPA","T20900","Table 2.9. Personal Income and Its Disposition by Households and by Nonprofit Institutions Serving Households (A)","2026-06-11T11:26:44-0400"
"NIPA","T30100","Table 3.1. Government Current Receipts and Expenditures (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T30200","Table 3.2. Federal Government Current Receipts and Expenditures (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T30300","Table 3.3. State and Local Government Current Receipts and Expenditures (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T30400","Table 3.4. Personal Current Tax Receipts (A)","2026-06-11T11:26:44-0400"
"NIPA","T30500","Table 3.5. Taxes on Production and Imports (A)","2026-06-11T11:26:44-0400"
"NIPA","T30600","Table 3.6. Contributions for Government Social Insurance (A)","2026-06-11T11:26:44-0400"
"NIPA","T30700","Table 3.7. Government Current Transfer Receipts (A)","2026-06-11T11:26:44-0400"
"NIPA","T30800","Table 3.8. Current Surplus of Government Enterprises (A)","2026-06-11T11:26:44-0400"
"NIPA","T30901","Table 3.9.1. Percent Change From Preceding Period in Real Government Consumption Expenditures and Gross Investment (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T30902","Table 3.9.2. Contributions to Percent Change in Real Government Consumption Expenditures and Gross Investment (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T30903","Table 3.9.3. Real Government Consumption Expenditures and Gross Investment, Quantity Indexes (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T30904","Table 3.9.4. Price Indexes for Government Consumption Expenditures and Gross Investment (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T30905","Table 3.9.5. Government Consumption Expenditures and Gross Investment (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T30906","Table 3.9.6. Real Government Consumption Expenditures and Gross Investment, Chained Dollars (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T31001","Table 3.10.1. Percent Change From Preceding Period in Real Government Consumption Expenditures and General Government Gross Output (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T31003","Table 3.10.3. Real Government Consumption Expenditures and General Government Gross Output, Quantity Indexes (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T31004","Table 3.10.4. Price Indexes for Government Consumption Expenditures and General Government Gross Output (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T31005","Table 3.10.5. Government Consumption Expenditures and General Government Gross Output (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T31006","Table 3.10.6. Real Government Consumption Expenditures and General Government Gross Output, Chained Dollars (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T31101","Table 3.11.1. Percent Change From Preceding Period in Real National Defense Consumption Expenditures and Gross Investment by Type (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T31102","Table 3.11.2. Contributions to Percent Change in National Defense Consumption Expenditures and Gross Investment by Type (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T31103","Table 3.11.3. Real National Defense Consumption Expenditures and Gross Investment by Type, Quantity Indexes (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T31104","Table 3.11.4. Price Indexes for National Defense Consumption Expenditures and Gross Investment by Type (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T31105","Table 3.11.5. National Defense Consumption Expenditures and Gross Investment by Type (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T31106","Table 3.11.6. Real National Defense Consumption Expenditures and Gross Investment by Type, Chained Dollars (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T31200","Table 3.12. Government Social Benefits (A)","2026-06-11T11:26:44-0400"
"NIPA","T31300","Table 3.13. Subsidies (A)","2026-06-11T11:26:44-0400"
"NIPA","T31501","Table 3.15.1. Percent Change From Preceding Period in Real Government Consumption Expenditures and Gross Investment by Function (A)","2026-06-11T11:26:44-0400"
"NIPA","T31502","Table 3.15.2. Contributions to Percent Change in Real Government Consumption Expenditures and Gross Investment by Function (A)","2026-06-11T11:26:44-0400"
"NIPA","T31503","Table 3.15.3. Real Government Consumption Expenditures and Gross Investment by Function, Quantity Indexes (A)","2026-06-11T11:26:44-0400"
"NIPA","T31504","Table 3.15.4. Price Indexes for Government Consumption Expenditures and Gross Investment by Function (A)","2026-06-11T11:26:44-0400"
"NIPA","T31505","Table 3.15.5. Government Consumption Expenditures and Gross Investment by Function (A)","2026-06-11T11:26:44-0400"
"NIPA","T31506","Table 3.15.6. Real Government Consumption Expenditures and Gross Investment by Function, Chained Dollars (A)","2026-06-11T11:26:44-0400"
"NIPA","T31600","Table 3.16. Government Current Expenditures by Function (A)","2026-06-11T11:26:44-0400"
"NIPA","T31700","Table 3.17. Selected Government Current and Capital Expenditures by Function (A)","2026-06-11T11:26:44-0400"
"NIPA","T31800A","Table 3.18A. Relation of Federal Government Current Receipts and Expenditures in the National Income and Product Accounts to the Consolidated Cash Statement, Fiscal Years and Quarters (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T31800B","Table 3.18B. Relation of Federal Government Current Receipts and Expenditures in the National Income and Product Accounts to the Budget, Fiscal Years and Quarters (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T31900","Table 3.19. Relation of State and Local Government Current Receipts and Expenditures in the National Income and Product Accounts to Census Bureau 'Government Finances' Data, Fiscal Years (A)","2026-06-11T11:26:44-0400"
"NIPA","T32000","Table 3.20. State Government Current Receipts and Expenditures (A)","2026-06-11T11:26:44-0400"
"NIPA","T32100","Table 3.21. Local Government Current Receipts and Expenditures (A)","2026-06-11T11:26:44-0400"
"NIPA","T40100","Table 4.1. Foreign Transactions in the National Income and Product Accounts (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T40201","Table 4.2.1. Percent Change From Preceding Period in Real Exports and in Real Imports of Goods and Services by Type of Product (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T40202","Table 4.2.2. Contributions to Percent Change in Real Exports and Real Imports of Goods and Services by Type of Product (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T40203A","Table 4.2.3A. Real Exports and Imports of Goods and Services by Type of Product, Quantity Indexes (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T40203B","Table 4.2.3B. Real Exports and Imports of Goods and Services by Type of Product, Quantity Indexes (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T40204A","Table 4.2.4A. Price Indexes for Exports and Imports of Goods and Services by Type of Product (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T40204B","Table 4.2.4B. Price Indexes for Exports and Imports of Goods and Services by Type of Product (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T40205A","Table 4.2.5A. Exports and Imports of Goods and Services by Type of Product (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T40205B","Table 4.2.5B. Exports and Imports of Goods and Services by Type of Product (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T40206B","Table 4.2.6B. Real Exports and Imports of Goods and Services by Type of Product, Chained Dollars (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T4030A","Table 4.3A. Relation of Foreign Transactions in the National Income and Product Accounts to the Corresponding Items in the International Transactions Accounts (A)","2026-06-11T11:26:44-0400"
"NIPA","T4030B","Table 4.3B. Relation of Foreign Transactions in the National Income and Product Accounts to the Corresponding Items in the International Transactions Accounts (A)","2026-06-11T11:26:44-0400"
"NIPA","T4030C","Table 4.3C. Relation of Foreign Transactions in the National Income and Product Accounts to the Corresponding Items in the International Transactions Accounts (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T50100","Table 5.1. Saving and Investment by Sector (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T50203","Table 5.2.3. Real Gross and Net Domestic Investment by Major Type, Quantity Indexes (A)","2026-06-11T11:26:44-0400"
"NIPA","T50205","Table 5.2.5. Gross and Net Domestic Investment by Major Type (A)","2026-06-11T11:26:44-0400"
"NIPA","T50206","Table 5.2.6. Real Gross and Net Domestic Investment by Major Type, Chained dollars (A)","2026-06-11T11:26:44-0400"
"NIPA","T50301","Table 5.3.1. Percent Change From Preceding Period in Real Private Fixed Investment by Type (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T50302","Table 5.3.2. Contributions to Percent Change in Real Private Fixed Investment by Type (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T50303","Table 5.3.3. Real Private Fixed Investment by Type, Quantity Indexes (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T50304","Table 5.3.4. Price Indexes for Private Fixed Investment by Type (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T50305","Table 5.3.5. Private Fixed Investment by Type (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T50306","Table 5.3.6. Real Private Fixed Investment by Type, Chained Dollars (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T50401","Table 5.4.1. Percent Change From Preceding Period in Real Private Fixed Investment in Structures by Type (A)","2026-06-11T11:26:44-0400"
"NIPA","T50402","Table 5.4.2. Contributions to Percent Change in Real Private Fixed Investment in Structures by Type (A)","2026-06-11T11:26:44-0400"
"NIPA","T50403","Table 5.4.3. Real Private Fixed Investment in Structures by Type, Quantity Indexes (A)","2026-06-11T11:26:44-0400"
"NIPA","T50404","Table 5.4.4. Price Indexes for Private Fixed Investment in Structures by Type (A)","2026-06-11T11:26:44-0400"
"NIPA","T50405","Table 5.4.5. Private Fixed Investment in Structures by Type (A)","2026-06-11T11:26:44-0400"
"NIPA","T50406","Table 5.4.6. Real Private Fixed Investment in Structures by Type, Chained Dollars (A)","2026-06-11T11:26:44-0400"
"NIPA","T50501","Table 5.5.1. Percent Change From Preceding Period in Real Private Fixed Investment in Equipment by Type (A)","2026-06-11T11:26:44-0400"
"NIPA","T50502","Table 5.5.2. Contributions to Percent Change in Real Private Fixed Investment in Equipment by Type (A)","2026-06-11T11:26:44-0400"
"NIPA","T50503","Table 5.5.3. Real Private Fixed Investment in Equipment by Type, Quantity Indexes (A)","2026-06-11T11:26:44-0400"
"NIPA","T50504","Table 5.5.4. Price Indexes for Private Fixed Investment in Equipment by Type (A)","2026-06-11T11:26:44-0400"
"NIPA","T50505","Table 5.5.5. Private Fixed Investment in Equipment by Type (A)","2026-06-11T11:26:44-0400"
"NIPA","T50506","Table 5.5.6. Real Private Fixed Investment in Equipment by Type, Chained Dollars (A)","2026-06-11T11:26:44-0400"
"NIPA","T50601","Table 5.6.1. Percent Change From Preceding Period in Real Private Fixed Investment in Intellectual Property Products by Type (A)","2026-06-11T11:26:44-0400"
"NIPA","T50602","Table 5.6.2. Contributions to Percent Change in Private Fixed Investment in Intellectual Property Products by Type (A)","2026-06-11T11:26:44-0400"
"NIPA","T50603","Table 5.6.3. Real Private Fixed Investment in Intellectual Property Products by Type, Quantity Indexes (A)","2026-06-11T11:26:44-0400"
"NIPA","T50604","Table 5.6.4. Price Indexes for Private Fixed Investment in Intellectual Property Products by Type (A)","2026-06-11T11:26:44-0400"
"NIPA","T50605","Table 5.6.5. Private Fixed Investment in Intellectual Property Products by Type (A)","2026-06-11T11:26:44-0400"
"NIPA","T50606","Table 5.6.6. Real Private Fixed Investment in Intellectual Property Products by Type, Chained Dollars (A)","2026-06-11T11:26:44-0400"
"NIPA","T50705A","Table 5.7.5A. Change in Private Inventories by Industry (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T50705B","Table 5.7.5B. Change in Private Inventories by Industry (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T50706A","Table 5.7.6A. Change in Real Private Inventories by Industry, Chained Dollars (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T50706B","Table 5.7.6B. Change in Real Private Inventories by Industry, Chained Dollars (A) (Q)","2026-06-11T11:26:44-0400"
"NIPA","T50805A","Table 5.8.5A. Private Inventories and Domestic Final Sales of Business by Industry (Q)","2026-06-11T11:26:44-0400"
"NIPA","T50805B","Table 5.8.5B. Private Inventories and Domestic Final Sales by Industry (Q)","2026-06-11T11:26:44-0400"
"NIPA","T50806A","Table 5.8.6A. Real Private Inventories and Real Domestic Final Sales of Business by Industry, Chained Dollars (Q)","2026-06-11T11:26:44-0400"
"NIPA","T50806B","Table 5.8.6B. Real Private Inventories and Real Domestic Final Sales by Industry, Chained Dollars (Q)","2026-06-11T11:26:44-0400"
"NIPA","T50809A","Table 5.8.9A. Implicit Price Deflators for Private Inventories by Industry (Q)","2026-06-11T11:26:44-0400"
"NIPA","T50809B","Table 5.8.9B. Implicit Price Deflators for Private Inventories by Industry (Q)","2026-06-11T11:26:44-0400"
"NIPA","T50903","Table 5.9.3. Real Gross Government Fixed Investment by Type, Quantity Indexes (A)","2026-06-11T11:26:44-0400"
"NIPA","T50904","Table 5.9.4. Price Indexes for Gross Government Fixed Investment by Type (A)","2026-06-11T11:26:45-0400"
"NIPA","T50905","Table 5.9.5. Gross Government Fixed Investment by Type (A)","2026-06-11T11:26:45-0400"
"NIPA","T50906","Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars (A)","2026-06-11T11:26:45-0400"
"NIPA","T51000","Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories) (A)","2026-06-11T11:26:45-0400"
"NIPA","T51100","Table 5.11. Capital Transfers Paid and Received, by Sector and by Type (A)","2026-06-11T11:26:45-0400"
"NIPA","T60100D","Table 6.1D. National Income Without Capital Consumption Adjustment by Industry (A) (Q)","2026-06-11T11:26:45-0400"
"NIPA","T60200D","Table 6.2D. Compensation of Employees by Industry (A)","2026-06-11T11:26:45-0400"
"NIPA","T60300D","Table 6.3D. Wages and Salaries by Industry (A)","2026-06-11T11:26:45-0400"
"NIPA","T60400D","Table 6.4D. Full-Time and Part-Time Employees by Industry (A)","2026-06-11T11:26:45-0400"
"NIPA","T60500D","Table 6.5D. Full-Time Equivalent Employees by Industry (A)","2026-06-11T11:26:45-0400"
"NIPA","T60600D","Table 6.6D. Wages and Salaries Per Full-Time Equivalent Employee by Industry (A)","2026-06-11T11:26:45-0400"
"NIPA","T61000D","Table 6.10D. Employer Contributions for Government Social Insurance by Industry (A)","2026-06-11T11:26:45-0400"
"NIPA","T61100D","Table 6.11D. Employer Contributions for Employee Pension and Insurance Funds by Industry and by Type (A)","2026-06-11T11:26:45-0400"
"NIPA","T61200D","Table 6.12D. Nonfarm Proprietors' Income by Industry (A)","2026-06-11T11:26:45-0400"
"NIPA","T61300D","Table 6.13D. Noncorporate Capital Consumption Allowances by Industry (A)","2026-06-11T11:26:45-0400"
"NIPA","T61400D","Table 6.14D. Inventory Valuation Adjustment to Nonfarm Incomes by Legal Form of Organization and by Industry (A)","2026-06-11T11:26:45-0400"
"NIPA","T61500D","Table 6.15D. Net Interest by Industry (A)","2026-06-11T11:26:45-0400"
"NIPA","T61600D","Table 6.16D. Corporate Profits by Industry (A) (Q)","2026-06-11T11:26:45-0400"
"NIPA","T61700D","Table 6.17D. Corporate Profits Before Tax by Industry (A)","2026-06-11T11:26:45-0400"
"NIPA","T61800D","Table 6.18D. Taxes on Corporate Income by Industry (A)","2026-06-11T11:26:45-0400"
"NIPA","T61900D","Table 6.19D. Corporate Profits After Tax by Industry (A)","2026-06-11T11:26:45-0400"
"NIPA","T62000D","Table 6.20D. Net Corporate Dividend Payments by Industry (A)","2026-06-11T11:26:45-0400"
"NIPA","T62100D","Table 6.21D. Undistributed Corporate Profits by Industry (A)","2026-06-11T11:26:45-0400"
"NIPA","T62200D","Table 6.22D. Corporate Capital Consumption Allowances by Industry (A)","2026-06-11T11:26:45-0400"
"NIPA","T70100","Table 7.1. Selected Per Capita Product and Income Series in Current and Chained Dollars (A) (Q)","2026-06-11T11:26:45-0400"
"NIPA","T70201A","Table 7.2.1A. Percent Change From Preceding Period in Real Auto Output (A) (Q)","2026-06-11T11:26:45-0400"
"NIPA","T70201B","Table 7.2.1B. Percent Change From Preceding Period in Real Motor Vehicle Output (A) (Q)","2026-06-11T11:26:45-0400"
"NIPA","T70203A","Table 7.2.3A. Real Auto Output, Quantity Indexes (A) (Q)","2026-06-11T11:26:45-0400"
"NIPA","T70203B","Table 7.2.3B. Real Motor Vehicle Output, Quantity Indexes (A) (Q)","2026-06-11T11:26:45-0400"
"NIPA","T70204A","Table 7.2.4A. Price Indexes for Auto Output (A) (Q)","2026-06-11T11:26:45-0400"
"NIPA","T70204B","Table 7.2.4B. Price Indexes for Motor Vehicle Output (A) (Q)","2026-06-11T11:26:45-0400"
"NIPA","T70205A","Table 7.2.5A. Auto Output (A) (Q)","2026-06-11T11:26:45-0400"
"NIPA","T70205B","Table 7.2.5B. Motor Vehicle Output (A) (Q)","2026-06-11T11:26:45-0400"
"NIPA","T70206B","Table 7.2.6B. Real Motor Vehicle Output, Chained Dollars (A) (Q)","2026-06-11T11:26:45-0400"
"NIPA","T70303","Table 7.3.3. Real Farm Sector Output, Real Gross Value Added, and Real Net Value Added, Quantity Indexes (A)","2026-06-11T11:26:45-0400"
"NIPA","T70304","Table 7.3.4. Price Indexes for Farm Sector Output, Gross Value Added, and Net Value Added (A)","2026-06-11T11:26:45-0400"
"NIPA","T70305","Table 7.3.5. Farm Sector Output, Gross Value Added, and Net Value Added (A)","2026-06-11T11:26:45-0400"
"NIPA","T70306","Table 7.3.6. Real Farm Sector Output, Real Gross Value Added, and Real Net Value Added, Chained Dollars (A)","2026-06-11T11:26:45-0400"
"NIPA","T70403","Table 7.4.3. Real Housing Sector Output, Real Gross Value Added, and Real Net Value Added, Quantity Indexes (A)","2026-06-11T11:26:45-0400"
"NIPA","T70404","Table 7.4.4. Price Indexes for Housing Sector Output, Gross Value Added, and Net Value Added (A)","2026-06-11T11:26:45-0400"
"NIPA","T70405","Table 7.4.5. Housing Sector Output, Gross Value Added, and Net Value Added (A)","2026-06-11T11:26:45-0400"
"NIPA","T70406","Table 7.4.6. Real Housing Sector Output, Real Gross Value Added, and Real Net Value Added, Chained Dollars (A)","2026-06-11T11:26:45-0400"
"NIPA","T70500","Table 7.5. Consumption of Fixed Capital by Legal Form of Organization and Type of Income (A) (Q)","2026-06-11T11:26:45-0400"
"NIPA","T70600","Table 7.6. Capital Consumption Adjustment by Legal Form of Organization and Type of Adjustment (A)","2026-06-11T11:26:45-0400"
"NIPA","T70700","Table 7.7. Business Current Transfer Payments by Type (A)","2026-06-11T11:26:45-0400"
"NIPA","T70800","Table 7.8. Supplements to Wages and Salaries by Type (A)","2026-06-11T11:26:45-0400"
"NIPA","T70900","Table 7.9. Rental Income of Persons by Legal Form of Organization and by Type of Income (A)","2026-06-11T11:26:45-0400"
"NIPA","T71000","Table 7.10. Dividends Paid and Received by Sector (A)","2026-06-11T11:26:45-0400"
"NIPA","T71100","Table 7.11. Interest Paid and Received by Sector and Legal Form of Organization (A)","2026-06-11T11:26:45-0400"
"NIPA","T71300","Table 7.13. Relation of Consumption of Fixed Capital in the National Income and Product Accounts to Depreciation and Amortization as Published by the Internal Revenue Service (A)","2026-06-11T11:26:45-0400"
"NIPA","T71400","Table 7.14. Relation of Nonfarm Proprietors' Income in the National Income and Product Accounts to Corresponding Measures as Published by the Internal Revenue Service (A)","2026-06-11T11:26:45-0400"
"NIPA","T71500","Table 7.15. Relation of Net Farm Income in the National Income and Product Accounts to Net Farm Income as Published by the U.S. Department of Agriculture (A)","2026-06-11T11:26:45-0400"
"NIPA","T71600","Table 7.16. Relation of Corporate Profits, Taxes, and Dividends in the National Income and Product Accounts to Corresponding Measures as Published by the Internal Revenue Service (A)","2026-06-11T11:26:45-0400"
"NIPA","T71700","Table 7.17. Relation of Monetary Interest Paid and Received in the National Income and Product Accounts to Corresponding Measures as Published by the Internal Revenue Service (A)","2026-06-11T11:26:45-0400"
"NIPA","T71800","Table 7.18. Relation of Wages and Salaries in the National Income and Product Accounts to Wages and Salaries as Published by the Bureau of Labor Statistics (A)","2026-06-11T11:26:45-0400"
"NIPA","T72000","Table 7.20. Transactions of Defined Benefit and Defined Contribution Pension Plans (A)","2026-06-11T11:26:45-0400"
"NIPA","T72100","Table 7.21. Transactions of Defined Benefit Pension Plans (A)","2026-06-11T11:26:45-0400"
"NIPA","T72200","Table 7.22. Transactions of Private Defined Benefit Pension Plans (A)","2026-06-11T11:26:45-0400"
"NIPA","T72300","Table 7.23. Transactions of Federal Government Defined Benefit Pension Plans (A)","2026-06-11T11:26:45-0400"
"NIPA","T72400","Table 7.24. Transactions of State and Local Government Defined Benefit Pension Plans (A)","2026-06-11T11:26:45-0400"
"NIPA","T72500","Table 7.25. Transactions of Defined Contribution Pension Plans (A)","2026-06-11T11:26:45-0400"
"NIPA","T80103","Table 8.1.3. Real Gross Domestic Product, Quantity Indexes, Not Seasonally Adjusted (Q)","2026-06-11T11:26:45-0400"
"NIPA","T80104","Table 8.1.4. Price Indexes for Gross Domestic Product, Not Seasonally Adjusted (Q)","2026-06-11T11:26:45-0400"
"NIPA","T80105","Table 8.1.5. Gross Domestic Product, Not Seasonally Adjusted (Q)","2026-06-11T11:26:45-0400"
"NIPA","T80106","Table 8.1.6. Real Gross Domestic Product, Chained Dollars, Not Seasonally Adjusted (Q)","2026-06-11T11:26:45-0400"
"NIPA","T80111","Table 8.1.11. Real Gross Domestic Product: Percent Change From Quarter One Year Ago, Not Seasonally Adjusted (Q)","2026-06-11T11:26:45-0400"
"NIPA","T80300","Table 8.3. Federal Government Current Receipts and Expenditures, Not Seasonally Adjusted (Q)","2026-06-11T11:26:45-0400"
"NIPA","T80400","Table 8.4. State and Local Government Current Receipts and Expenditures, Not Seasonally Adjusted (Q)","2026-06-11T11:26:45-0400"
