"year","KNC_NF_corp","KNR_NF_corp","KGC_NF_corp","KGR_NF_corp","IG_cc_NF_corp","IG_R_NF_corp","pK_NF_corp","z_NF_corp","rho_NF_corp","KNC_gov_trans","KNR_gov_trans","KGC_gov_trans","KGR_gov_trans","IG_cc_gov_trans","IG_R_gov_trans","pK_gov_trans","z_gov_trans","rho_gov_trans","KGC_productive","KNC_productive","KNR_productive","KGR_productive","IG_productive","pK_productive","GVA_NF","CCA_NF","NVA_NF","EC_NF","NOS_NF","TPI_NF","GOS_NF","ProfSh","WageSh","Py_fred","KGC_NF_IPP","KNC_NF_IPP","KNR_NF_IPP","pK_NF_IPP","z_NF_IPP","KGC_fin_corp","KNC_fin_corp","KNR_fin_corp","pK_fin_corp","z_fin_corp","KGC_total","R_NVA_KGC","k_Py","k_pK","y_t","y_GVA","y_GOS","y_NOS"
1968,696068,4311982.54344,874952.462503753,5420130.999638,79559,492849.864055729,16.1426442010754,0.0244485289132358,0.0384066847021632,175348,2774096.0702,175466.1368625,1387982.52823938,11086,87693.127478606,12.6418116433407,-0.0076430858591413,0.0124550855987887,874952.462503753,696068,4311982.54344,5420130.999638,79559,16.1426442010754,510944,48092,462852,320869,96448,45535,144540,0.208377623948908,0.693243196529344,18.28,62571.1190848316,62839,255118.62458,24.6312867606006,0.153857984827077,35577.7136494465,28497,127215.88968,22.4005036412367,0.0198736715073294,937523.581588585,0.529002454231066,15.3812874552588,15.5056305427987,14.7445252475024,14.8433778941015,13.5806741847991,13.1761219019483
1969,767094,4523595.9747,972484.109528336,5734792.87195845,88572,522314.009327577,16.9576152311187,0.0239958619170458,0.0383112764287434,199542,2904580.6119,199424.088555477,1451432.13249358,11098,80772.5582355248,13.7398149104543,-0.0343586654638385,0.0124806714990108,972484.109528336,767094,4523595.9747,5734792.87195845,88572,16.9576152311187,554625,53484,501141,356064,94896,50181,148380,0.189359880752124,0.710506623884296,19.176,70589.768154153,70510,271345.6971,25.9853024218087,0.142171131040942,40775.087967182,32552,138062.23672,23.5777724404232,0.0197368379531156,1043073.87768249,0.515320502504723,15.4391197033806,15.5620621914084,14.7761534664528,14.8775581775372,13.5590425185995,13.1120475229345
1970,843414,4703627.83242,1079929.09806224,6022646.72235199,90918,507039.763707932,17.9311380502242,0.0179970654562517,0.0382203713731579,232682,3019558.5504,232687.877490114,1509817.41185331,11802,76578.3988701765,15.411656778053,-0.0476673433584583,0.0125345988304633,1079929.09806224,843414,4703627.83242,6022646.72235199,90918,17.9311380502242,572890,59260,513630,374485,84896,54249,144156,0.165286295582423,0.729094873741799,20.189,77993.040507115,77531,283373.93568,27.3599616047793,0.146376461519204,46064.3972821011,36504,147389.44178,24.7670386420809,0.0226063531187034,1157922.13856936,0.475614557401617,15.492438231363,15.6110373755409,14.749290725227,14.8584812895511,13.4786836098694,12.9492145412975
1971,921543,4859509.07508,1192127.03550017,6286361.18733615,93782,494534.145535425,18.9637057110513,0.0175485576449425,0.0383252897259636,248701,3119294.2028,249997.519840251,1567777.80216419,12277,76991.1961105416,15.9459790472317,-0.0077715767242371,0.0126047068011333,1192127.03550017,921543,4859509.07508,6286361.18733615,93782,18.9637057110513,618097,64732,553365,396190,97659,59516,162391,0.176482068797268,0.715965050192911,21.212,83282.1240549636,82507,292466.14752,28.2107863421553,0.170598650874478,52819.2631532951,41667,158399.13742,26.3050674887949,0.0111681722084293,1275409.15955514,0.464182912996204,15.5418528210483,15.6538929536988,14.774376225656,14.8850038087652,13.548365413168,13.0398402246696
1972,998403,5044776.38082,1302951.05023988,6583610.70991849,106816,539724.774358319,19.790827672677,0.0311478064374415,0.0385716385918846,269509,3216166.41995,271606.057903434,1620595.75539967,12183,72692.480574398,16.7596426806913,-0.0164982549493413,0.0126768776235283,1302951.05023988,998403,5044776.38082,6583610.70991849,106816,19.790827672677,685949,70188,615761,439924,112172,63665,182360,0.182168081447185,0.7144395309219,22.13,89469.2981519925,88668,303326.28944,29.2318876031809,0.167802474901425,59730.2985089372,46783,168477.74604,27.7680590461442,0.0179381919445609,1392420.34839187,0.472589511238075,15.5883783203578,15.7000938929079,14.8388502121414,14.9467945918462,13.6219740662525,13.1360247184848
1973,1124922,5270238.41652,1475833.18040528,6914250.69804556,124968,585472.730052103,21.3448028551012,-0.00144038214696822,0.0387071400714972,318487,3305681.81115,320707.517910364,1664364.65013541,12419,64450.45231465,19.2690656992908,-0.0589922739838481,0.0127617004487403,1475833.18040528,1124922,5270238.41652,6914250.69804556,124968,21.3448028551012,768838,78180,690658,495100,125483,70075,203663,0.181686160154519,0.716852624598571,23.342,98902.4783102595,98449,314659.98406,31.2874229286262,0.135138012852447,69459.3657859998,54324,183489.48238,29.606056595384,0.00890143164883322,1574735.65871554,0.467978365827455,15.6596491293474,15.7490951582865,14.9003159183501,15.0075514360941,13.6791378190482,13.1948414432093
1974,1372198,5484216.24366,1803688.85744316,7208740.81619296,140734,562466.705850939,25.0208587523572,-0.0807957229751835,0.0387571407816163,425424,3380043.02195,428022.989138935,1700346.14604869,14448,57395.5178611616,25.1726973436312,-0.111147393205346,0.0128661840697797,1803688.85744316,1372198,5484216.24366,7208740.81619296,140734,25.0208587523572,830040,91384,738656,542933,121293,74430,212677,0.164207696140016,0.735028213403804,25.443,111932.970098349,111927,325046.57328,34.4341424278251,0.11028101975577,86585.1848345859,68067,202454.25484,33.6209283691239,-0.0539463965790452,1915621.82754151,0.409525177777662,15.7740740209687,15.7908048499304,14.8813171275841,14.997958701323,13.6362593917605,13.0746939150458
1975,1518805,5618817.9234,2015907.21579514,7457847.18645326,143302,530145.638221541,27.030685469889,-0.00222946076556173,0.0389859026877407,420686,3448809.5208,424888.322875444,1741630.2101919,15458,63362.8140376984,24.3960124479369,0.0244920020790888,0.0129848560222896,2015907.21579514,1518805,5618817.9234,7457847.18645326,143302,27.030685469889,898280,107724,790556,569021,141341,80194,249065,0.178786828510567,0.71977317229899,27.8,121619.269559567,121477,333349.53062,36.441329248031,0.153278193059386,99068.0741690067,77233,219589.52298,35.1715322989405,0.0336065941105921,2137526.48535471,0.392158921703238,15.7967140484946,15.8247773496281,14.8606259396538,14.988371267984,13.7056033508489,13.1390648546493
1976,1666379,5767099.32216,2230289.3645166,7718712.41915817,160253,554612.70675765,28.8945777922874,0.00780950828181474,0.0393877035434994,416190,3522113.4632,421052.555807371,1781632.0376798,14840,62793.6324682092,23.6329694854221,0.0237235203326437,0.0130864777419046,2230289.3645166,1666379,5767099.32216,7718712.41915817,160253,28.8945777922874,1014666,118272,896394,640004,169722,86668,287994,0.189338616724342,0.713976220278137,29.33,133187.82143742,132936,347271.98,38.2800823723238,0.161527853619374,112958.157332078,87181,236790.13056,36.8178351833415,0.0344720494581065,2363477.18595402,0.401918250726307,15.8442011978899,15.8591581230076,14.9326946304448,15.0566293552639,13.7972542285665,13.2684763863606
1977,1850996,5959628.70096,2493290.39253757,8027615.93390517,191207,615626.789590285,31.0589147894706,0.00367910096584308,0.0397376217932382,421372,3595020.92995,426976.087963968,1821416.67317553,14834,63279.6442037894,23.4419775690074,0.0116901403360646,0.0131873519397732,2493290.39253757,1850996,5959628.70096,8027615.93390517,191207,31.0589147894706,1147401,132560,1014841,723326,196884,94631,329444,0.194004775132262,0.71274810536823,31.152,146600.182494455,145834,363214.9209,40.1508835701579,0.163404917421676,130420.96381653,99426,253566.03178,39.2110880554634,0.0203881642382241,2639890.57503203,0.4070288013933,15.8954055762482,15.898398146935,14.996534245299,15.1193016800434,13.8714534013626,13.3566617391611
1978,2097947,6206032.52874,2836070.47010929,8389509.16839044,230684,682396.842179453,33.8049629982514,-0.00807435423614423,0.0399251297437541,445474,3684844.6911,451366.418850901,1866792.62116707,16822,69573.5973296805,24.1787123932769,-0.00837523085585297,0.0132850707334038,2836070.47010929,2097947,6206032.52874,8389509.16839044,230684,33.8049629982514,1303931,150152,1153779,829499,221554,102726,371706,0.19202464250086,0.718940975698119,33.343,164637.199305686,163161,381336.20422,42.7866534030609,0.147116443091896,153196.754140313,116204,277202.5742,41.9202456309657,0.0153910555790552,3000707.66941498,0.406823106886881,15.956252345452,15.9424925747524,15.0568755306212,15.1792164366683,13.9241808289151,13.4067439617898
1979,2414175,6483342.38838,3271585.51080847,8785945.10316543,272473,731734.754352549,37.2365803837059,-0.0189340643945814,0.0399664405685233,515859,3790483.4254,521520.404864166,1916041.44799792,20197,74202.8284306407,27.2186390022567,-0.050039653730355,0.013367313174932,3271585.51080847,2414175,6483342.38838,8785945.10316543,272473,37.2365803837059,1450326,172444,1277882,942400,226725,108757,399169,0.177422485018179,0.737470282858668,36.11,189525.67582349,186843,405392.68138,46.0893865582295,0.137622991178547,185597.586769858,140365,305412.87742,45.9590968088002,-0.00766092257871089,3461111.18663196,0.390600213804044,16.0193856417534,15.9886638552813,15.0793149285871,15.2058992674118,13.9157405157922,13.3500934590145
1980,2766412,6732786.15372,3762477.59296236,9156971.9338908,296668,722019.063918102,41.0886657742947,-0.020859869387779,0.0399492859415065,624704,3892069.2975,628906.594071765,1959126.27883126,22097,68835.0444905567,32.1013811548149,-0.0712920578147272,0.0134392779885426,3762477.59296236,2766412,6732786.15372,9156971.9338908,296668,41.0886657742947,1574527,198860,1375667,1030690,223441,121536,422301,0.162423755167493,0.749229282958739,39.371,218780.657873794,213843,428659.90404,49.8864013136264,0.134155264925299,223349.316199844,168440,337233.1847,49.9476349428194,0.000950529781851379,3981258.25083615,0.365627958176591,16.0727289139669,16.0300261070956,15.0665899436776,15.2016061489815,13.8856142902083,13.2490433573877
1981,3125661,6986620.93998,4271659.42170986,9548209.21532469,339138,758056.824570207,44.7378071152225,-0.006676735202981,0.0400590441670651,717092,3969337.9964,720512.76857564,1994136.53282887,22222,61503.0072542999,36.1315665559531,-0.0498952684111753,0.0135227389591724,4271659.42170986,3125661,6986620.93998,9548209.21532469,339138,44.7378071152225,1789067,229084,1559983,1139850,273482,146651,502566,0.175310884798104,0.730681039472866,43.097,253270.529914479,244921,457609.7591,53.5218043604875,0.145728578796068,263129.070757553,197288,371340.37238,53.1286158667691,0.0243236317892762,4524929.95162434,0.365193674400093,16.109229729931,16.0718641781535,15.1019022785999,15.238921609749,13.9691990504436,13.3607078820194
1982,3320755,7179488.08962,4582901.9340691,9908255.75856863,343827,743355.607802977,46.2533673508157,0.0460253183211791,0.0401446026071402,748439,4031540.6206,751865.015127527,2024997.5947904,21543,58021.7489932953,37.1291806499825,-0.00665226981180192,0.0136202745321766,4582901.9340691,3320755,7179488.08962,9908255.75856863,343827,46.2533673508157,1854861,253880,1600981,1183260,264806,152915,518686,0.165402337691703,0.739084348908575,45.759,287263.477888303,274065,487222.58794,56.250470890268,0.168021428081417,301326.630642259,223522,405235.20688,55.1585835102897,0.0518146884058794,4870165.4119574,0.349337826345001,16.1196246578052,16.1088788825978,15.0679088166279,15.2151020109037,13.9408356617241,13.2685344537007
1983,3415779,7344489.14496,4764336.31716815,10244110.161805,342125,735625.269878244,46.5080543055061,0.0740036009602913,0.0403472494435902,724633,4101628.70495,728233.289178232,2061003.68241136,22541,63794.2328311559,35.3339149945721,0.0325356005926945,0.013722557143612,4764336.31716815,3415779,7344489.14496,10244110.161805,342125,46.5080543055061,1985899,264616,1721283,1250110,303155,168018,567771,0.176121532600973,0.726266395473609,47.552,322717.053732303,304060,519676.73298,58.5094503377934,0.179078032403981,336066.205161342,246277,441449.5915,55.7882496081096,0.0804605123713892,5087053.37090045,0.361284948293303,16.1200151394016,16.1422134800318,15.1019268378473,15.2449286031949,13.9928197842875,13.3653458417417
1984,3613437,7601701.63962,5072676.14235583,10671549.1507414,401008,843613.205682218,47.5345806939699,0.0582469133742665,0.0406257068864335,722206,4191364.3604,726568.313987068,2108340.65117246,26122,75800.2701600158,34.4616185995854,0.0201975589871078,0.0138104078327609,5072676.14235583,3613437,7601701.63962,10671549.1507414,401008,47.5345806939699,2226000,278952,1947048,1388207,373838,185003,652790,0.192002457052933,0.712980368229237,49.267,363888.22939446,338455,561633.5022,60.2626087429298,0.19266166709902,382347.408210736,278148,489425.07532,56.8315793419736,0.0753339882000275,5436564.37175029,0.383830535472694,16.1472947753036,16.1830918002502,15.1897406376284,15.3236325110828,14.0969264641524,13.5394935277428
1985,3801706,7867696.17612,5374862.92745954,11123371.5867409,428068,885894.113516231,48.3204474969296,0.0652838262316224,0.0406756012070227,756640,4293566.9724,761509.986963553,2160600.8994895,28728,81508.7703419772,35.2452869543598,-0.00386256054794783,0.0138727686195642,5374862.92745954,3801706,7867696.17612,11123371.5867409,428068,48.3204474969296,2369165,298976,2070189,1490088,383522,196579,682498,0.185259413512486,0.719783555994163,50.826,406710.492228082,372617,606115.88582,61.4761976574653,0.205105601148161,435515.340220056,314521,544228.53062,57.7920822419378,0.0792331052689738,5781573.41968762,0.385161264192181,16.1740057810955,16.2245590010773,15.219912616732,15.3548102816673,14.1102770269447,13.5339144158171
1986,3959550,8069007.59676,5653299.56899869,11520631.6801178,417120,850032.061411153,49.0710902489409,0.0671566509765803,0.0407045619669837,816975,4399734.3409,822011.518208845,2213428.9943259,30792,82913.5651794687,37.1374695242568,-0.0185278081254102,0.0139245847533331,5653299.56899869,3959550,8069007.59676,11520631.6801178,417120,49.0710902489409,2464907,317872,2147035,1578176,364294,204565,682166,0.16967306075588,0.735049032735843,51.849,449749.160668983,406407,650566.69926,62.469689958351,0.209518987172832,498769.128762298,357082,600845.15538,59.4299540909448,0.0682672437477292,6103048.72966767,0.379784402682959,16.2045844650789,16.2596500450723,15.2364329164462,15.3744991744541,14.0898628468694,13.4625510508203
1987,4154780,8233333.11042,5993395.1067873,11876830.6327991,417524,827387.77350305,50.462916346015,0.0545927876090245,0.0408995647031165,871566,4509117.56745,876874.98095974,2268292.00605746,33167,85796.0856433214,38.6579408038318,-0.0125960793747009,0.01397518239395,5993395.1067873,4154780,8233333.11042,11876830.6327991,417524,50.462916346015,2641902,334692,2307210,1685458,404912,216840,739604,0.175498545862752,0.730517811555949,53.134,500464.622889841,448725,691513.22272,64.8902993112675,0.184287902009112,562135.39342016,397253,653247.38626,60.8120305347672,0.0742337956436448,6493859.72967714,0.384958768592975,16.2385217666418,16.2901000545553,15.2839027216487,15.4193628315925,14.1462233481367,13.5437781998558
1988,4404530,8399009.70744,6415648.78082389,12234017.338891,443910,846493.13303115,52.4410633327211,0.0449689334552057,0.0411984006564868,892950,4632157.1775,898348.66438949,2330081.31118725,36085,93595.0454953175,38.5543912170066,0.00845632116395362,0.0140218897216861,6415648.78082389,4404530,8399009.70744,12234017.338891,443910,52.4410633327211,2873908,358200,2515708,1825308,456561,233839,814761,0.181484099108482,0.725564334175508,55.008,551321.381237389,491455,734259.24644,66.9320818747305,0.194328892310864,635425.915799112,442844,707511.79118,62.5917483666834,0.0705905727809631,6966970.16206128,0.392120592311622,16.2719422426744,16.3197309360544,15.3357563896213,15.4688748907621,14.2083416544703,13.6291691522885
1989,4650305,8581405.96104,6835605.73194094,12614034.5150258,480992,887595.032156504,54.190479055677,0.0516794202608426,0.0414890580879023,936221,4757047.00725,940965.764362247,2390577.85142831,36704,93248.63112134,39.3614357214948,-0.00360174363893113,0.0140562008385845,6835605.73194094,4650305,8581405.96104,12614034.5150258,480992,54.190479055677,3020213,380160,2640053,1934822,457075,248156,837235,0.173130993961106,0.732872408243319,57.165,608299.308189657,540545,785939.6311,68.7769109242467,0.200053137387311,715294.865432042,491926,767150.36504,64.1238044609873,0.0773689185074263,7443905.04013059,0.386220783282416,16.2968840092912,16.3503206024495,15.3455379136727,15.4800662796594,14.1970884376944,13.5918311331909
1990,4905710,8793863.8194,7263293.50345098,13020014.2180603,520085,932292.504961086,55.7856034702015,0.0552892301479941,0.0417243825755861,992403,4897046.96455,996422.266077273,2458440.08608587,41161,101555.189831068,40.5306711242127,-0.00779072021734056,0.0140940631376576,7263293.50345098,4905710,8793863.8194,13020014.2180603,520085,55.7856034702015,3160697,402624,2758073,2037523,457022,263528,859646,0.165703373333483,0.738748756831309,59.305,668832.57449099,592259,839766.788,70.526604345777,0.203342422479253,792602.348190907,535352,815272.8626,65.6653771465789,0.0775778279756221,7932126.07794197,0.379727598601043,16.3208205010526,16.381998286761,15.3525193719474,15.4887796973683,14.1867525220875,13.5549633752683
1991,5028760,8954980.51008,7520035.02404597,13391326.5050332,514912,916931.1966382,56.1560127834949,0.0793518672262214,0.0419061684977661,1021027,5038060.1374,1024640.14216769,2527944.24409684,42242,104217.487061582,40.5325451524651,0.00686080673362786,0.0141200630623764,7520035.02404597,5028760,8954980.51008,13391326.5050332,514912,56.1560127834949,3231237,423556,2807681,2071121,450831,285729,874387,0.160570591887041,0.737662505106527,61.31,731306.711748193,643633,893499.23436,72.0350925046986,0.211190847691434,845417.609342332,556822,846129.41314,65.8081365985877,0.100999806555262,8251341.73579416,0.373360096199312,16.3223085775816,16.410117779604,15.3370966578993,15.4776028182334,14.1705055726098,13.508075049634
1992,5205412,9116941.62786,7855848.51907852,13759009.351373,532336,932351.990276366,57.0960329952431,0.0695654741754427,0.0421667818885827,1047212,5184491.8108,1049641.87005941,2598260.75312153,42852,106074.912757112,40.3978649486345,0.00818909058620155,0.014145250163615,7855848.51907852,5205412,9116941.62786,13759009.351373,532336,57.0960329952431,3376497,436252,2940245,2188674,449070,302501,885322,0.152732170278327,0.744384906699952,62.707,787013.516216131,691729,946505.56658,73.082401670327,0.213741175997325,903516.337218893,581538,874192.70262,66.5228614076852,0.0909304915046857,8642862.03529465,0.374274655736983,16.3434659484734,16.4372043930647,15.3607005710137,15.4990464413402,14.1604038014612,13.481631158415
1993,5454732,9325177.35072,8285120.69812057,14163889.2400388,578320,988671.224446662,58.4946730217291,0.0616922210573824,0.0424297506362695,1081732,5346341.9817,1081936.9021169,2673677.34399003,45418,112236.746312788,40.466247901936,0.00519454691508341,0.0141710778643188,8285120.69812057,5454732,9325177.35072,14163889.2400388,578320,58.4946730217291,3534936,455844,3079092,2271015,488755,319322,944599,0.158733483767292,0.737559968977867,64.194,838976.159620525,736643,995565.6263,73.9924099968898,0.217033876800388,972857.811855106,614278,906666.4043,67.7512696055236,0.0837784160423379,9124096.8577411,0.371641176054137,16.3732322146107,16.4662062723612,15.3834057438949,15.5214661900849,14.201776215398,13.542877058012
1994,5759417,9563981.3346,8796526.44104205,14607349.0930491,630521,1047031.50945197,60.2198686771159,0.058023264765303,0.0426134126166061,1154738,5513126.0718,1152649.03060604,2751576.29794341,48526,115840.110813088,41.8904986013855,-0.010930477854841,0.0141906266083299,8796526.44104205,5759417,9563981.3346,14607349.0930491,630521,60.2198686771159,3816575,482344,3334231,2398673,584811,350747,1067155,0.175396065839469,0.719408163381601,65.564,897706.136104363,791165,1041342.3873,75.9754917929864,0.199875491937287,1055279.47575778,656067,943909.8851,69.50525790187,0.0766224522659661,9694232.57714642,0.379039501824657,16.4120109000771,16.4970353225718,15.4418960471965,15.5770074027017,14.3026502079987,13.7011874182513
1995,6106995,9881148.15336,9358890.9878939,15142731.965971,716637,1159522.21496488,61.8045079905352,0.0624362667367173,0.0427277624480087,1241162,5667927.7867,1236859.87023458,2824140.7756428,48903,111660.956649088,43.7959708277311,-0.0155396889999608,0.0142087569873729,9358890.9878939,6106995,9881148.15336,15142731.965971,716637,61.8045079905352,4041486,520836,3520650,2524557,637426,358667,1158262,0.181053498643716,0.717071279451238,66.939,962962.380428071,850989,1092675.49998,77.8812190824793,0.205946868621943,1125129.53664309,687683,976301.91248,70.4375348659462,0.0900270476743458,10321853.368322,0.376182392182375,16.4532257863022,16.5330312365887,15.4755446186854,15.6135114331573,14.3638195927504,13.7665818999133
1996,6431219,10244082.92094,9881784.10499742,15740377.6451121,781007,1244041.05502154,62.7798412960315,0.0736346637622415,0.0426868399528585,1312031,5821892.49745,1306136.79506093,2897869.031985,51354,113936.891473619,45.0723197164727,-0.00763896177660298,0.0142374755104996,9881784.10499742,6431219,10244082.92094,15740377.6451121,781007,62.7798412960315,4296356,554164,3742192,2667703,702808,371681,1256972,0.187806504850633,0.712871760722058,68.164,1030431.31226618,912118,1159572.7114,78.6598365960822,0.223588974752835,1193414.63583888,721689,1020259.02074,70.735860730401,0.0984469113727435,10912215.4172636,0.378695988521698,16.4894572505937,16.5717397933666,15.518435713703,15.6565313992644,14.4274698318087,13.8460926380125
1997,6811804,10654136.7207,10491172.9546345,16408926.478094,855906,1338696.70120683,63.9357667220967,0.0725721583124653,0.0425750819538371,1391593,5970174.39055,1385605.18738472,2972242.81996873,53944,115714.53985606,46.618169218062,-0.00943899651002295,0.014265914510297,10491172.9546345,6811804,10654136.7207,16408926.478094,855906,63.9357667220967,4609353,594612,4014741,2862551,763291,388899,1357903,0.190122102521682,0.713010129420553,69.34,1126134.13290121,993809,1244212.36398,79.8745478481658,0.222708086142468,1271035.0454006,762177,1067025.72492,71.4300491731016,0.0919176973064467,11617307.0875357,0.382677991999595,16.5321930363098,16.6133360421631,15.5716316409188,15.7097463037829,14.4876004017094,13.9115428725404
1998,7180238,11084625.65628,11090049.8558468,17120470.2631784,911542,1407209.87799802,64.7765492732904,0.0786955410318681,0.0423955883916161,1449724,6117487.12095,1445722.55173999,3050300.98513108,57134,120545.879480631,47.3960621849211,-0.000352343188812332,0.0142948328557901,11090049.8558468,7180238,11084625.65628,17120470.2631784,911542,64.7765492732904,4875176,634096,4241080,3093832,744345,402904,1378440,0.175508361077839,0.729491544606563,70.119,1236219.17927786,1082651,1338638.77236,80.8770089701871,0.227852687468654,1371038.26189798,821761,1136187.52216,72.3261771470395,0.0899371517492448,12326269.0351247,0.382422086025524,16.5765352421874,16.6557853969442,15.6153048990576,15.7546431516297,14.4914393702306,13.8752363033157
1999,7599121,11553789.35304,11772382.2839524,17898862.9200991,987288,1501083.82045557,65.7716768741377,0.0779646877923229,0.0422121093886807,1546342,6280570.77165,1543058.90525537,3133618.13210827,62536,126997.059439601,49.2420850340566,-0.0113139843749844,0.0143198696375645,11772382.2839524,7599121,11553789.35304,17898862.9200991,987288,65.7716768741377,5168284,679076,4489208,3309975,754597,424636,1433673,0.168091342615446,0.737318253019241,71.111,1393861.87094116,1206775,1449923.65686,83.2302441780576,0.216310638960486,1486617.23917777,888872,1209139.00692,73.5128049722086,0.0895930544446979,13166244.1548936,0.381333861891275,16.6221950112821,16.7002477447764,15.6581150016492,15.7989794259669,14.5166783901371,13.87486726036
2000,8137294,12074800.87374,12642883.9363379,18760573.9698094,1087247,1613348.49466803,67.3907096695632,0.0705190420664127,0.0419935863140043,1665389,6472509.0391,1659117.76247742,3224067.98488715,69669,135383.754859993,51.4603839079867,-0.0152778189726366,0.0143393037015913,12642883.9363379,8137294,12074800.87374,18760573.9698094,1087247,67.3907096695632,5510787,737452,4773335,3597328,726139,449868,1463591,0.152124039062836,0.753629904458832,72.722,1569921.68077471,1335108,1567806.70898,85.1576914649516,0.229206340659361,1604429.18541542,949990,1269332.96602,74.8416708169724,0.0917530611020463,14212805.6171126,0.377551120775584,16.6711313139257,16.7472680964799,15.6970820137374,15.8407442358924,14.514929796634,13.8140229692827
2001,8540556,12448375.42278,13382601.4989319,19505948.7452763,1048496,1528246.15133759,68.6077958764896,0.0778867889226192,0.0417296068409471,1741591,6667354.79465,1735960.15155362,3322899.07325612,75804,145100.704715874,52.2423375878387,-0.000117703073983993,0.0143513153456439,13382601.4989319,8540556,12448375.42278,19505948.7452763,1048496,68.6077958764896,5470157,781460,4688697,3582304,664885,441507,1446346,0.141805921773149,0.764029750696195,74.36,1679158.6584978,1395240,1658697.2572,84.1166158528088,0.269117214121162,1697706.55866904,987710,1310300.7949,75.3804014959314,0.105758788143498,15061760.1574297,0.350357664044187,16.705718048808,16.7862300408718,15.6569172997968,15.8110698991321,14.4808029569872,13.7036213954875
2002,8810698,12636682.66608,13968046.9350587,20033574.7046656,935180,1341275.44669726,69.7231879031837,0.0766225406350274,0.041712889638603,1827495,6879997.9016,1818823.70231306,3423676.46841555,78879,148478.4785951,53.1248708542484,-0.00198332951601346,0.0143552609886886,13968046.9350587,8810698,12636682.66608,20033574.7046656,935180,69.7231879031837,5543551,805024,4738528,3540451,731045,467032,1536068,0.15427681339015,0.747162620965836,75.515,1765863.67471502,1444022,1724836.7843,83.7193416295349,0.257400994511219,1782978.75770359,1019814,1343770.92304,75.8919531978624,0.103413786681909,15733910.6097737,0.339240555392656,16.7331217912103,16.8129201592505,15.6520759708877,15.8089847020859,14.525575336513,13.7830691703145
2003,9081233,12829549.81572,14537806.3342606,20538346.5633671,953330,1346820.9356395,70.7837229711116,0.0763350248611117,0.0420318934264829,1882379,7094755.54535,1870143.14725316,3524319.0836098,79494,149807.901948028,53.0639565512229,0.00674098994345432,0.0143603775670229,14537806.3342606,9081233,12829549.81572,20538346.5633671,953330,70.7837229711116,5733743,818191,4915552,3594306,830127,491120,1648317,0.168877676403383,0.731211062358816,77.006,1867464.56905688,1521620,1790092.34636,85.0023186286498,0.232621291873148,1863162.63327761,1045830,1368697.9194,76.4105786365529,0.104409583726748,16405270.9033175,0.338121989451444,16.7535499926835,16.837804260849,15.6692014596068,15.8231659491435,14.576552170415,13.8906208252081
2004,9838424,13043865.4137,15852348.4375542,21017177.0916292,1017506,1349018.02581717,75.4256785696875,0.0269010078089167,0.0423689168390625,2176016,7287618.92265,2156389.3961664,3610944.07580277,81973,137266.450693926,59.7181609822357,-0.0499577807627914,0.0143691468620061,15852348.4375542,9838424,13043865.4137,21017177.0916292,1017506,75.4256785696875,6133641,851954,5281688,3761333,988613,531742,1840566,0.187177470535935,0.71214600332318,79.077,1947180.14165544,1590638,1857652.53156,85.6262391903954,0.240607845656403,2041576.54416054,1129053,1398999.0847,80.704341578759,0.0571845713735235,17799528.5792096,0.333180160706516,16.8135763383916,16.8608506180876,15.7145044262323,15.8640472203688,14.6603318156513,14.0388063543498
2005,10724500,13309859.9502,17354822.1163049,21538556.7465758,1143620,1419312.97834377,80.5756036511778,0.024504258182392,0.0427237834787401,2431593,7411495.53685,2421884.0566736,3690951.33865013,86612,131996.689297438,65.6167972552936,-0.0353342655899249,0.0143977379208015,17354822.1163049,10724500,13309859.9502,21538556.7465758,1143620,80.5756036511778,6575529,913610,5661919,3928746,1157510,575663,2071120,0.204437753348291,0.69388947457567,81.556,2060211.45959025,1695424,1938787.89416,87.4476266902089,0.226749221708107,2222488.85614084,1211856,1424791.82864,85.054951582418,0.0577207844059992,19415033.5758952,0.326244715276027,16.8732612426501,16.885355224039,15.753153723786,15.9027458741988,14.7474803668551,14.1656619893474
2006,11601575,13657426.14456,18781361.0662261,22109502.516365,1271805,1497174.5524019,84.947008881473,0.0349123077804021,0.0430032891019929,2782275,7556649.6776,2771971.04075964,3764332.07922884,93270,126660.505419082,73.6377923737138,-0.0471652539815349,0.0144352390351091,18781361.0662261,11601575,13657426.14456,22109502.516365,1271805,84.947008881473,7021572,984445,6037127,4127501,1297836,611790,2282281,0.214975765790582,0.683686296478441,84.071,2168335.8867596,1797218,2028036.79302,88.6186091980963,0.235452927106298,2398853.01461849,1295023,1454194.57664,89.0543136938541,0.0609084567102051,20949696.9529857,0.321442465150002,16.9218840094203,16.9115180521899,15.7869473005583,15.9380061886191,14.814194445484,14.2497173260976
