"year","KNC","KNR","KGC","KGR","IG_cc","IG_R","DEP","pK","z","rho","Ret_R","sfc_max_resid","account"
1971,248701,3119294.2028,249997.519840251,1567777.80216419,12277,76991.1961105416,-3742,15.9459790472317,-0.0077715767242371,0.0126047068011333,19030.8057996568,9.31322574615479e-10,"gov_trans"
1972,269509,3216166.41995,271606.057903434,1620595.75539967,12183,72692.480574398,-8625,16.7596426806913,-0.0164982549493413,0.0126768776235283,19874.5273389196,9.31322574615479e-10,"gov_trans"
1973,318487,3305681.81115,320707.517910364,1664364.65013541,12419,64450.45231465,-36559,19.2690656992908,-0.0589922739838481,0.0127617004487403,20681.5575789105,9.31322574615479e-10,"gov_trans"
1974,425424,3380043.02195,428022.989138935,1700346.14604869,14448,57395.5178611616,-92489,25.1726973436312,-0.111147393205346,0.0128661840697797,21414.0219478766,9.31322574615479e-10,"gov_trans"
1975,420686,3448809.5208,424888.322875444,1741630.2101919,15458,63362.8140376984,20196,24.3960124479369,0.0244920020790888,0.0129848560222896,22078.7498944973,9.31322574615479e-10,"gov_trans"
1976,416190,3522113.4632,421052.555807371,1781632.0376798,14840,62793.6324682092,19336,23.6329694854221,0.0237235203326437,0.0130864777419046,22791.8049803048,9.31322574615479e-10,"gov_trans"
1977,421372,3595020.92995,426976.087963968,1821416.67317553,14834,63279.6442037894,9652,23.4419775690074,0.0116901403360646,0.0131873519397732,23495.0087080589,9.31322574615479e-10,"gov_trans"
1978,445474,3684844.6911,451366.418850901,1866792.62116707,16822,69573.5973296805,-7280,24.1787123932769,-0.00837523085585297,0.0132850707334038,24197.6493381379,9.31322574615479e-10,"gov_trans"
1979,515859,3790483.4254,521520.404864166,1916041.44799792,20197,74202.8284306407,-50188,27.2186390022567,-0.050039653730355,0.013367313174932,24954.0015997925,9.31322574615479e-10,"gov_trans"
1980,624704,3892069.2975,628906.594071765,1959126.27883126,22097,68835.0444905567,-86748,32.1013811548149,-0.0712920578147272,0.0134392779885426,25750.2136572137,9.31322574615479e-10,"gov_trans"
1981,717092,3969337.9964,720512.76857564,1994136.53282887,22222,61503.0072542999,-70166,36.1315665559531,-0.0498952684111753,0.0135227389591724,26492.7532566899,9.31322574615479e-10,"gov_trans"
1982,748439,4031540.6206,751865.015127527,2024997.5947904,21543,58021.7489932953,-9804,37.1291806499825,-0.00665226981180192,0.0136202745321766,27160.6870317721,9.31322574615479e-10,"gov_trans"
1983,724633,4101628.70495,728233.289178232,2061003.68241136,22541,63794.2328311559,46347,35.3339149945721,0.0325356005926945,0.013722557143612,27788.1452101881,9.31322574615479e-10,"gov_trans"
1984,722206,4191364.3604,726568.313987068,2108340.65117246,26122,75800.2701600158,28549,34.4616185995854,0.0201975589871078,0.0138104078327609,28463.301398923,9.31322574615479e-10,"gov_trans"
1985,756640,4293566.9724,761509.986963553,2160600.8994895,28728,81508.7703419772,-5706,35.2452869543598,-0.00386256054794783,0.0138727686195642,29248.5220249368,9.31322574615479e-10,"gov_trans"
1986,816975,4399734.3409,822011.518208845,2213428.9943259,30792,82913.5651794687,-29543,37.1374695242568,-0.0185278081254102,0.0139245847533331,30085.4703430692,9.31322574615479e-10,"gov_trans"
1987,871566,4509117.56745,876874.98095974,2268292.00605746,33167,85796.0856433214,-21424,38.6579408038318,-0.0125960793747009,0.01397518239395,30933.0739117617,9.31322574615479e-10,"gov_trans"
1988,892950,4632157.1775,898348.66438949,2330081.31118725,36085,93595.0454953175,14701,38.5543912170066,0.00845632116395362,0.0140218897216861,31805.7403655198,9.31322574615479e-10,"gov_trans"
1989,936221,4757047.00725,940965.764362247,2390577.85142831,36704,93248.63112134,-6567,39.3614357214948,-0.00360174363893113,0.0140562008385845,32752.0908802803,9.31322574615479e-10,"gov_trans"
1990,992403,4897046.96455,996422.266077273,2458440.08608587,41161,101555.189831068,-15021,40.5306711242127,-0.00779072021734056,0.0140940631376576,33692.9551735165,9.31322574615479e-10,"gov_trans"
1991,1021027,5038060.1374,1024640.14216769,2527944.24409684,42242,104217.487061582,13618,40.5325451524651,0.00686080673362786,0.0141200630623764,34713.3290506066,9.31322574615479e-10,"gov_trans"
1992,1047212,5184491.8108,1049641.87005941,2598260.75312153,42852,106074.912757112,16667,40.3978649486345,0.00818909058620155,0.014145250163615,35758.4037324203,9.31322574615479e-10,"gov_trans"
1993,1081732,5346341.9817,1081936.9021169,2673677.34399003,45418,112236.746312788,10898,40.466247901936,0.00519454691508341,0.0141710778643188,36820.1554442889,9.31322574615479e-10,"gov_trans"
1994,1154738,5513126.0718,1152649.03060604,2751576.29794341,48526,115840.110813088,-24480,41.8904986013855,-0.010930477854841,0.0141906266083299,37941.1568597138,9.31322574615479e-10,"gov_trans"
1995,1241162,5667927.7867,1236859.87023458,2824140.7756428,48903,111660.956649088,-37521,43.7959708277311,-0.0155396889999608,0.0142087569873729,39096.4789496931,9.31322574615479e-10,"gov_trans"
1996,1312031,5821892.49745,1306136.79506093,2897869.031985,51354,113936.891473619,-19515,45.0723197164727,-0.00763896177660298,0.0142374755104996,40208.6351314179,9.31322574615479e-10,"gov_trans"
1997,1391593,5970174.39055,1385605.18738472,2972242.81996873,53944,115714.53985606,-25618,46.618169218062,-0.00943899651002295,0.014265914510297,41340.7518723351,9.31322574615479e-10,"gov_trans"
1998,1449724,6117487.12095,1445722.55173999,3050300.98513108,57134,120545.879480631,-997,47.3960621849211,-0.000352343188812332,0.0142948328557901,42487.7143182751,9.31322574615479e-10,"gov_trans"
1999,1546342,6280570.77165,1543058.90525537,3133618.13210827,62536,126997.059439601,-34082,49.2420850340566,-0.0113139843749844,0.0143198696375645,43679.9124624117,9.31322574615479e-10,"gov_trans"
2000,1665389,6472509.0391,1659117.76247742,3224067.98488715,69669,135383.754859993,-49378,51.4603839079867,-0.0152778189726366,0.0143393037015913,44933.9020811138,9.31322574615479e-10,"gov_trans"
2001,1741591,6667354.79465,1735960.15155362,3322899.07325612,75804,145100.704715874,-398,52.2423375878387,-0.000117703073983993,0.0143513153456439,46269.6163469103,9.31322574615479e-10,"gov_trans"
2002,1827495,6879997.9016,1818823.70231306,3423676.46841555,78879,148478.4785951,-7025,53.1248708542484,-0.00198332951601346,0.0143552609886886,47701.0834356629,9.31322574615479e-10,"gov_trans"
2003,1882379,7094755.54535,1870143.14725316,3524319.0836098,79494,149807.901948028,24610,53.0639565512229,0.00674098994345432,0.0143603775670229,49165.2867537789,9.31322574615479e-10,"gov_trans"
2004,2176016,7287618.92265,2156389.3961664,3610944.07580277,81973,137266.450693926,-211664,59.7181609822357,-0.0499577807627914,0.0143691468620061,50641.4585009599,9.31322574615479e-10,"gov_trans"
2005,2431593,7411495.53685,2421884.0566736,3690951.33865013,86612,131996.689297438,-168965,65.6167972552936,-0.0353342655899249,0.0143977379208015,51989.4264500789,9.31322574615479e-10,"gov_trans"
2006,2782275,7556649.6776,2771971.04075964,3764332.07922884,93270,126660.505419082,-257412,73.6377923737138,-0.0471652539815349,0.0144352390351091,53279.7648403706,9.31322574615479e-10,"gov_trans"
2007,3121039,7685988.8452,3112010.64716742,3831877.64079084,99126,122055.720910456,-239638,81.2137270261361,-0.0390478346781307,0.0144806988865921,54510.159348452,9.31322574615479e-10,"gov_trans"
2008,3321905,7807574.7112,3315771.84272976,3896579.88223714,102444,120388.629974995,-98422,85.0944146646388,-0.0150484365285521,0.0145324025840266,55686.3885287027,9.31322574615479e-10,"gov_trans"
2009,3361690,7941275.11095,3357918.70241254,3966183.11266985,107049,126440.207061342,67264,84.6637335448727,0.0101758131782728,0.0145863753205024,56836.9766286297,9.31322574615479e-10,"gov_trans"
2010,3493481,8068984.3231,3491165.69223524,4031818.29813741,107091,123675.440076116,-24700,86.5903528898628,-0.00359200722939372,0.0146337808819638,58040.2546085556,9.31322574615479e-10,"gov_trans"
2011,3734604,8177530.5455,3735115.52278912,4089325.30444717,106604,116713.507814012,-134519,91.3381852680479,-0.0182520806783564,0.014684813929141,59206.5015042538,9.31322574615479e-10,"gov_trans"
2012,3902446,8261847.7004,3913449.47322672,4142571.54756399,107258,113537.671072131,-60584,94.4690858876777,-0.00784234702150734,0.0147436125684944,60291.4279553093,9.31322574615479e-10,"gov_trans"
2013,4004879,8354182.474,4019707.68334852,4192557.56276698,106729,111318.412025375,4296,95.8772210797176,0.000542340016404627,0.0148053922830727,61332.3968223804,9.31322574615479e-10,"gov_trans"
2014,4048074,8461891.69225,4063628.94085662,4247203.48183127,111928,116984.350252757,68733,95.6777549801899,0.00859904787217693,0.0148688313172076,62338.4311884654,9.31322574615479e-10,"gov_trans"
2015,4073987,8581142.7572,4091342.93138997,4308849.99914316,118726,125037.801420491,92813,94.9520854103429,0.0115514589961624,0.0149254172492055,63391.2841086102,9.31322574615479e-10,"gov_trans"
2016,4213927,8698455.49675,4234208.38638544,4370160.32941949,121913,125827.382032874,-18027,96.8890856905447,-0.00216822063890473,0.0149731486984621,64517.0517565389,9.31322574615479e-10,"gov_trans"
2017,4405285,8810570,4431626.6103858,4431626.6103858,127107,127107,-64251,100,-0.00738648372966972,0.0150202084330408,65640.7190336871,9.31322574615479e-10,"gov_trans"
2018,4624515,8932243.9717,4654921.96359356,4495487.48874665,135261,130628.212023976,-83969,103.546544735048,-0.00920405835963339,0.0150661008999839,66767.3336631262,9.31322574615479e-10,"gov_trans"
2019,4760410,9079336.43785,4787234.75404381,4565249.10028042,144377,137682.190912912,8482,104.862509118062,0.000905560449238453,0.0151086127031096,67920.5793791481,9.31322574615479e-10,"gov_trans"
2020,4931866,9244005.99115,4945436.92025581,4634721.27179642,147903,138610.438534731,-23553,106.704084889639,-0.00243114620394854,0.0151444675854554,69138.2670187263,9.31322574615479e-10,"gov_trans"
2021,5540500,9345944.28605,5553398.29447053,4683850.83100502,141668,119485.717454754,-466966,118.564798385753,-0.0426058540308942,0.0151802350390065,70356.1582461528,9.31322574615479e-10,"gov_trans"
2022,5853641,9423124.87925,5879180.09298899,4732118.71071662,148626,119628.224407972,-164515,124.239911388416,-0.0141684121298239,0.0152354007997023,71360.34469638,9.31322574615479e-10,"gov_trans"
2023,6075442,9535944.2281,6108405.14065063,4793841.39819652,170842,134075.823933227,-50959,127.421928121123,-0.00424406256869189,0.0152897974198049,72353.1364533252,9.31322574615479e-10,"gov_trans"
2024,6277027,9664710.70865,6318903.07665223,4864593.55932691,187362,144240.22134954,-14223,129.895807318516,-0.00114823921302054,0.0153296811710939,73488.0602191437,9.31322574615479e-10,"gov_trans"
1925,1915,17647.73062,503.374637125142,4638.86161719309,369,3400.52877220888,369,10.8512535760816,0.192689295039164,0.201898678171668,313.265694092725,9.31322574615479e-10,"NF_IPP"
1926,2005,18563.26584,852.630857770165,7894.0714594388,387,3583.03435415461,297,10.8009011845299,0.155814399600284,0.070669172517214,327.824511908901,9.31322574615479e-10,"NF_IPP"
1927,2093,19699.79232,1199.55701550581,11290.5036222951,422,3971.96003776397,334,10.6244774868774,0.169349727468627,0.072906342166382,575.527874907716,9.31322574615479e-10,"NF_IPP"
1928,2250,21246.73114,1572.44867782929,14848.6196841278,482,4551.52195976889,325,10.5898643192413,0.155787037037037,0.0879859686661401,993.405897936194,9.31322574615479e-10,"NF_IPP"
1929,2451,23456.64374,1966.26944924783,18817.6589016126,577,5522.02506649531,376,10.4490652079964,0.16936290066886,0.10458789315417,1552.98584901046,9.31322574615479e-10,"NF_IPP"
1930,2510,25413.9949,2194.67134561162,22221.2615077888,556,5629.55424876494,497,9.87644803533033,0.214530840299636,0.118290572394101,2225.9516425887,9.31322574615479e-10,"NF_IPP"
1931,2484,26834.653,2278.77724061098,24617.6314477025,500,5401.50020128824,526,9.2566876120962,0.223592482571689,0.135236708335447,3005.13026137453,9.31322574615479e-10,"NF_IPP"
1932,2386,27844.89876,2225.317191796,25969.7116154431,442,5158.1916395306,540,8.56889450583156,0.234840491100044,0.154609166193576,3806.11147179005,9.31322574615479e-10,"NF_IPP"
1933,2374,29012.99542,2182.69938179933,26675.0830528141,428,5230.64955339511,440,8.18254015358749,0.193116280491416,0.174252151238101,4525.27811602406,9.31322574615479e-10,"NF_IPP"
1934,2582,30875.63604,2306.56070560556,27581.9244192265,501,5990.97353061193,293,8.36258076321073,0.120763231512379,0.19059480167816,5084.13216419956,9.31322574615479e-10,"NF_IPP"
1935,2799,33148.689,2429.93522912684,28777.8375135654,563,6667.63555091104,346,8.44377284422922,0.132716110267251,0.198380735637069,5471.72245657218,9.31322574615479e-10,"NF_IPP"
1936,3134,35895.29466,2652.32566277714,30378.4336948517,644,7376.05927282706,309,8.73094936170667,0.106765429847753,0.200691351072446,5775.46309154075,9.31322574615479e-10,"NF_IPP"
1937,3447,38673.4705,2871.37520253723,32215.2724658414,704,7898.4981816072,391,8.91308681490067,0.12221122518938,0.199538247149483,6061.65941061748,9.31322574615479e-10,"NF_IPP"
1938,3710,41735.77796,3050.56390550158,34317.427981888,754,8482.1500220593,491,8.8892556490877,0.14282457780956,0.198042543727593,6379.99450601273,9.31322574615479e-10,"NF_IPP"
1939,3970,44545.52398,3228.78524904565,36228.6979187993,771,8651.0324908262,511,8.91223100615552,0.137380771824996,0.196394746059407,6739.76255391486,9.31322574615479e-10,"NF_IPP"
1940,4336,47292.12964,3485.19750488814,38012.5489442284,819,8932.71544630074,453,9.16854460352443,0.110915879711597,0.197326010360478,7148.8644208716,9.31322574615479e-10,"NF_IPP"
1941,5140,52248.6479,4125.26633655047,41933.772045165,1130,11486.5704527237,326,9.8375751461312,0.0700713792189846,0.199022363980035,7565.34735178712,9.31322574615479e-10,"NF_IPP"
1942,6043,55973.92914,4862.46743414063,45039.120900901,1196,11078.076990144,293,10.7960975633593,0.0519428486581313,0.190126662724758,7972.72813440797,9.31322574615479e-10,"NF_IPP"
1943,6834,57678.71886,5460.54715873585,46086.8253424783,1142,9638.43970414399,351,11.8483907671177,0.0529251324743853,0.190739408112977,8590.73526256669,9.31322574615479e-10,"NF_IPP"
1944,7498,59225.65768,5901.54132224794,46615.4529388945,1237,9770.89071087756,573,12.6600535877747,0.0784699674702526,0.200540242157726,9242.26311446142,9.31322574615479e-10,"NF_IPP"
1945,8050,61845.98262,6237.49263926743,47920.9765665232,1433,11009.353179436,881,13.0162051906614,0.114282999377558,0.208167655573947,9703.82955180731,9.31322574615479e-10,"NF_IPP"
1946,9122,66392.08854,7046.76971436483,51288.0682741833,1837,13370.1235088774,765,13.7395888585493,0.0900277101318086,0.208740149260758,10003.0318012173,9.31322574615479e-10,"NF_IPP"
1947,10596,70306.79086,8197.73280185443,54393.7604403682,2020,13403.1443504341,546,15.0710903888353,0.0545671959757645,0.200776760185228,10297.4521842493,9.31322574615479e-10,"NF_IPP"
1948,11341,73274.38778,8821.35038967474,56994.8901504524,2075,13406.6091741028,1330,15.4774408133581,0.122223640124266,0.198652922256857,10805.4794640185,9.31322574615479e-10,"NF_IPP"
1949,11655,75515.87056,9072.40253878892,58782.5290250879,2035,13185.3107326984,1721,15.4338418051338,0.152178965449108,0.199977082646811,11397.671858063,9.31322574615479e-10,"NF_IPP"
1950,12817,78483.46748,9898.69233575429,60613.5365551765,2256,13814.3639412405,1094,16.3308278947616,0.0887096542713573,0.203859150157311,11983.3564111519,9.31322574615479e-10,"NF_IPP"
1951,13607,80693.38008,10470.4097478747,62092.5077811852,2354,13959.8895207114,1564,16.8625976337959,0.118177306992798,0.205909752243896,12480.9182947027,9.31322574615479e-10,"NF_IPP"
1952,14631,85649.89834,11374.2081845402,66584.6336343285,2977,17427.3629525104,1953,17.0823320092221,0.14168281509163,0.20832202727181,12935.2370993671,9.31322574615479e-10,"NF_IPP"
1953,16229,92879.46956,12965.4222313253,74201.8324891815,3660,20946.3835473289,2062,17.4731833384514,0.13778114048977,0.200184096013467,13329.1846924759,9.31322574615479e-10,"NF_IPP"
1954,17682,99730.19862,14552.4389309025,82078.8160267122,3880,21884.0159849338,2427,17.7298353404202,0.14738230607951,0.188769360237098,14007.0324474031,9.31322574615479e-10,"NF_IPP"
1955,19561,107022.9102,16548.7424345709,90542.1284953741,4315,23608.3971940596,2436,18.2773949647278,0.133639949600279,0.184518801056643,15145.0847253977,9.31322574615479e-10,"NF_IPP"
1956,22101,116557.10456,19243.8759991994,101489.094021916,5215,27503.0677471789,2675,18.9615211217117,0.131817738328956,0.182855235411029,16556.1022206373,9.31322574615479e-10,"NF_IPP"
1957,24419,125081.05316,21836.5574764749,111853.049123484,5572,28541.366485422,3254,19.5225410908269,0.143002112318893,0.179107041589401,18177.4113838539,9.31322574615479e-10,"NF_IPP"
1958,26398,133068.3087,24160.7311054249,121790.575996453,5970,30093.8632827866,3991,19.8379315540215,0.160839906148336,0.180203727728199,20156.3364098171,9.31322574615479e-10,"NF_IPP"
1959,28975,141844.81874,26938.1405885763,131873.534736126,6612,32368.5225714885,4035,20.4272530060551,0.148442730418602,0.182982662241988,22285.5638318162,9.31322574615479e-10,"NF_IPP"
1960,31150,150558.18842,29346.557610916,141841.558595912,7123,34427.8001963294,4948,20.6896750863549,0.168601930808009,0.185479037818207,24459.7763365425,9.31322574615479e-10,"NF_IPP"
1961,33666,160818.49692,32064.7773610415,153169.645912111,7955,38000.0933582427,5439,20.9341590953604,0.172567559775251,0.18804084152818,26672.006042044,9.31322574615479e-10,"NF_IPP"
1962,35890,170573.68254,34516.7732952932,164047.175546851,8368,39770.4256198027,6144,21.0407604887018,0.181574047910429,0.188633301415616,28892.8959850625,9.31322574615479e-10,"NF_IPP"
1963,38893,181749.52626,37625.3014272821,175825.488128923,9208,43029.5847016707,6205,21.3992304686187,0.169993221482827,0.19050173838972,31251.2721195988,9.31322574615479e-10,"NF_IPP"
1964,41901,192230.82602,40761.138846474,187001.441253755,9769,44817.6162714346,6761,21.7972324561725,0.170661788513075,0.191335531068937,33641.6631466026,9.31322574615479e-10,"NF_IPP"
1965,45810,205490.30162,44723.9120801434,200618.427919123,11092,49755.477528248,7183,22.2930229012528,0.167615382378873,0.193252472390527,36138.4908628802,9.31322574615479e-10,"NF_IPP"
1966,50490,221748.94432,49637.304554983,218003.958882111,12755,56019.1678510913,8075,22.7689922740463,0.172586726588877,0.192572722699621,38633.6368881032,9.31322574615479e-10,"NF_IPP"
1967,56339,238197.0081,55727.5493673346,235611.841318521,13950,58979.5392711088,8101,23.6522702150599,0.154455806416098,0.189774796048872,41371.6568346993,9.31322574615479e-10,"NF_IPP"
1968,62839,255118.62458,62571.1190848316,254031.060955038,15527,63037.7135831834,9027,24.6312867606006,0.153857984827077,0.189372884219122,44618.4939466664,9.31322574615479e-10,"NF_IPP"
1969,70510,271345.6971,70589.768154153,271652.671222749,17096,65791.0372659424,9425,25.9853024218087,0.142171131040942,0.189620225247799,48169.4269982316,9.31322574615479e-10,"NF_IPP"
1970,77531,283373.93568,77993.040507115,285062.682593425,17888,65380.20870934,10867,27.3599616047793,0.146376461519204,0.191311195670331,51970.1973386634,9.31322574615479e-10,"NF_IPP"
1971,82507,292466.14752,83282.1240549636,295213.763433865,18614,65981.8545085542,13638,28.2107863421553,0.170598650874478,0.195854375466408,55830.7736681141,9.31322574615479e-10,"NF_IPP"
1972,88668,303326.28944,89469.2981519925,306067.467713774,20507,70152.8422604105,14346,29.2318876031809,0.167802474901425,0.200868473375856,59299.1379805017,9.31322574615479e-10,"NF_IPP"
1973,98449,314659.98406,98902.4783102595,316109.378953577,22606,72252.6749856307,12825,31.2874229286262,0.135138012852447,0.20325833454474,62210.7637458276,9.31322574615479e-10,"NF_IPP"
1974,111927,325046.57328,111932.970098349,325063.911009149,25427,73842.4081659524,11949,34.4341424278251,0.11028101975577,0.205270328660226,64887.8761103809,9.31322574615479e-10,"NF_IPP"
1975,121477,333349.53062,121619.269559567,333739.937782699,27706,76029.0597838086,18156,36.441329248031,0.153278193059386,0.207199355970226,67353.0330102584,9.31322574615479e-10,"NF_IPP"
1976,132936,347271.98,133187.82143742,347929.819330048,32071,83779.8615166697,20612,38.2800823723238,0.161527853619374,0.208515589808229,69589.9799693213,9.31322574615479e-10,"NF_IPP"
1977,145834,363214.9209,146600.182494455,365123.179016203,35682,88869.775275682,22784,40.1508835701579,0.163404917421676,0.206008256859221,71676.4155895266,9.31322574615479e-10,"NF_IPP"
1978,163161,381336.20422,164637.199305686,384786.343897389,40190,93931.1603116051,22863,42.7866534030609,0.147116443091896,0.20340531551716,74267.9954304191,9.31322574615479e-10,"NF_IPP"
1979,186843,405392.68138,189525.67582349,411213.274848088,47870,103863.391497999,24188,46.0893865582295,0.137622991178547,0.20124534504777,77436.4605472999,9.31322574615479e-10,"NF_IPP"
1980,213843,428659.90404,218780.657873794,438557.707336639,54131,108508.528526018,27131,49.8864013136264,0.134155264925299,0.197377130073077,81164.0960374669,9.31322574615479e-10,"NF_IPP"
1981,244921,457609.7591,253270.529914479,473209.999066205,64512,120534.052935678,33434,53.5218043604875,0.145728578796068,0.195827732062154,85881.7612061119,9.31322574615479e-10,"NF_IPP"
1982,274065,487222.58794,287263.477888303,510686.352206169,72394,128699.36705281,43250,56.250470890268,0.168021428081417,0.192774907742562,91223.0139128453,9.31322574615479e-10,"NF_IPP"
1983,304060,519676.73298,322717.053732303,551563.981321233,81045,138516.085063356,51050,58.5094503377934,0.179078032403981,0.191190650634178,97638.4559482923,9.31322574615479e-10,"NF_IPP"
1984,338455,561633.5022,363888.22939446,603837.498882178,94731,157196.978318855,60336,60.2626087429298,0.19266166709902,0.190228993029194,104923.460757911,9.31322574615479e-10,"NF_IPP"
1985,372617,606115.88582,406710.492228082,661573.92247029,104979,170763.651624853,70817,61.4761976574653,0.205105601148161,0.187181531862424,113027.228036741,9.31322574615479e-10,"NF_IPP"
1986,406407,650566.69926,449749.160668983,719947.803436889,113122,181083.018141148,79332,62.469689958351,0.209518987172832,0.185480613740575,122709.137174549,9.31322574615479e-10,"NF_IPP"
1987,448725,691513.22272,500464.622889841,771247.209832088,120116,185106.250510303,77798,64.8902993112675,0.184287902009112,0.185856312744252,133806.844115104,9.31322574615479e-10,"NF_IPP"
1988,491455,734259.24644,551321.381237389,823702.723410333,132674,198221.833661638,89944,66.9320818747305,0.194328892310864,0.189000774622095,145766.320083394,9.31322574615479e-10,"NF_IPP"
1989,540545,785939.6311,608299.308189657,884452.790936859,150117,218266.563564252,101027,68.7769109242467,0.200053137387311,0.19122978662201,157516.496037726,9.31322574615479e-10,"NF_IPP"
1990,592259,839766.788,668832.57449099,948340.815065823,164426,233140.38939668,112712,70.526604345777,0.203342422479253,0.19136393372498,169252.365267715,9.31322574615479e-10,"NF_IPP"
1991,643633,893499.23436,731306.711748193,1015208.95763477,179129,248669.077489303,127755,72.0350925046986,0.211190847691434,0.191704218601768,181800.934920357,9.31322574615479e-10,"NF_IPP"
1992,691729,946505.56658,787013.516216131,1076885.1299747,187667,256788.222213278,139571,73.082401670327,0.213741175997325,0.192189054682814,195112.049873351,9.31322574615479e-10,"NF_IPP"
1993,736643,995565.6263,838976.159620525,1133867.86517129,196912,266124.593060663,151998,73.9924099968898,0.217033876800388,0.194209997002168,209141.857864065,9.31322574615479e-10,"NF_IPP"
1994,791165,1041342.3873,897706.136104363,1181573.31386598,205705,270751.784747235,151183,75.9754917929864,0.199875491937287,0.196712811875003,223046.336052552,9.31322574615479e-10,"NF_IPP"
1995,850989,1092675.49998,962962.380428071,1236450.06045457,226849,291275.615190047,167025,77.8812190824793,0.205946868621943,0.200071265851447,236398.868601455,9.31322574615479e-10,"NF_IPP"
1996,912118,1159572.7114,1030431.31226618,1309984.04885766,253303,322023.297989684,192174,78.6598365960822,0.223588974752835,0.200969952231822,248489.309586588,9.31322574615479e-10,"NF_IPP"
1997,993809,1244212.36398,1126134.13290121,1409878.56988172,287964,360520.350672148,206273,79.8745478481658,0.222708086142468,0.19895343754404,260625.829648091,9.31322574615479e-10,"NF_IPP"
1998,1082651,1338638.77236,1236219.17927786,1528517.43037821,318126,393345.406872388,229284,80.8770089701871,0.227852687468654,0.194844117957577,274706.546375894,9.31322574615479e-10,"NF_IPP"
1999,1206775,1449923.65686,1393861.87094116,1674705.97341901,365127,438695.096483041,241003,83.2302441780576,0.216310638960486,0.191366187672367,292506.553442242,9.31322574615479e-10,"NF_IPP"
2000,1335108,1567806.70898,1569921.68077471,1843546.54731433,411339,483032.117150915,283006,85.1576914649516,0.229206340659361,0.187609973477409,314191.543255599,9.31322574615479e-10,"NF_IPP"
2001,1395240,1658697.2572,1679158.6584978,1996227.07294367,415040,493410.244566016,354908,84.1166158528088,0.269117214121162,0.184822954122341,340729.718936676,9.31322574615479e-10,"NF_IPP"
2002,1444022,1724836.7843,1765863.67471502,2109266.07919245,406222,485218.81812875,357440,83.7193416295349,0.257400994511219,0.186441621258622,372179.811879972,9.31322574615479e-10,"NF_IPP"
2003,1521620,1790092.34636,1867464.56905688,2196957.211503,418656,492523.035552695,341058,85.0023186286498,0.232621291873148,0.191930220295934,404831.903242147,9.31322574615479e-10,"NF_IPP"
2004,1590638,1857652.53156,1947180.14165544,2274046.08688437,437819,511314.059965289,368801,85.6262391903954,0.240607845656403,0.19764844864086,434225.184583917,9.31322574615479e-10,"NF_IPP"
2005,1695424,1938787.89416,2060211.45959025,2355937.53377519,473134,541048.417101266,368348,87.4476266902089,0.226749221708107,0.201911901811773,459156.970210443,9.31322574615479e-10,"NF_IPP"
2006,1797218,2028036.79302,2168335.8867596,2446817.78057761,506332,571360.806247992,404538,88.6186091980963,0.235452927106298,0.203944524231782,480480.559445578,9.31322574615479e-10,"NF_IPP"
2007,1924349,2128019.55308,2305021.60047633,2548982.03812583,544828,602491.874948604,417697,90.4291033047503,0.227759920154112,0.204480947200847,500327.617400383,9.31322574615479e-10,"NF_IPP"
2008,2028089,2223740.33884,2424498.68930505,2658391.98224158,574326,629731.680337807,470586,91.2017003324201,0.24247136277765,0.204129228232864,520321.736222057,9.31322574615479e-10,"NF_IPP"
2009,2084458,2292689.61196,2488975.35657914,2737617.13810181,564415,620798.5036563,508046,90.9175838336885,0.251287610374708,0.203722156632224,541573.347796067,9.31322574615479e-10,"NF_IPP"
2010,2172268,2360944.34112,2577855.37133264,2801759.75117876,578171,628389.107904592,490361,92.008437563145,0.232457200364482,0.206108621609109,564246.494827639,9.31322574615479e-10,"NF_IPP"
2011,2288911,2447699.19576,2695664.8654676,2882670.72124846,622251,665418.302529393,505608,93.5127569582464,0.229011518838275,0.208621503758052,584507.3324597,9.31322574615479e-10,"NF_IPP"
2012,2392601,2537863.62984,2805932.89322618,2976290.25378258,655691,695500.144534513,552001,94.2761845777679,0.239210270041241,0.208792703087407,601880.612000389,9.31322574615479e-10,"NF_IPP"
2013,2536150,2637246.55648,2960993.85805082,3079025.63172641,694567,722253.979060641,551018,96.1665868429482,0.22577367484515,0.208151271647467,619518.601116805,9.31322574615479e-10,"NF_IPP"
2014,2664346,2747426.48468,3107979.68831613,3204893.69981497,741395,764513.414777708,613199,96.9760615927936,0.239765206921683,0.207418002665688,638645.346689152,9.31322574615479e-10,"NF_IPP"
2015,2761618,2859090.21134,3237376.04522599,3351640.29251411,778772,806259.01267506,681500,96.5907962276462,0.25680533019785,0.205782931276003,659512.41997592,9.31322574615479e-10,"NF_IPP"
2016,2935578,3004976.01312,3449149.48635973,3530688.49547727,842850,862775.24653005,668890,97.6905634914554,0.239482746352488,0.203997739582615,683727.043566892,9.31322574615479e-10,"NF_IPP"
2017,3157018,3157018,3724838.29002338,3724838.29002338,906028,906028,684588,100,0.227818124674216,0.20162588865197,711878.205453891,9.31322574615479e-10,"NF_IPP"
2018,3366870,3333242.74476,4001656.43579462,3961689.13015191,992217,982307.043775831,782365,101.008845074151,0.245342592467188,0.200131158886529,745456.203647296,9.31322574615479e-10,"NF_IPP"
